,prj_led,admin_roles,isEmployee,type,rsc_prj,rsc_department,proprietary,task,activity,action,user_task_corr,user_prj_corr,user_department_corr,expertise
153806,0,12,0,21,51,6,0,6110,30,True,0,1,0,0
157358,61,12,0,21,61,6,0,52100,32,True,0,1,0,2
121431,61,12,1,20,61,6,1,52100,32,True,0,1,0,0
134813,0,12,1,21,62,5,0,61200,30,True,1,1,0,2
115716,0,12,0,22,41,5,0,5220,33,True,1,0,1,0
152827,52,12,0,21,52,6,0,6110,32,True,0,1,0,0
127545,52,12,1,20,52,5,0,61200,32,True,0,1,0,0
124354,52,12,0,20,52,5,0,61200,32,True,0,1,0,0
121613,52,12,0,20,52,5,0,51100,30,True,0,1,0,0
138266,61,12,1,20,61,5,1,6120,32,True,0,1,1,0
133847,51,12,1,21,51,6,0,5210,30,True,0,1,0,0
137781,0,12,0,20,51,6,0,4220,30,True,0,1,0,2
122497,62,12,0,21,62,6,1,5210,32,True,0,1,0,0
138918,61,12,1,20,61,5,1,5210,30,True,0,1,0,2
116985,62,12,0,20,62,6,1,7220,30,True,0,1,1,0
132444,0,12,0,20,52,6,0,42200,30,True,0,1,0,0
140254,0,12,0,21,61,5,1,6110,30,True,0,1,1,2
127079,61,12,1,21,61,5,0,5120,30,True,0,1,0,0
150884,61,12,0,20,61,6,0,51100,30,True,0,1,0,0
141105,0,12,1,22,61,6,1,51200,33,True,1,0,1,0
146595,0,12,0,20,62,5,0,4220,30,True,0,1,1,0
147369,61,12,1,20,61,5,1,5210,30,True,0,1,0,0
120900,61,12,1,21,61,6,1,51100,30,True,0,1,1,0
137703,0,12,1,20,52,6,1,5220,30,True,1,1,0,0
123721,61,12,1,21,61,5,0,52100,32,True,0,1,0,0
130811,0,12,1,20,61,5,0,61100,30,True,0,1,0,0
141466,51,12,1,21,51,5,1,6110,32,True,0,1,0,0
152423,0,12,0,22,51,6,0,61100,33,True,1,1,0,0
158086,0,12,0,21,62,6,1,5220,30,True,0,1,1,0
139785,0,12,1,20,61,6,1,51100,30,True,0,1,0,0
156635,0,12,1,21,62,5,0,5110,30,True,0,1,1,2
107345,0,12,1,20,72,5,1,7120,30,True,0,1,1,0
124093,52,12,1,20,52,5,1,61200,32,True,0,1,0,0
115793,0,12,0,20,72,6,1,61100,30,True,0,1,0,0
151973,52,12,0,20,52,5,0,5110,32,True,0,1,1,0
148299,62,12,0,20,62,6,0,51200,32,True,0,1,0,0
151383,62,12,0,20,62,5,1,52100,30,True,0,1,0,0
148824,0,12,1,22,61,5,1,61100,33,True,1,1,0,0
120422,0,12,1,20,61,5,0,6210,30,True,0,1,0,2
122206,61,12,1,21,61,5,1,4220,32,True,0,1,1,0
111172,0,12,0,21,51,7,1,3110,30,True,0,1,0,0
108649,71,12,1,21,71,7,1,6210,30,True,0,1,0,0
157766,0,12,0,21,51,6,0,61100,30,True,0,1,0,0
151105,51,12,0,20,51,6,1,52100,30,True,0,1,0,0
139153,0,12,0,20,51,5,0,4220,30,True,1,1,0,0
142176,61,12,1,20,61,6,1,5210,30,True,0,1,0,0
155623,52,12,0,22,61,6,0,5120,33,True,1,0,1,0
145112,61,12,0,20,61,5,0,6120,32,True,0,1,0,2
114280,21,12,1,21,21,5,0,52200,30,True,0,1,0,0
116000,61,12,1,20,61,5,1,72100,30,True,0,1,1,0
155859,52,12,0,20,52,6,1,42200,32,True,0,1,0,0
139348,61,12,0,21,61,5,1,52100,30,True,0,1,1,0
122732,62,12,1,22,61,5,1,42200,33,True,1,0,0,0
117916,52,12,0,21,52,6,1,12100,32,True,0,1,0,0
143750,61,12,0,22,52,5,0,4220,33,True,1,0,0,0
112359,61,12,1,20,61,7,1,52100,30,True,0,1,0,0
140007,52,12,0,21,52,5,0,6120,30,True,0,1,1,0
154427,0,12,1,21,52,5,1,6210,30,True,0,1,1,2
157742,0,12,0,22,61,6,1,6210,33,True,1,0,0,0
148283,52,12,1,20,52,6,0,61200,30,True,0,1,1,0
154869,61,12,0,20,61,5,1,5120,30,True,0,1,1,0
125724,62,12,1,21,62,5,0,6110,30,True,0,1,1,0
143733,0,12,0,20,51,5,0,61100,30,True,0,1,0,0
138520,0,12,1,21,52,5,1,51100,30,True,0,1,0,0
143862,0,12,1,21,62,5,1,5110,30,True,0,1,0,2
110070,51,12,1,21,51,8,1,2110,30,True,1,1,0,0
153058,61,12,0,21,61,6,0,52100,30,True,0,1,1,0
132772,52,12,0,21,52,6,1,42200,32,True,0,1,0,0
141568,0,12,0,21,52,6,0,51100,30,True,0,1,0,0
122587,0,12,1,20,51,5,0,51100,30,True,0,1,0,1
108513,22,12,1,21,22,3,1,51100,30,True,0,1,0,0
107405,0,12,1,22,42,6,0,4210,33,True,1,0,0,0
148832,61,12,1,20,61,5,1,61200,30,True,0,1,0,0
140202,61,12,1,21,61,5,0,52100,30,True,0,1,0,0
111581,62,12,0,22,52,7,0,12100,33,True,1,0,0,0
136519,51,12,1,20,51,6,0,6210,32,True,0,1,0,0
140501,0,12,0,21,61,6,0,52200,30,True,0,1,0,1
123141,0,12,0,22,62,5,1,5120,33,True,1,0,0,1
136833,0,12,1,20,51,6,0,5120,30,True,0,1,0,2
136091,62,12,0,20,62,5,1,6110,30,True,0,1,0,0
153939,51,12,1,20,51,6,1,5110,32,True,0,1,0,2
148885,51,12,1,20,51,5,1,52200,32,True,0,1,0,0
154695,62,12,0,21,62,6,1,51200,32,True,0,1,0,0
155700,0,12,0,20,62,6,0,4220,30,True,0,1,0,0
126199,0,12,0,20,52,6,0,5120,30,True,0,1,0,0
116318,62,12,0,20,62,5,1,1210,32,True,0,1,0,2
130183,62,12,1,21,62,6,1,52200,32,True,0,1,0,0
106729,41,12,0,20,41,6,1,7110,32,True,0,1,0,0
155657,0,12,1,21,62,6,1,6210,30,True,0,1,0,0
137707,0,12,0,21,51,5,0,4220,30,True,0,1,1,2
150301,0,12,1,20,51,5,1,51200,30,True,0,1,1,0
131085,61,12,0,22,61,6,0,51200,34,True,0,1,0,1
112186,51,12,0,21,51,8,0,61100,30,True,0,1,0,2
137294,52,12,0,20,52,5,0,6120,30,True,0,1,0,0
144180,61,12,1,21,61,6,1,5220,32,True,0,1,0,0
111063,0,12,0,22,62,3,1,73200,33,True,1,1,0,0
115534,72,12,0,20,72,5,1,61200,30,True,0,1,0,0
147611,51,12,0,20,51,5,1,6210,30,True,0,1,0,0
150327,61,12,0,20,61,6,1,61100,30,True,0,1,0,0
115924,0,12,0,20,41,6,1,61100,30,True,0,1,1,0
148063,62,12,1,21,62,5,0,52100,30,True,0,1,1,0
153743,61,12,0,21,61,5,0,61200,30,True,0,1,0,0
138485,62,12,1,21,62,5,0,5110,30,True,0,1,0,0
136170,51,12,1,20,51,5,0,6120,30,True,0,1,0,0
149058,62,12,0,20,62,6,1,51100,30,True,0,1,0,2
152135,52,12,1,20,52,6,0,5210,32,True,0,1,0,0
129654,0,12,1,20,52,5,1,4220,30,True,0,1,0,1
142210,61,12,1,20,61,6,0,5120,30,True,0,1,1,0
156055,52,12,0,21,52,5,1,52100,30,True,0,1,0,0
155190,61,12,1,20,61,5,0,5110,30,True,0,1,0,0
111289,0,12,1,21,61,4,1,22200,30,True,0,1,0,2
134776,52,12,0,20,52,6,0,52200,32,True,1,1,0,1
130109,0,12,0,20,51,5,1,5110,30,True,0,1,1,1
151114,52,12,0,21,52,5,0,5220,30,True,0,1,0,2
130190,51,12,1,21,51,5,1,61100,32,True,0,1,1,2
106543,32,12,0,21,32,6,1,4110,32,True,0,1,0,0
134458,0,12,1,20,61,5,1,51200,30,True,0,1,1,0
121928,0,12,1,20,51,6,1,52200,30,True,0,1,1,0
127159,62,12,0,21,62,5,0,61100,30,True,0,1,0,0
135270,51,12,0,20,51,6,0,61100,32,True,0,1,0,0
127309,51,12,1,20,51,6,0,4220,32,True,0,1,0,0
151278,0,12,1,20,62,5,1,5210,30,True,0,1,1,0
154167,62,12,0,20,62,5,0,5110,32,True,0,1,0,0
110694,52,12,0,20,52,8,1,2120,30,True,0,1,0,0
141948,61,12,0,20,61,5,0,61100,32,True,0,1,1,0
153853,61,12,1,20,61,6,1,6210,30,True,0,1,0,0
109737,0,12,1,22,41,1,0,61200,33,True,1,0,0,0
144196,61,12,0,20,61,5,0,52200,32,True,0,1,1,2
123356,0,12,1,22,52,5,1,61100,33,True,1,1,1,0
129792,62,12,1,21,62,6,1,6210,32,True,0,1,0,2
106622,12,12,1,21,12,6,1,7210,30,True,0,1,0,0
123525,51,12,1,20,51,6,0,6110,30,True,0,1,0,0
119271,0,12,0,20,52,5,0,5220,30,True,0,1,1,0
121005,62,12,1,20,62,6,0,51200,30,True,0,1,1,0
120260,0,12,0,22,61,5,1,5220,33,True,1,0,0,0
106144,0,12,1,20,12,5,0,6220,30,True,0,1,0,0
142239,51,12,1,21,51,5,0,5110,30,True,0,1,1,0
123647,0,12,1,20,61,5,1,4220,30,True,0,1,0,0
118218,11,12,1,20,11,3,1,7210,32,True,0,1,0,0
136785,0,12,0,20,51,5,1,6110,30,True,0,1,0,0
147442,0,12,0,21,61,6,0,6110,30,True,0,1,0,0
152095,0,12,1,21,61,5,0,52200,30,True,0,1,1,0
148463,52,12,1,20,52,5,0,5220,32,True,0,1,0,0
130165,61,12,1,21,61,6,1,61100,32,True,0,1,0,0
134142,61,12,0,20,61,6,0,52200,30,True,0,1,0,0
135556,62,12,1,22,51,5,0,5210,33,True,1,0,0,0
152967,0,12,1,21,51,5,1,52100,30,True,0,1,0,0
131306,51,12,0,21,51,5,1,61100,30,True,0,1,0,0
123385,51,12,1,20,51,5,1,52100,30,True,0,1,0,0
122414,51,12,0,20,51,6,1,51100,30,True,0,1,0,0
145709,61,12,1,21,61,5,0,6110,30,True,0,1,0,2
126952,0,12,1,21,62,6,0,5220,30,True,1,1,0,2
109259,41,12,0,20,41,8,1,6110,32,True,0,1,0,2
145532,0,12,0,21,61,6,0,5210,30,True,0,1,0,0
144939,51,12,0,21,51,5,1,52200,30,True,0,1,0,1
140744,52,12,1,20,52,5,0,42200,32,True,0,1,1,0
158869,62,12,1,20,62,6,0,5220,32,True,0,1,0,0
123555,52,12,1,21,52,6,0,61200,30,True,0,1,0,2
143848,0,12,1,20,62,6,0,4220,30,True,0,1,0,0
133204,0,12,1,21,61,6,1,52100,30,True,0,1,0,0
157643,52,12,1,22,52,6,1,51200,33,True,1,1,0,2
152511,62,12,0,21,62,6,0,5220,30,True,0,1,0,0
153049,52,12,1,20,52,5,1,5220,32,True,0,1,0,1
142857,52,12,1,21,52,6,1,6110,30,True,0,1,0,2
157697,52,12,1,20,52,5,0,52200,30,True,0,1,0,0
110326,0,12,1,22,51,3,0,32100,30,True,0,1,0,1
111685,51,12,0,20,51,3,0,4210,30,True,0,1,1,0
151391,0,12,1,20,61,5,1,61200,30,True,0,1,0,0
115673,0,12,1,20,31,5,0,52100,30,True,0,1,1,2
120014,62,12,0,20,62,5,1,6120,30,True,0,1,0,0
122908,62,12,0,22,52,6,0,6210,33,True,1,0,0,0
149264,61,12,0,20,61,5,1,5120,32,True,0,1,0,0
151907,51,12,0,21,51,6,1,5210,32,True,0,1,0,0
143755,0,12,0,21,62,5,1,5120,30,True,0,1,0,0
116296,0,12,0,21,52,5,1,7210,30,True,0,1,0,0
152058,51,12,1,20,51,5,1,51200,32,True,0,1,1,0
128624,51,12,1,20,51,5,0,4220,30,True,1,1,0,2
129808,62,12,1,20,62,6,0,6120,30,True,0,1,0,0
143595,61,12,1,20,61,5,0,52200,30,True,0,1,1,0
128371,51,12,1,22,52,5,1,4220,33,True,1,0,0,2
128293,61,12,1,21,61,6,1,6210,32,True,0,1,0,2
135522,52,12,1,21,52,5,0,4220,30,True,0,1,1,0
120958,0,12,0,21,62,5,0,5120,30,True,1,1,0,0
158164,51,12,1,20,51,6,1,52200,32,True,0,1,0,0
137833,52,12,0,21,52,6,0,61100,32,True,0,1,0,2
155262,51,12,1,21,51,6,0,5220,32,True,0,1,0,2
149176,0,12,0,20,52,5,1,5110,30,True,1,1,0,0
140079,62,12,0,20,62,6,0,52100,32,True,0,1,1,0
153662,52,12,1,20,52,5,1,5220,30,True,0,1,1,2
122682,0,12,1,20,51,6,1,52100,30,True,0,1,0,0
123446,62,12,1,20,62,6,1,51200,30,True,0,1,0,1
156521,0,12,1,21,61,6,1,51100,30,True,0,1,0,0
158228,0,12,0,22,52,6,0,4220,33,True,1,0,0,2
157678,61,12,1,20,61,6,1,5120,30,True,0,1,0,0
122393,61,12,0,20,61,6,1,61100,32,True,0,1,0,0
121727,52,12,0,20,52,5,0,61100,30,True,0,1,0,0
120313,0,12,1,22,61,5,0,52200,33,True,1,0,0,0
146663,51,12,1,21,51,5,1,6110,30,True,0,1,0,2
109393,31,12,1,21,31,1,0,5220,30,True,0,1,0,0
113034,51,12,0,20,51,4,1,6110,30,True,0,1,0,0
109831,0,12,1,21,32,7,1,61100,30,True,0,1,0,0
156255,0,12,0,21,52,6,1,51100,30,True,0,1,0,0
107150,71,12,1,21,71,6,0,32100,30,True,0,1,1,0
149184,52,12,1,21,52,6,1,5110,30,True,0,1,0,0
124888,0,12,0,20,52,5,1,52200,30,True,0,1,0,0
153298,62,12,1,20,62,5,0,5220,32,True,0,1,0,0
154728,51,12,1,21,51,6,1,6210,30,True,0,1,0,0
138251,0,12,1,20,51,5,1,5120,30,True,0,1,0,0
137268,52,12,1,22,52,6,1,5110,33,True,1,1,0,0
123601,52,12,1,20,52,6,0,5120,32,True,0,1,1,0
158153,51,12,1,20,51,6,0,6210,30,True,0,1,0,0
141183,52,12,1,22,61,5,1,61200,33,True,1,0,0,0
131193,0,12,1,21,61,6,0,5110,30,True,0,1,0,0
133550,52,12,0,20,52,6,1,51200,30,True,0,1,0,0
137154,61,12,0,21,61,5,0,51200,32,True,0,1,0,0
127055,61,12,1,21,61,6,1,6210,32,True,0,1,0,0
144624,0,12,0,20,52,6,0,52200,30,True,0,1,1,0
135888,51,12,1,20,51,6,1,61200,32,True,0,1,0,2
139135,0,12,0,21,51,6,0,6210,30,True,0,1,0,2
109127,21,12,0,22,31,8,0,52100,33,True,1,0,0,0
124837,0,12,0,22,62,6,0,51200,30,True,1,1,0,1
155439,0,12,1,21,51,6,1,5210,30,True,0,1,0,2
115554,21,12,1,21,21,6,0,5110,30,True,0,1,0,0
108971,0,12,1,20,21,1,1,52200,30,True,0,1,0,2
124240,52,12,1,21,52,5,0,61100,30,True,0,1,1,0
126926,61,12,1,21,61,6,1,51200,30,True,1,1,0,0
156454,0,12,0,20,51,5,1,42200,30,True,0,1,0,0
126001,62,12,1,21,62,5,0,42200,32,True,0,1,1,0
158643,61,12,1,21,61,6,0,6210,32,True,0,1,0,0
157186,61,12,0,20,61,6,1,5110,30,True,0,1,0,0
153098,61,12,1,21,61,6,0,61200,32,True,0,1,0,0
133821,61,12,1,21,61,6,1,4220,32,True,0,1,0,2
130824,51,12,0,21,51,5,1,5220,30,True,1,1,0,2
121336,61,12,0,20,61,6,0,6210,32,True,0,1,0,0
130452,51,12,1,21,51,5,0,5110,32,True,1,1,1,0
111128,0,12,0,20,62,4,0,71100,30,True,0,1,0,2
146678,0,12,0,21,62,6,0,4220,30,True,0,1,0,0
151664,51,12,0,21,51,5,1,6110,32,True,0,1,0,0
140184,52,12,0,21,52,5,0,51200,30,True,0,1,1,1
131895,51,12,0,21,51,6,1,42200,30,True,0,1,0,0
109087,0,12,1,22,74,2,1,5110,33,True,1,0,0,0
109082,71,12,0,20,71,2,0,5110,32,True,0,1,0,2
106614,0,12,0,22,11,6,0,4120,33,True,1,0,1,0
139138,0,12,0,20,52,5,1,6210,30,True,1,1,0,0
109785,31,12,0,21,31,4,1,52100,30,True,0,1,0,0
144725,51,12,0,21,51,5,0,52100,30,True,1,1,0,0
133600,62,12,1,20,62,5,1,51200,30,True,0,1,1,0
151642,51,12,1,20,51,6,1,51200,32,True,0,1,0,2
158592,52,12,0,22,61,5,0,6210,33,True,1,0,1,0
138445,61,12,0,22,52,6,0,52200,33,True,1,0,0,0
155716,52,12,0,20,52,6,0,61100,32,True,0,1,0,0
119638,61,12,0,21,61,5,0,6120,30,True,0,1,0,0
127627,61,12,0,20,61,5,0,5220,32,True,0,1,1,0
140450,51,12,1,21,51,6,0,51100,30,True,0,1,0,0
140957,61,12,1,20,61,5,1,52200,30,True,0,1,0,0
109106,42,12,1,21,42,2,0,51200,32,True,0,1,0,0
158295,0,12,1,21,52,6,1,52200,30,True,0,1,0,0
123016,0,12,0,20,62,6,0,5110,30,True,0,1,0,2
110561,51,12,0,20,51,7,1,12100,32,True,0,1,0,0
157164,51,12,0,21,51,6,0,61100,32,True,0,1,1,0
127538,51,12,0,21,51,5,1,61200,32,True,0,1,0,0
135838,62,12,0,20,62,6,1,6210,32,True,0,1,0,0
150827,52,12,1,20,52,5,1,5210,32,True,0,1,0,0
150176,62,12,1,20,62,5,1,6120,32,True,0,1,0,0
156623,52,12,0,21,52,5,0,5210,30,True,0,1,1,0
155869,51,12,1,21,51,5,0,61200,32,True,0,1,0,0
135498,0,12,1,21,62,6,0,5210,30,True,0,1,0,0
153305,0,12,1,20,61,6,0,61200,30,True,0,1,0,0
133747,0,12,1,21,52,6,1,52100,30,True,1,1,0,1
133244,61,12,1,20,61,6,1,52200,32,True,0,1,0,0
141909,52,12,0,22,52,5,1,52200,33,True,1,1,0,0
112568,51,12,1,20,51,3,0,4220,30,True,0,1,0,2
134801,52,12,0,20,52,5,1,51100,32,True,1,1,0,0
124938,51,12,1,20,51,6,0,42200,30,True,0,1,0,0
156107,61,12,0,21,61,5,0,51100,30,True,0,1,0,0
119845,51,12,1,21,51,5,0,5110,30,True,0,1,0,0
126575,51,12,0,21,51,5,0,52100,32,True,0,1,0,0
142161,51,12,1,21,51,6,0,52200,32,True,0,1,0,2
110028,62,12,1,20,62,8,0,71100,30,True,0,1,0,0
125478,52,12,1,21,52,5,0,52100,32,True,0,1,0,0
145099,52,12,0,21,52,5,0,6210,32,True,0,1,0,0
107748,72,12,1,20,72,5,0,32200,32,True,0,1,0,0
131365,51,12,1,20,51,6,0,5120,32,True,0,1,1,2
121089,61,12,1,20,61,6,1,5210,32,True,0,1,0,0
150294,51,12,1,21,51,6,0,52100,30,True,0,1,1,0
138226,51,12,1,20,51,5,0,61200,32,True,0,1,0,0
121634,61,12,1,20,61,5,1,52200,30,True,0,1,0,0
131009,62,12,1,22,62,6,0,6120,34,True,0,1,1,1
113096,61,12,1,20,61,7,0,51200,32,True,0,1,0,0
130755,0,12,0,21,52,6,0,4220,30,True,0,1,0,0
109257,0,12,1,22,41,3,1,4220,33,True,1,0,0,2
113439,52,12,1,21,52,4,1,5220,30,True,0,1,1,0
120812,0,12,1,22,51,5,0,5210,33,True,1,1,0,0
138874,0,12,1,21,51,6,0,52200,30,True,0,1,1,1
125048,52,12,0,21,52,6,0,4220,32,True,0,1,0,2
129330,52,12,0,21,52,5,0,5120,30,True,0,1,0,0
134846,52,12,1,21,52,6,0,5210,32,True,0,1,1,0
148955,51,12,1,21,51,5,1,4220,30,True,0,1,0,0
112745,0,12,0,22,61,3,1,5210,33,True,1,1,0,0
128858,0,12,1,22,62,6,1,5210,34,True,0,1,0,1
115218,42,12,0,21,42,5,0,5110,32,True,0,1,0,0
106156,71,12,1,21,71,5,0,3110,32,True,0,1,0,0
140616,52,12,0,21,52,5,0,61100,30,True,0,1,0,0
124192,0,12,0,21,51,6,1,61100,30,True,1,1,0,0
123215,51,12,1,20,51,5,1,51100,30,True,0,1,0,0
135656,0,12,1,21,61,6,0,61200,30,True,0,1,0,2
124748,62,12,1,21,62,5,1,6110,30,True,0,1,0,0
136991,61,12,0,21,61,6,0,5220,30,True,0,1,0,0
