,prj_led,admin_roles,isEmployee,type,rsc_prj,rsc_department,proprietary,task,activity,action,user_task_corr,user_prj_corr,user_department_corr,expertise
172710,73,13,1,21,73,8,0,73100,32,True,0,1,0,0
196697,0,13,0,21,72,7,1,7220,30,True,0,1,1,0
206022,0,13,0,21,21,6,1,7110,32,True,0,1,0,2
168303,0,13,1,21,71,8,0,73200,30,True,0,1,0,0
203313,0,13,0,21,74,8,1,1220,32,True,0,1,1,0
183396,72,13,1,20,72,7,0,7120,32,True,0,1,0,0
166779,0,13,0,21,71,8,0,7320,30,True,0,1,1,1
188819,74,13,0,21,74,8,0,7310,30,True,0,1,1,0
178640,72,13,0,21,72,7,1,62200,30,True,0,1,0,0
211178,62,13,1,21,62,8,0,32100,30,True,0,1,0,0
188723,0,13,0,21,74,8,1,72200,32,True,0,1,0,0
178952,74,13,0,21,74,8,1,7120,30,True,0,1,1,2
182001,0,13,0,21,73,8,0,72100,30,True,0,1,0,0
208135,73,13,1,21,73,1,0,41100,32,True,0,1,1,2
194616,71,13,0,21,71,8,1,72100,30,True,0,1,1,0
207275,42,13,1,21,42,4,0,62100,30,True,0,1,1,0
161942,0,13,1,22,74,8,1,7210,36,True,0,1,1,0
177273,0,13,1,21,72,7,0,71100,32,True,0,1,0,0
166571,74,13,1,22,74,8,1,7320,36,True,0,1,0,0
181878,73,13,1,20,73,7,0,73100,32,True,0,1,0,0
199732,73,13,1,20,73,7,1,71200,32,True,0,1,1,0
183549,71,13,0,21,71,8,1,7310,30,True,0,1,0,0
186857,0,13,0,21,71,7,1,71100,30,True,0,1,1,2
200916,0,13,0,22,41,8,0,7220,33,True,1,0,1,1
209698,71,13,1,20,71,4,1,1120,30,True,0,1,0,0
180250,0,13,1,22,71,7,0,7220,33,True,1,0,0,0
202683,74,13,0,22,74,8,0,12100,34,True,0,1,1,1
206964,41,13,0,22,41,4,0,7220,36,True,0,1,0,0
187261,72,13,1,22,72,8,0,71200,36,True,0,1,0,0
171109,73,13,1,21,73,8,0,62200,32,True,0,1,0,2
188027,74,13,0,20,74,8,1,73100,32,True,1,1,1,0
159614,61,13,0,20,61,6,0,4210,32,True,0,1,0,1
201789,42,13,1,22,42,7,0,62200,36,True,0,1,1,2
204471,72,13,0,21,72,1,0,72200,32,True,0,1,0,0
162537,0,13,0,22,72,8,1,71100,36,True,0,1,0,0
178689,73,13,0,21,73,7,1,62200,32,True,0,1,0,0
173874,0,13,0,21,73,7,0,7110,32,True,0,1,0,0
197258,73,13,1,20,73,8,1,7120,32,True,0,1,0,0
165804,74,13,1,21,74,7,0,7320,30,True,0,1,0,1
164022,72,13,1,21,72,7,0,7110,32,True,0,1,0,0
159657,31,13,0,21,31,2,0,21100,32,True,0,1,0,0
205008,0,13,1,22,72,6,1,7120,36,True,0,1,0,0
166721,71,13,1,22,71,8,1,7220,36,True,0,1,0,2
206396,42,13,0,22,22,5,1,6220,33,True,1,0,0,2
168609,73,13,0,20,73,8,1,71100,32,True,0,1,0,0
159415,0,13,1,21,41,3,0,6210,32,True,0,1,0,0
208776,73,13,1,22,73,1,0,52100,36,True,0,1,0,1
164837,73,13,0,22,73,8,1,7310,36,True,0,1,0,2
202543,71,13,1,21,71,7,1,32100,30,True,0,1,0,0
209509,0,13,1,22,72,6,1,2110,36,True,0,1,0,0
161711,0,13,0,22,72,7,0,71100,33,True,1,0,0,0
205030,73,13,1,22,73,3,0,62100,33,True,1,1,0,0
193124,71,13,1,22,71,7,1,7220,36,True,0,1,0,0
193729,71,13,0,22,71,8,0,62100,36,True,0,1,0,0
174230,71,13,1,22,71,7,1,62100,36,True,0,1,1,2
173532,74,13,1,21,74,8,0,71200,30,True,0,1,1,0
190353,73,13,1,21,73,8,1,73100,30,True,0,1,0,0
178143,72,13,1,20,72,8,1,7120,30,True,0,1,0,0
163652,73,13,1,20,73,8,1,62100,30,True,1,1,0,0
193002,72,13,0,20,72,7,0,71200,30,True,1,1,0,0
177960,74,13,0,22,71,7,1,73200,33,True,1,0,0,0
174822,74,13,0,20,74,8,0,7320,30,True,1,1,0,0
162825,74,13,1,22,74,8,0,73100,33,True,1,1,0,2
208196,71,13,0,20,71,4,1,4220,30,True,0,1,0,0
201478,0,13,0,22,61,8,1,62200,36,True,1,1,0,0
205045,71,13,1,21,71,4,0,72200,32,True,0,1,0,0
204454,0,13,0,21,74,4,1,6220,32,True,0,1,0,0
165661,74,13,1,20,74,8,1,7320,30,True,0,1,1,0
161064,73,13,1,21,73,7,1,71100,30,True,0,1,0,0
189462,72,13,0,20,72,8,0,73100,32,True,0,1,1,0
171407,0,13,1,22,71,8,1,72200,36,True,1,1,0,0
186717,72,13,0,21,72,8,0,73100,30,True,0,1,0,0
210196,12,13,0,21,12,7,0,12200,32,True,0,1,0,2
181986,72,13,0,20,72,7,0,7220,32,True,0,1,1,0
186763,0,13,1,21,72,8,1,7110,32,True,0,1,1,0
177612,0,13,1,22,73,7,1,71200,36,True,0,1,0,0
186981,74,13,1,20,74,8,0,71200,30,True,0,1,0,0
189062,0,13,1,22,71,7,1,73200,36,True,0,1,0,0
208346,74,13,0,22,74,4,1,3220,36,True,0,1,0,0
184510,71,13,0,20,71,8,1,72100,30,True,0,1,0,0
197787,73,13,1,21,73,7,0,62200,32,True,0,1,0,1
205621,0,13,1,21,71,2,1,71100,32,True,0,1,0,0
182860,74,13,0,21,74,8,0,62200,32,True,0,1,1,0
209784,72,13,1,20,72,6,0,42100,30,True,0,1,0,0
195413,74,13,1,21,74,8,1,71200,32,True,0,1,0,0
210443,52,13,1,20,52,7,0,3110,30,True,0,1,0,0
200586,0,13,1,22,12,7,1,7210,33,True,1,0,0,2
199280,0,13,1,21,71,8,0,73200,32,True,0,1,0,0
173890,73,13,0,21,73,7,1,7110,32,True,0,1,0,1
161080,72,13,0,20,72,8,0,73100,32,True,0,1,1,0
192782,71,13,0,22,71,7,0,62200,36,True,0,1,0,2
208072,73,13,0,21,73,1,0,3210,30,True,0,1,0,0
190780,71,13,0,20,71,8,0,71100,30,True,0,1,0,0
207760,31,13,1,22,42,5,1,72200,33,True,1,0,0,0
177591,0,13,0,21,71,7,0,72200,32,True,1,1,0,0
186220,74,13,0,22,72,8,0,71200,33,True,1,0,1,0
173668,71,13,1,21,71,7,0,71100,32,True,0,1,0,0
207099,0,13,0,22,61,5,1,7120,33,True,1,0,0,2
185221,71,13,1,21,71,8,1,7220,32,True,0,1,0,0
166609,74,13,1,21,74,7,1,72100,30,True,0,1,1,2
179013,74,13,1,21,74,7,1,7310,30,True,0,1,1,2
205048,74,13,1,20,74,3,0,73200,30,True,0,1,0,0
168054,72,13,1,20,72,8,0,7210,30,True,0,1,0,0
175628,0,13,1,21,73,7,1,7120,32,True,0,1,0,2
187722,0,13,0,21,72,8,0,7220,32,True,0,1,1,0
206943,61,13,0,22,61,6,0,6220,36,True,0,1,1,2
209115,0,13,0,22,74,5,0,6210,36,True,0,1,1,2
210631,0,13,1,21,11,7,0,4220,32,True,0,1,1,0
208183,0,13,0,21,73,3,0,31100,32,True,0,1,0,0
171974,0,13,1,22,71,8,1,7120,33,True,1,0,0,2
197626,73,13,0,20,73,7,0,72200,32,True,0,1,1,0
183848,0,13,1,21,74,8,0,7310,32,True,0,1,0,0
189706,71,13,0,21,71,7,0,73100,30,True,0,1,0,2
202567,0,13,1,21,74,7,0,5110,32,True,1,1,1,0
193615,72,13,0,20,72,7,0,72200,30,True,0,1,0,0
204123,0,13,1,21,71,1,1,73100,32,True,0,1,0,0
187088,73,13,0,21,73,8,1,7120,30,True,0,1,1,0
196785,0,13,0,22,72,7,0,6220,34,True,0,1,1,1
183320,0,13,1,22,74,7,1,7310,36,True,0,1,1,0
168921,74,13,1,21,74,7,1,7210,32,True,0,1,0,2
201905,0,13,0,21,51,8,0,7120,32,True,0,1,1,0
170670,71,13,0,22,71,8,1,73100,36,True,0,1,0,0
167936,0,13,0,21,72,7,0,7220,32,True,0,1,0,0
208069,74,13,1,21,74,2,1,12200,32,True,0,1,0,0
169455,72,13,1,20,72,8,0,62200,30,True,0,1,0,0
189120,74,13,0,22,74,8,1,62100,36,True,0,1,0,0
160889,74,13,1,20,74,8,0,7220,30,True,0,1,0,0
165605,0,13,1,21,71,8,1,72200,30,True,0,1,0,0
183417,72,13,0,20,72,7,1,73100,30,True,0,1,0,0
167941,0,13,0,21,73,7,0,71100,30,True,0,1,0,0
171118,0,13,0,21,71,7,0,72200,30,True,1,1,1,0
204575,74,13,1,21,74,2,1,72100,30,True,0,1,0,0
159472,0,13,0,21,42,3,0,31200,30,True,0,1,0,0
178739,0,13,0,21,74,8,1,6220,30,True,0,1,0,0
192304,71,13,1,21,71,7,1,7220,30,True,1,1,0,2
198165,0,13,0,22,73,8,1,7120,33,True,1,0,1,1
182188,0,13,0,21,72,7,0,7120,30,True,0,1,1,2
159789,0,13,1,22,61,5,1,11200,36,True,0,1,1,0
194620,73,13,1,22,72,7,1,7110,33,True,1,0,0,2
188290,74,13,1,21,74,7,0,72200,32,True,0,1,0,0
163359,74,13,1,22,74,8,0,62100,36,True,0,1,1,0
186510,73,13,0,21,73,7,1,71100,32,True,0,1,0,1
206174,0,13,0,22,62,4,1,7220,36,True,0,1,0,0
194176,72,13,1,22,72,8,1,62100,36,True,1,1,1,0
186797,0,13,0,21,72,7,0,7120,32,True,0,1,0,0
211278,0,13,0,22,41,8,0,5110,36,True,0,1,0,0
184995,72,13,1,20,72,7,1,7320,32,True,0,1,0,0
202012,0,13,1,22,72,7,1,11100,36,True,0,1,1,0
193699,0,13,1,21,73,8,0,73100,32,True,0,1,1,0
204675,72,13,1,22,72,2,1,7110,36,True,0,1,0,0
210959,0,13,0,21,11,8,1,41100,30,True,0,1,0,0
168351,72,13,1,20,72,7,1,7320,30,True,1,1,0,0
181452,71,13,1,21,71,7,1,7220,32,True,0,1,0,0
201952,42,13,0,22,21,8,1,72200,33,True,1,0,0,0
189260,74,13,1,22,73,7,0,72100,33,True,1,0,0,2
193160,71,13,1,22,71,7,1,7120,36,True,0,1,0,0
189481,72,13,1,20,72,7,1,7310,32,True,0,1,0,2
207125,31,13,0,20,31,4,0,7120,32,True,0,1,0,0
180205,73,13,0,20,73,7,1,73200,30,True,0,1,0,0
165493,0,13,1,21,73,8,1,71200,30,True,0,1,0,0
209535,73,13,1,20,73,3,1,42100,30,True,0,1,0,1
205550,72,13,1,20,72,1,0,73100,32,True,0,1,0,2
202197,74,13,0,20,74,8,0,5120,32,True,0,1,0,0
178868,73,13,1,22,73,8,1,72100,36,True,0,1,0,0
210648,41,13,1,20,41,8,0,3220,32,True,0,1,0,0
194507,72,13,1,20,72,8,1,62200,30,True,0,1,0,0
163424,74,13,1,22,74,7,0,72100,36,True,0,1,0,0
170693,0,13,1,21,71,8,1,7120,30,True,0,1,0,0
169327,0,13,0,21,74,8,0,72100,30,True,0,1,0,0
198790,71,13,0,20,71,7,1,7210,30,True,0,1,1,0
196873,72,13,1,21,72,8,0,73200,32,True,0,1,0,0
179835,73,13,1,20,73,8,0,73100,32,True,0,1,0,0
178861,74,13,1,21,74,8,1,62100,30,True,0,1,0,1
199389,0,13,0,21,73,8,1,7320,32,True,0,1,0,2
174198,72,13,1,21,72,7,0,62100,30,True,0,1,0,0
191007,72,13,1,22,72,7,0,73200,36,True,0,1,0,0
164552,0,13,0,22,71,7,0,72100,36,True,0,1,0,0
174549,73,13,1,22,73,7,0,62200,33,True,1,1,0,0
183715,0,13,1,22,71,8,1,73200,34,True,0,1,0,1
181264,71,13,0,22,71,8,0,71100,36,True,0,1,1,0
163381,72,13,1,22,72,7,0,62200,36,True,0,1,1,0
206680,22,13,1,21,22,3,0,7220,32,True,0,1,0,0
203161,0,13,1,22,74,8,0,52100,36,True,0,1,0,0
180034,72,13,0,21,72,8,0,62100,30,True,0,1,0,0
202534,0,13,1,22,71,7,0,5210,36,True,0,1,1,0
210746,52,13,1,20,52,7,0,6120,32,True,0,1,0,0
189971,0,13,1,22,71,8,0,73200,36,True,0,1,1,0
173576,71,13,0,20,71,7,1,7110,30,True,0,1,0,0
199391,0,13,0,21,72,8,1,72200,30,True,0,1,1,2
205715,71,13,1,20,71,5,0,73200,30,True,0,1,0,0
180220,74,13,0,22,74,8,0,6220,36,True,0,1,0,2
210055,0,13,0,21,41,7,0,1110,30,True,0,1,1,0
194580,71,13,0,20,71,7,1,6220,32,True,0,1,0,2
189954,74,13,0,20,74,7,0,73200,30,True,0,1,1,0
207183,12,13,1,22,21,4,1,72200,33,True,1,0,0,0
198386,72,13,1,21,72,8,0,7310,30,True,0,1,0,0
182593,71,13,1,21,71,7,1,7220,30,True,0,1,0,2
206198,0,13,1,22,62,2,1,71100,36,True,0,1,0,0
201524,22,13,0,20,22,7,1,71200,32,True,0,1,1,2
194518,73,13,0,21,73,7,0,72200,32,True,0,1,0,0
188422,0,13,1,22,74,7,1,62100,36,True,0,1,0,0
195704,72,13,0,20,72,7,0,73200,30,True,0,1,0,0
203369,71,13,1,20,71,7,1,5110,30,True,0,1,1,0
203521,0,13,0,21,74,8,1,51200,30,True,0,1,0,0
203004,0,13,0,21,73,7,0,1220,30,True,0,1,1,0
191999,0,13,1,21,71,8,0,7120,32,True,0,1,0,1
166229,74,13,0,20,74,8,0,72200,30,True,0,1,0,2
210474,12,13,0,22,12,8,0,3220,36,True,0,1,0,0
181184,71,13,1,21,71,7,1,7120,30,True,0,1,0,1
166251,74,13,1,22,74,8,0,72200,36,True,0,1,1,0
178115,73,13,0,21,73,8,0,7110,32,True,1,1,0,0
193853,0,13,0,21,73,8,1,7210,32,True,0,1,0,0
196867,0,13,1,21,74,7,0,73100,32,True,0,1,1,2
170354,73,13,0,20,73,7,0,62200,32,True,0,1,1,1
162376,73,13,0,21,73,8,0,7310,32,True,0,1,0,0
206395,21,13,0,22,42,1,0,62100,33,True,1,0,0,0
208857,73,13,1,22,73,4,1,3210,36,True,0,1,0,1
170874,0,13,0,21,71,8,0,7110,30,True,0,1,1,1
174914,0,13,1,21,74,7,0,7210,32,True,0,1,0,2
182176,71,13,1,21,71,7,0,7320,30,True,0,1,0,0
202808,0,13,1,22,73,8,0,3110,36,True,0,1,0,0
173976,73,13,1,21,73,8,1,73100,30,True,0,1,0,0
159954,61,13,1,20,61,6,1,21200,30,True,0,1,0,0
170151,72,13,1,21,72,7,0,7120,30,True,0,1,0,0
188196,71,13,1,22,71,8,0,72100,34,True,0,1,0,1
196616,71,13,1,20,71,8,0,62100,30,True,0,1,1,2
172864,0,13,0,21,71,8,0,72200,32,True,0,1,0,0
185153,72,13,1,22,72,7,0,6220,36,True,0,1,1,0
198328,0,13,0,21,71,8,0,7120,30,True,0,1,0,0
166915,73,13,0,21,73,7,1,73100,30,True,0,1,1,0
159960,0,13,1,21,22,2,0,5110,30,True,0,1,0,0
197993,71,13,1,22,71,7,1,62100,36,True,0,1,0,0
190226,0,13,1,21,72,7,1,7320,32,True,0,1,1,0
195143,74,13,1,21,74,7,0,73100,30,True,0,1,1,0
173642,71,13,0,20,71,7,0,71200,30,True,0,1,0,2
199612,74,13,0,20,74,7,1,62200,30,True,0,1,0,0
199734,0,13,1,21,74,8,1,7120,30,True,0,1,0,0
205067,0,13,1,22,73,5,0,71100,36,True,0,1,0,1
203067,0,13,1,21,72,8,1,1210,30,True,0,1,0,0
159757,51,13,0,20,51,5,1,11200,30,True,0,1,0,2
163616,0,13,0,21,74,8,1,7210,30,True,1,1,0,0
162569,74,13,0,20,74,8,1,7210,32,True,1,1,0,0
167774,71,13,1,20,71,7,1,7210,32,True,0,1,0,1
203894,0,13,1,21,71,8,0,32100,30,True,0,1,1,1
190938,71,13,0,20,71,8,0,7110,30,True,0,1,0,0
210971,0,13,1,22,11,8,0,41200,33,True,1,0,0,0
188666,74,13,1,20,74,7,1,62200,30,True,0,1,0,0
160850,0,13,0,21,74,8,1,7110,30,True,0,1,1,0
201650,11,13,0,22,11,7,1,73200,36,True,0,1,0,0
191476,0,13,1,21,72,8,0,7310,30,True,0,1,0,0
159214,21,13,0,21,21,1,0,42100,30,True,1,1,0,0
186226,0,13,1,21,74,7,0,73100,32,True,0,1,1,0
180831,74,13,1,22,74,8,1,73200,36,True,0,1,0,2
