,prj_led,admin_roles,isEmployee,type,rsc_prj,rsc_department,proprietary,task,activity,action,user_task_corr,user_prj_corr,user_department_corr,expertise
6005,0,10,1,20,22,2,1,21200,30,True,0,0,1,2
34423,0,10,0,20,12,2,1,2120,30,True,0,1,1,0
26586,0,10,0,21,21,1,0,12200,30,True,0,1,0,0
49782,12,10,1,20,21,2,0,62200,31,True,0,0,1,0
6009,22,10,1,20,22,1,0,22100,30,True,0,1,1,0
1110,11,10,0,20,22,1,0,2220,31,True,1,0,1,0
14140,11,10,0,20,11,1,0,1220,32,True,0,1,0,0
24442,21,10,1,21,21,2,1,21200,30,True,0,1,0,0
37689,11,10,1,20,11,2,1,11100,30,True,1,1,0,0
10942,22,10,0,20,22,1,0,21100,32,True,0,1,0,2
29077,21,10,0,20,12,2,0,12100,31,True,0,0,1,0
5943,21,10,0,20,21,2,0,12100,32,True,0,1,0,2
39930,11,10,1,20,22,1,0,1110,31,True,0,0,1,2
9335,0,10,1,20,11,2,0,21200,30,True,0,0,1,0
6593,11,10,0,20,11,2,0,1110,32,True,0,1,1,2
20184,11,10,1,21,11,1,0,1210,32,True,1,1,0,2
51302,0,10,1,20,72,1,0,2220,30,True,0,0,1,0
3585,22,10,1,20,22,2,0,2210,32,True,0,1,0,0
51611,72,10,1,20,41,2,0,11200,31,True,0,0,1,2
14321,0,10,0,20,22,1,0,2220,31,True,0,0,1,0
46971,0,10,0,21,21,5,1,1120,30,True,1,1,0,0
27158,22,10,1,21,22,1,1,1110,30,True,0,1,0,0
65,0,10,1,22,11,1,0,2220,33,True,1,0,0,0
10578,11,10,1,22,22,1,1,11200,33,True,1,0,0,0
14618,21,10,0,21,21,2,0,2210,32,True,0,1,0,2
37280,11,10,0,21,11,1,0,22100,32,True,0,1,1,0
46917,22,10,1,20,22,3,0,12100,30,True,0,1,0,0
45135,0,10,1,20,71,3,1,2220,30,True,0,0,1,0
46845,22,10,0,20,22,7,1,21100,30,True,0,1,0,0
7239,0,10,1,20,21,1,1,11100,31,True,0,0,1,0
32869,0,10,1,20,11,2,1,1210,31,True,0,0,1,0
43298,11,10,0,20,11,8,0,73200,32,True,0,1,0,0
12898,22,10,0,21,22,2,0,11200,30,True,0,1,1,2
21709,11,10,0,20,22,2,0,22100,31,True,0,0,1,2
38758,12,10,0,22,22,2,1,2110,33,True,1,0,0,1
48978,0,10,0,20,21,1,1,4210,31,True,1,1,1,0
7038,12,10,0,20,12,2,0,21100,32,True,1,1,0,0
39746,22,10,1,20,22,1,1,12200,32,True,0,1,0,0
25500,0,10,1,21,11,1,1,2220,30,True,0,1,0,0
16651,21,10,0,21,21,2,1,11200,30,True,0,1,0,0
10928,0,10,1,21,22,2,1,2220,30,True,1,1,0,2
3130,12,10,1,21,12,2,0,2110,32,True,0,1,0,0
22014,22,10,0,20,21,1,1,21200,31,True,0,0,1,0
39862,12,10,0,20,12,2,0,12200,30,True,1,1,0,2
19246,0,10,0,22,21,2,1,1210,33,True,1,0,0,0
34694,0,10,0,20,12,2,0,2210,30,True,0,1,1,1
8772,22,10,1,20,21,1,0,21100,31,True,0,0,1,0
30466,0,10,0,21,12,2,1,2210,30,True,0,1,0,0
28153,0,10,1,21,21,2,0,11100,30,True,0,1,1,0
23255,22,10,1,20,12,2,0,1110,31,True,1,0,1,0
30482,0,10,1,20,22,2,0,2220,31,True,0,1,1,0
36874,0,10,1,21,11,1,0,11200,30,True,0,1,0,0
38080,11,10,1,20,11,2,1,22100,30,True,0,1,0,0
675,22,10,1,20,22,1,1,2220,31,True,0,1,1,2
41672,0,10,0,20,41,1,0,41200,31,True,0,0,1,0
39051,22,10,0,20,12,2,1,1120,31,True,0,0,1,2
50756,0,10,0,20,42,2,0,1110,31,True,0,0,1,0
24624,0,10,1,20,11,2,0,2110,31,True,0,1,1,0
3783,0,10,0,21,21,2,0,21200,30,True,0,1,1,0
37733,22,10,0,20,22,2,0,1220,32,True,0,1,1,0
44903,41,10,1,21,41,7,1,2210,30,True,0,1,0,0
25562,0,10,0,20,12,1,1,21200,31,True,0,1,1,0
44407,71,10,1,20,74,3,0,11100,31,True,0,0,1,0
25083,0,10,1,20,12,1,0,21100,31,True,0,1,1,0
47887,21,10,0,21,21,6,1,2120,32,True,0,1,0,2
39250,11,10,1,20,11,2,0,12200,31,True,0,1,1,0
7669,12,10,1,21,12,2,1,22100,30,True,0,1,0,2
15724,0,10,1,20,22,2,0,2120,31,True,1,0,1,2
52715,62,10,0,20,62,5,0,61100,30,True,0,1,0,0
9908,0,10,1,21,22,2,0,21100,30,True,0,1,0,0
15664,11,10,0,22,11,2,1,21200,33,True,1,1,0,0
20638,0,10,1,20,11,2,0,22100,31,True,0,1,1,0
40052,42,10,0,20,52,1,1,51100,31,True,0,0,1,1
47318,11,10,0,21,11,8,1,1120,32,True,0,1,0,0
22820,0,10,1,21,22,2,1,21200,30,True,0,1,0,1
29565,0,10,0,21,11,2,0,11200,30,True,0,1,1,0
2330,21,10,1,20,21,2,0,11100,30,True,0,1,1,0
36061,22,10,1,22,22,2,1,2120,30,True,0,1,0,1
8769,0,10,1,20,22,2,1,11100,30,True,0,0,1,0
41956,0,10,0,20,72,2,0,3220,31,True,0,1,1,0
49704,0,10,1,20,11,2,0,6220,30,True,0,0,1,2
35827,0,10,1,20,22,1,0,2110,30,True,0,0,1,0
20276,11,10,0,20,21,2,1,1220,31,True,0,0,1,0
24805,0,10,1,21,21,1,0,2210,30,True,0,1,0,2
14187,0,10,0,20,22,1,0,1220,31,True,0,0,1,0
9282,0,10,1,20,12,1,0,22100,31,True,0,1,1,0
33212,12,10,0,20,12,2,1,2210,30,True,0,1,1,0
17345,0,10,1,20,12,2,0,1220,30,True,1,1,1,0
44060,52,10,1,20,52,7,1,12100,30,True,0,1,0,0
45567,71,10,1,20,71,8,0,11200,32,True,0,1,0,0
38614,22,10,0,20,12,2,1,21100,30,True,0,0,1,0
45066,51,10,1,20,72,6,0,1120,30,True,0,0,1,2
31452,11,10,1,20,11,2,1,12100,32,True,0,1,1,1
30996,21,10,1,21,21,1,0,2220,32,True,0,1,0,2
4952,21,10,1,20,22,1,1,21100,31,True,1,0,1,2
30000,12,10,1,20,12,2,1,1120,30,True,0,1,0,0
32686,11,10,1,20,12,1,1,21200,30,True,0,0,1,0
51716,61,10,1,20,74,2,0,1120,30,True,0,0,1,0
35891,22,10,1,20,22,1,1,22100,30,True,0,1,0,0
48714,11,10,0,20,11,2,1,3220,30,True,0,1,1,0
4749,22,10,1,21,22,2,1,1220,30,True,0,1,0,1
28352,12,10,1,20,12,2,1,11100,32,True,0,1,1,1
3980,0,10,1,21,12,1,1,2110,30,True,0,1,0,0
24657,11,10,1,21,11,1,0,2120,32,True,0,1,0,0
21934,22,10,0,20,22,1,0,11100,30,True,0,1,1,0
11860,22,10,1,20,22,1,0,1220,32,True,0,1,0,0
29429,11,10,0,20,11,1,1,12100,30,True,0,1,0,0
425,22,10,0,21,22,1,0,1120,32,True,0,1,0,0
36171,22,10,1,21,22,1,1,21200,32,True,0,1,0,0
19403,21,10,0,20,11,1,0,1120,30,True,0,0,1,0
11352,22,10,0,20,12,1,1,22100,31,True,0,0,1,0
52024,0,10,0,20,51,7,0,4220,30,True,0,0,1,2
375,0,10,0,20,22,2,0,2210,31,True,0,0,1,0
32760,0,10,1,20,21,1,1,2120,31,True,0,0,1,2
10868,12,10,0,20,21,2,0,1110,31,True,0,0,1,0
52202,51,10,1,20,31,6,0,6210,31,True,0,0,1,0
22064,11,10,0,20,11,1,1,2210,31,True,0,1,1,0
29367,21,10,0,20,21,1,0,21100,30,True,0,1,0,0
32547,0,10,1,21,21,1,1,1220,30,True,0,1,1,2
3412,0,10,0,20,12,1,1,21200,30,True,0,0,1,2
24913,11,10,1,21,11,2,0,11200,30,True,0,1,0,0
52557,0,10,0,22,72,6,0,3220,30,True,0,1,0,1
6938,22,10,1,21,22,1,0,12100,32,True,0,1,0,0
37898,22,10,0,20,22,1,1,11100,30,True,0,1,1,0
40671,0,10,1,20,51,2,0,32100,31,True,0,0,1,0
31954,11,10,0,21,11,2,1,11200,30,True,0,1,1,0
46090,12,10,1,21,12,7,1,12200,32,True,0,1,0,0
52864,0,10,0,20,32,4,1,62100,31,True,0,0,1,0
35746,11,10,1,20,11,2,1,1210,30,True,0,1,1,0
20439,12,10,1,20,12,2,1,1110,32,True,0,1,0,0
14635,0,10,1,22,22,2,1,1110,30,True,0,1,0,1
50113,31,10,1,20,72,2,1,12200,30,True,0,0,1,0
47384,11,10,1,20,11,4,0,12100,30,True,0,1,1,0
19945,0,10,0,21,22,2,1,1210,30,True,0,1,0,0
31314,21,10,1,20,22,2,0,11200,30,True,0,0,1,0
5555,11,10,0,20,11,2,0,12100,32,True,0,1,0,2
31880,0,10,0,20,21,1,1,1120,31,True,0,0,1,0
40884,0,10,1,20,62,2,1,71200,31,True,0,0,1,0
13774,0,10,1,20,12,2,1,1220,30,True,0,1,1,0
19039,0,10,0,20,12,2,1,2120,30,True,0,1,1,0
20728,21,10,0,20,11,2,0,22100,31,True,0,0,1,0
49324,0,10,0,20,12,1,1,71100,31,True,0,0,1,0
26869,22,10,1,21,22,2,0,12100,30,True,0,1,1,0
26810,21,10,0,20,11,1,0,11200,31,True,0,0,1,0
43260,12,10,0,21,12,6,1,71100,32,True,0,1,0,0
5182,0,10,0,20,21,1,0,1110,31,True,0,1,1,0
16475,12,10,0,21,12,1,0,1210,30,True,0,1,0,0
42840,0,10,1,20,11,8,0,6120,31,True,0,0,1,0
15022,21,10,0,20,21,2,1,1110,32,True,0,1,1,0
46435,11,10,1,21,11,7,1,1220,32,True,0,1,1,2
39835,0,10,0,21,11,2,0,11200,30,True,0,1,0,2
18391,12,10,1,20,12,1,1,1220,32,True,0,1,1,0
36222,0,10,0,20,22,2,1,1210,30,True,0,0,1,0
38710,11,10,1,21,11,2,0,1110,30,True,0,1,0,0
13939,0,10,0,20,22,1,0,1110,31,True,0,0,1,0
34564,0,10,0,20,21,1,1,22100,30,True,0,0,1,2
27371,21,10,0,20,11,2,1,2110,30,True,0,0,1,0
32938,21,10,1,20,21,1,0,2120,30,True,0,1,1,0
6750,21,10,0,20,21,1,0,1120,32,True,0,1,0,0
9686,22,10,1,20,12,2,0,11200,30,True,0,0,1,0
18509,11,10,0,20,11,2,0,21100,32,True,0,1,0,0
16856,11,10,1,20,21,1,1,2220,30,True,0,0,1,0
11449,0,10,1,20,11,1,0,1110,31,True,0,0,1,0
22499,11,10,0,21,11,1,1,12100,32,True,0,1,0,2
47586,21,10,1,21,21,6,1,21100,32,True,0,1,0,0
33094,12,10,1,21,12,2,1,1220,32,True,0,1,1,0
51374,41,10,0,21,41,1,0,11100,32,True,0,1,1,0
22158,11,10,0,22,22,2,0,1210,33,True,1,0,0,2
47682,11,10,1,20,12,7,0,1110,31,True,0,0,1,0
36997,0,10,1,20,11,2,1,1110,31,True,0,0,1,0
37607,0,10,1,20,21,2,1,1210,31,True,0,0,1,0
5543,21,10,0,20,21,2,1,11200,32,True,0,1,0,0
6626,0,10,1,20,22,2,1,22100,31,True,0,0,1,0
39770,12,10,0,20,11,1,0,12200,31,True,0,0,1,2
43621,22,10,0,22,11,3,1,72100,33,True,1,0,0,0
34754,11,10,0,20,12,2,1,2220,31,True,0,0,1,1
50438,51,10,0,20,52,2,0,12200,31,True,0,0,1,0
28308,21,10,0,20,12,1,1,11100,31,True,0,0,1,0
26418,0,10,1,20,12,2,0,2110,30,True,0,1,1,0
21046,11,10,1,21,11,2,1,12100,30,True,0,1,0,0
21698,0,10,1,20,22,2,0,22100,31,True,0,1,1,2
20025,12,10,1,20,12,1,1,11100,30,True,0,1,0,2
4425,21,10,0,22,11,2,1,1120,33,True,1,0,0,0
16474,11,10,0,20,11,1,0,1120,30,True,1,1,0,0
30360,0,10,0,22,21,1,0,1110,30,True,0,1,0,1
30599,0,10,0,20,21,1,1,2220,30,True,1,1,1,0
31353,12,10,1,21,12,1,1,12100,32,True,0,1,0,0
13079,22,10,1,20,22,2,0,2220,32,True,0,1,1,0
33209,0,10,0,21,11,2,1,12100,30,True,0,1,0,2
27,22,10,1,20,12,2,1,11100,30,True,0,0,1,1
20436,12,10,1,20,12,1,1,22100,32,True,0,1,0,0
163,22,10,0,21,22,2,0,1110,32,True,0,1,0,0
48793,0,10,1,21,21,1,0,31200,30,True,0,1,0,2
10712,22,10,1,21,22,1,1,12100,30,True,0,1,1,0
35724,0,10,1,20,12,2,1,11100,31,True,0,0,1,0
29648,22,10,0,20,11,1,1,1220,30,True,0,0,1,0
38836,11,10,0,20,11,2,1,22100,30,True,0,1,1,1
10513,21,10,1,20,21,1,0,21100,30,True,0,1,0,0
33687,0,10,1,20,22,2,1,22100,30,True,0,0,1,0
17813,0,10,0,20,12,2,1,2220,31,True,0,0,1,0
25534,22,10,0,20,22,2,1,12100,30,True,0,1,0,2
4438,21,10,0,20,12,1,0,1220,30,True,0,0,1,0
36734,0,10,1,21,12,2,1,1120,30,True,0,1,0,2
31246,0,10,1,22,11,1,1,1220,33,True,1,0,0,0
2587,21,10,0,21,21,2,1,1120,32,True,0,1,0,0
50167,0,10,1,20,61,2,0,2210,30,True,0,0,1,0
24796,0,10,1,20,11,2,1,12100,30,True,0,1,1,0
39375,0,10,1,20,21,1,1,1120,30,True,1,0,1,0
39753,21,10,1,21,21,2,0,12100,30,True,0,1,1,0
40304,0,10,1,20,41,1,0,61100,31,True,0,0,1,2
11806,22,10,1,21,22,2,0,21100,30,True,0,1,0,0
9973,0,10,0,21,11,1,1,2120,30,True,0,1,0,0
16794,0,10,0,21,22,2,1,1110,30,True,0,1,1,0
28054,0,10,0,20,22,2,0,11100,30,True,0,0,1,2
49749,12,10,0,20,12,1,0,6220,31,True,0,1,1,0
25176,0,10,1,20,22,1,1,1210,31,True,0,0,1,0
1797,12,10,1,20,12,2,1,11100,30,True,0,1,1,0
42088,0,10,0,20,12,8,0,5110,31,True,0,0,1,0
34175,21,10,1,21,21,2,1,11100,32,True,0,1,0,0
29253,0,10,1,20,21,2,1,2210,30,True,0,0,1,0
21271,0,10,1,20,11,1,1,11100,30,True,0,0,1,0
33989,0,10,0,20,21,2,0,11100,30,True,0,0,1,0
43616,0,10,0,21,21,4,0,4110,30,True,0,1,0,0
38381,11,10,0,20,11,2,1,1220,30,True,0,1,0,0
19581,0,10,0,21,12,2,1,1210,30,True,0,1,0,0
4388,11,10,0,20,22,1,0,22100,31,True,0,0,1,0
7533,12,10,1,20,22,2,1,22100,31,True,0,0,1,2
33432,0,10,1,21,22,1,0,2210,30,True,0,1,0,0
47147,11,10,1,21,11,6,0,1120,32,True,0,1,0,0
28989,21,10,0,20,21,1,0,11200,30,True,0,1,0,0
38665,12,10,0,20,21,2,1,21200,30,True,1,0,1,0
29123,0,10,1,20,12,2,1,11100,31,True,0,0,1,2
47672,0,10,1,21,22,7,0,12200,30,True,0,1,0,0
39551,0,10,0,20,11,2,0,1120,31,True,0,1,1,1
43797,21,10,1,21,21,8,1,4120,30,True,0,1,0,0
2553,11,10,1,21,11,2,1,2110,30,True,0,1,0,0
41244,0,10,0,20,41,1,1,3210,31,True,0,0,1,0
38501,11,10,0,20,22,1,1,22100,30,True,0,0,1,0
52444,0,10,0,20,52,7,0,7210,30,True,0,0,1,1
21687,0,10,0,20,11,1,0,21100,30,True,0,0,1,0
29533,0,10,1,21,22,2,1,12100,30,True,0,1,0,2
1222,22,10,0,20,12,2,1,21200,30,True,1,0,1,0
39719,12,10,0,21,12,1,0,12200,32,True,0,1,1,2
49297,0,10,0,21,21,1,1,73100,30,True,0,1,0,2
36205,0,10,1,20,22,2,1,12200,30,True,0,1,1,0
25658,0,10,1,20,22,2,0,22100,30,True,0,0,1,0
43561,21,10,1,20,21,4,0,62200,30,True,1,1,0,2
21028,22,10,1,20,22,2,0,11200,30,True,0,1,0,0
14544,0,10,1,21,21,2,0,11200,30,True,0,1,0,0
28464,21,10,0,20,12,1,0,22100,30,True,0,0,1,0
41293,74,10,1,20,61,2,0,7310,31,True,0,0,1,0
21760,0,10,0,21,22,1,1,1120,30,True,0,1,0,0
2149,0,10,0,21,12,2,0,2120,30,True,0,1,1,2
47547,0,10,1,21,12,6,1,21100,30,True,0,1,0,2
9840,0,10,0,22,21,1,0,22100,30,True,0,1,0,1
30768,22,10,1,20,11,2,0,2220,31,True,0,0,1,0
48391,21,10,1,20,12,1,0,41100,31,True,0,0,1,2
17514,12,10,0,21,12,2,0,11200,30,True,0,1,0,1
49376,21,10,1,21,21,2,0,51200,32,True,0,1,1,0
32574,22,10,1,20,22,2,0,2220,32,True,0,1,0,1
4776,22,10,1,21,22,2,0,2220,32,True,0,1,1,0
6027,0,10,0,21,22,1,0,22100,30,True,1,1,0,0
44826,52,10,0,22,31,6,1,12100,33,True,1,0,0,0
44428,73,10,0,20,73,8,1,12100,30,True,1,1,0,0
27922,22,10,1,20,21,2,1,1110,31,True,0,0,1,0
28866,0,10,1,20,21,1,1,12100,30,True,0,0,1,0
30423,12,10,0,21,12,1,0,1110,30,True,0,1,1,0
4692,0,10,1,21,11,2,0,21200,30,True,0,1,1,0
28381,12,10,1,20,22,1,0,22100,31,True,0,0,1,2
38968,21,10,1,20,12,1,1,1220,30,True,0,0,1,2
3000,11,10,0,20,12,2,1,21200,30,True,0,0,1,2
6652,0,10,1,20,21,1,1,12200,31,True,0,0,1,0
2024,0,10,1,20,22,2,0,2110,30,True,0,1,1,2
45549,0,10,0,22,73,6,1,11200,33,True,1,0,1,2
31655,12,10,0,21,12,1,1,12100,30,True,0,1,0,1
6081,21,10,0,21,21,1,0,12100,30,True,0,1,0,0
1041,21,10,1,21,21,1,1,2120,32,True,0,1,0,0
44738,73,10,1,20,73,7,0,21200,30,True,0,1,0,0
4720,11,10,0,20,11,1,1,2120,30,True,0,1,0,0
28905,21,10,0,20,21,1,1,21200,32,True,0,1,0,2
38157,22,10,1,21,22,2,0,21100,30,True,0,1,0,0
8697,0,10,0,20,12,1,0,22100,30,True,1,0,1,0
50491,72,10,1,20,41,2,0,12200,31,True,0,0,1,0
22828,0,10,1,20,21,1,1,11100,30,True,0,0,1,0
7912,0,10,0,20,11,1,1,1210,30,True,0,1,1,0
14444,0,10,0,20,11,1,0,2210,31,True,0,0,1,0
27007,12,10,1,20,12,1,0,21100,30,True,0,1,0,0
21932,12,10,1,20,21,2,1,12200,31,True,0,0,1,1
5382,11,10,1,20,21,1,0,21100,31,True,0,0,1,0
48281,11,10,1,20,11,1,0,4110,32,True,0,1,1,0
51349,74,10,0,20,51,2,1,2110,30,True,0,0,1,0
29962,11,10,0,22,21,1,0,11100,33,True,1,0,1,0
37395,22,10,1,22,21,2,0,12200,33,True,1,0,0,2
20446,22,10,1,21,22,1,1,2210,30,True,0,1,0,0
