,user_id,prj_led,admin_roles,isEmployee,type,rsc_prj,rsc_department,proprietary,task,activity,action,user_task_corr,user_prj_corr,user_department_corr,expertise
111716,9a9efeee-2bea-4909-ba29-dd975021bc40,0,12,0,22,22,5,0,6120,32,False,1,0,0,0
111383,56da5278-f53b-4d9a-a3b6-93b233e639aa,61,12,1,21,62,5,1,2220,35,False,0,0,0,2
116394,a365141d-137f-4bec-bea3-6d63f96ba36d,72,13,1,21,73,8,1,62200,30,False,0,0,0,0
108541,39b74e16-7e37-4e47-9272-e9d03422454f,0,10,1,22,21,2,0,12200,34,False,0,1,0,0
107209,af38587d-e017-41e8-9c62-e1fc69c23de0,61,10,1,20,41,2,0,3210,32,False,0,0,1,0
110376,54458033-78ab-4f52-840e-0493f8ec96ff,31,11,0,22,32,3,0,72100,30,False,0,0,0,2
114641,754ac944-76de-4895-8960-dcfa90175b0e,21,13,0,20,42,7,1,5120,30,False,0,0,1,0
111138,e4438d40-442f-4f59-9d42-78a6ad7241c7,31,11,1,20,32,3,1,4110,35,False,0,0,0,2
113520,368317ea-5c79-4678-aa17-7de7fcc365c1,51,12,1,22,61,6,1,52200,35,False,0,0,0,0
110579,f22a8315-9d10-48fa-9448-e036e20bddac,11,11,1,20,74,4,1,32100,33,False,0,0,1,0
107397,a6b0420e-90d0-46ae-b4a8-64a55b1f9f68,0,10,1,21,11,1,1,7220,33,False,0,1,0,0
106300,fdaadf56-4e1c-4255-8ba9-5738b5f2f2f2,12,10,0,22,12,4,0,31100,30,False,0,1,1,2
108419,af3302cf-7798-4375-b476-90be773dc8d9,12,10,0,21,22,2,1,12200,35,False,0,0,0,0
115305,712218d7-d0ba-4b7d-b9de-4ff65bbcf9ac,11,13,1,22,62,7,0,7320,35,False,0,0,0,0
109757,2acb5bd4-e98e-433d-be50-7dde2721ea69,74,11,0,21,62,7,0,3110,30,False,1,0,0,0
109326,f920faee-0f2a-437f-ac99-0177458debe1,31,11,1,22,32,8,1,2210,32,False,0,0,0,1
108708,a907ac35-d11e-49d2-a909-17abbba5ccca,21,11,1,20,11,5,1,7310,33,False,0,0,0,0
108018,92279e43-b917-4d01-82ff-16b550e60b67,0,10,0,21,22,7,0,12200,33,False,0,0,0,0
114070,5da5130c-c0f0-408b-b964-cfe69d147606,61,13,1,22,52,4,1,7110,36,False,0,0,1,0
111975,0de3a2ad-7c41-408e-b9a4-636c17270cb1,0,12,1,20,62,2,1,51200,33,False,0,0,0,2
108683,d0b1e2fa-02c8-49f3-b802-e087dda919af,0,11,0,21,21,6,1,5210,35,False,0,0,0,0
113271,f395642f-1555-4f5a-84fa-b50b9cb6294a,0,12,1,20,32,5,0,73200,34,False,0,0,0,0
112705,879ad767-6315-4b36-a7db-05e117811b4f,22,12,0,20,71,4,1,52100,33,False,0,0,1,0
111744,d5d4f822-49f0-45bf-8fb5-2318d4394b99,74,12,0,20,74,5,1,52200,35,False,0,1,1,0
110529,1fa558d4-d8d5-45fb-8674-504e7b8cfe96,32,11,0,20,31,4,0,12100,33,False,0,0,0,0
111653,3ed09cf7-0e7d-4699-a9d0-eb44ccf27a2f,11,12,0,21,74,6,0,5120,31,False,0,0,0,0
107511,08a0697d-64a3-469f-8ea8-960aeeca0f63,0,10,1,22,21,1,0,7210,35,False,0,1,0,2
107313,960c4c10-baf5-4389-9bf3-e0a412221281,22,10,0,20,12,2,0,72100,32,False,0,0,1,2
113491,01511577-2fc3-4286-9c01-8765f07b0a21,31,12,0,22,73,6,0,21100,32,False,0,0,0,0
110379,159c4e2f-6cbc-4b27-a9a0-2f317cccc433,0,11,0,22,41,3,1,11100,35,False,0,0,0,1
112822,e3b8b466-4ec2-4090-a76c-7768a252f90d,0,12,1,20,42,4,1,6110,31,False,0,0,0,0
114210,9859b6b9-79de-420e-9763-bc1ebb504d73,42,13,1,20,32,6,1,62100,31,False,0,0,0,0
111915,7f08430a-9e9f-464e-b900-7bf421d033e1,0,12,1,21,41,5,0,6210,35,False,0,0,1,0
112622,d83efcca-6f3a-40ae-becf-343e34f49746,74,12,0,21,22,8,0,51200,36,False,0,0,0,0
112251,8a57d1d8-0876-40d1-bf47-a54ba9be2bac,0,12,0,22,61,3,1,72200,34,False,0,0,0,0
112867,21da056a-f96c-462f-b8ed-0936562597cd,72,12,0,22,74,4,1,52200,32,False,0,0,0,0
112683,34e1f454-7cf8-4999-a202-dbcab88e0466,0,12,0,22,12,4,0,42200,34,False,0,0,0,0
111406,0a742788-4a40-4090-9164-365e4302d708,52,12,0,21,61,5,1,7220,34,False,0,0,0,0
108493,e3e49e05-e778-4565-8285-3cf616d82a3a,0,10,1,21,12,1,1,22100,36,False,0,1,0,0
115450,deeeb15e-1c30-4315-bd0f-20994c439983,62,13,0,21,61,7,1,71100,31,False,0,0,1,0
107858,083110f7-883c-4b0f-a386-02bc547ac673,31,10,1,21,31,1,1,11100,30,False,0,1,1,1
114944,5bbb5bae-5e3a-4e8b-924e-7b20ad2d95cb,42,13,1,21,42,6,1,2110,30,False,0,1,0,0
106724,95dbe1c8-4cb8-4cf1-b3c2-c3226dc1a98e,0,10,1,22,73,7,0,31200,34,False,0,1,0,0
110782,bef9ce95-1ccc-4651-a08f-c7a3e34dae3a,0,11,1,21,74,4,0,22200,33,False,0,0,0,2
107801,2291bb1b-5c8f-4789-82b9-99c9580fd0fd,0,10,1,21,74,2,0,2220,34,False,0,0,0,0
115242,ab6d48fa-f234-43e1-a9f2-0dc3eba423a4,51,13,1,21,31,7,1,71100,36,False,0,0,0,0
107374,37ab4ec5-d26b-49d2-b91b-4eaabb6de5d9,22,10,1,22,11,1,0,7320,31,False,0,0,0,0
109557,f472a57c-3cde-4e41-9037-61159cd8f6ca,41,11,1,21,41,7,1,12100,30,False,0,1,0,0
108349,e14d58ad-cdbe-4390-9e32-3c6896b5c961,11,10,1,21,22,1,1,22100,36,False,0,0,0,0
114975,e3f0bdf9-05ae-41a4-bccf-5d6f375682b5,62,13,0,21,51,3,1,6120,31,False,0,0,0,2
113825,49278f4e-3d91-42b6-81ac-1528e9f3120c,0,12,1,20,52,6,1,5110,35,False,0,0,0,0
110257,8f1fe2d6-eb7a-4c37-b538-87a084558446,0,11,1,20,32,4,1,12200,35,False,0,0,0,0
111852,376fc7f5-9247-48cc-bb7d-d68972f28c60,0,12,0,22,41,6,1,51100,36,False,0,0,1,0
106783,7bf7bf2d-17d5-4143-b837-672edab9a581,52,10,1,21,72,8,0,4110,35,False,0,0,0,0
106437,25604305-7b0e-4954-905c-3eb5586330cd,0,10,0,21,72,8,1,2120,33,False,0,1,0,0
112860,d261d0e7-3328-4fb3-b9c3-cccd2d8f5a10,42,12,0,22,71,3,0,6120,32,False,0,0,0,0
109121,af8454da-1e6f-47ac-8347-7eed89f98eaa,0,11,0,20,21,4,0,2210,31,False,0,0,0,0
115444,f0acae00-2a7c-4f0a-a20d-42693754664f,51,13,1,20,51,7,0,71200,35,False,0,1,0,0
112014,98e2cf52-1463-41d4-995b-a998c7bf649b,0,12,1,21,61,4,1,51100,30,False,0,1,1,0
114486,90086b06-31b9-4690-a372-d9b38357cd49,0,13,1,20,74,3,0,5210,35,False,0,0,0,2
106976,01eb28dc-cdab-46f3-a1c9-04fe9d6f8917,74,10,0,22,73,2,0,4110,30,False,0,0,0,2
111831,21a7bf9f-f120-4b5f-a095-e75ba9d75f5a,0,12,1,20,74,5,0,61200,36,False,0,0,0,0
115270,d396ac08-f56f-4e53-9384-ab79ecf07986,0,13,1,21,62,7,1,7210,31,False,0,1,0,2
107532,4edcaae0-9a14-46fc-bd70-718ae11d8e7f,11,10,0,20,12,2,1,73200,33,False,0,0,1,0
113036,7a774e49-6406-4755-b7ed-4204f278dd55,73,12,0,22,11,4,0,7320,30,False,0,0,0,0
106057,fd6de2d5-7b58-495d-a5a7-e8a354ce8c17,11,10,1,21,22,6,1,52100,33,False,0,0,0,2
106361,b1d4c51c-1724-40b5-96fc-1290e6ac1c9b,52,10,0,20,72,8,0,12100,32,False,0,0,0,0
112510,2dc1df81-1f11-419b-b8c1-ab03f33f3cbb,61,12,1,20,61,3,0,1210,33,False,0,1,0,0
111567,599b1f68-f430-480d-a438-57f2c8b3a651,52,12,0,20,52,6,0,22100,36,False,0,1,0,0
111159,a9bc26be-8901-4e40-8d1c-0b7649dff6f0,32,11,1,22,31,4,0,42100,34,False,0,0,0,0
112070,2da669d2-17fd-4527-a143-4075c657ccf7,0,12,1,22,61,8,0,5210,31,False,0,0,0,0
110887,bbf6fc1a-b81b-46d7-a87d-33b25485b0a7,42,11,1,20,32,4,1,3110,36,False,0,0,0,0
112282,9cbb978d-4f99-42c7-914c-cca42abc1252,62,12,0,20,51,2,0,71100,32,False,0,0,0,2
108526,08fc2408-d1e0-4ab7-8028-234a8830f827,21,10,0,21,21,1,1,22100,36,False,0,1,0,0
108812,878f3f4c-9714-4f0b-9c3c-0d48911d091f,0,11,1,22,52,1,1,4220,30,False,0,0,0,0
113212,32da5df5-0369-4eca-8aa4-79c0c7c7409f,72,12,1,22,42,6,1,1220,35,False,0,0,0,0
115992,065b1641-bc03-4047-b6dc-dbb955ee9e22,0,13,0,20,74,5,0,72200,35,False,0,0,0,0
114833,1539e5c9-f142-40d4-b2ac-ae5288cc66e0,11,13,0,20,61,8,0,5120,34,False,0,0,1,0
109000,ddcc50aa-4289-47fe-afa9-7ea51cba1f1f,0,11,1,22,72,4,1,52200,34,False,0,0,0,0
116099,8d3d091c-f309-465c-8fd5-f21a5559415f,0,13,0,22,73,6,1,7220,30,False,0,1,1,0
113829,0adfa057-ef52-47ac-9985-a5e6035014c0,52,12,1,20,62,6,1,6120,30,False,1,0,0,0
109139,39c8b8db-3f61-4d3b-bf63-943efb96b288,71,11,1,21,61,4,1,62100,33,False,0,0,0,0
114005,ed7a2a2a-8400-4c4e-b80e-7a2dd6b9684e,0,13,0,21,51,2,0,7210,33,False,0,0,0,0
110364,9b5eff67-e93c-4095-90e4-c88e7951fed5,42,11,1,20,31,3,0,52200,33,False,0,0,0,0
116177,fe896e5f-cfe7-4c5b-9847-37a33741fa7c,0,13,0,20,74,8,0,7210,31,False,1,0,1,0
108835,a5de9e7f-1b2f-4d9a-8b46-07b40b4368db,21,11,1,20,12,2,0,7220,31,False,0,0,0,0
108929,f2edeb61-b89c-4b86-b2c3-6a1497538204,0,11,1,20,73,5,0,21100,34,False,0,0,1,0
108834,d9cb2ede-a539-432f-a234-6eebab636c8e,21,11,1,22,21,6,1,21100,33,False,0,1,0,0
114250,704b693a-613c-4432-bbe8-501c75786c9b,72,13,0,20,72,1,1,21100,30,False,0,1,0,2
114393,154563da-e5fc-44ea-ac02-cec9c5bc9690,0,13,0,22,72,3,1,3220,35,False,0,0,0,0
114818,79be48ca-2a0f-4b6f-8cec-98447669737b,0,13,1,20,62,7,0,1120,31,False,0,0,0,0
108983,82928ef6-cf1a-4124-9856-b8bf26fe5479,11,11,1,21,73,4,1,12100,33,False,0,0,1,2
110817,4cf8500b-cafe-439f-8a16-44fbdc10aba0,0,11,1,22,74,3,1,42100,31,False,0,0,0,1
116371,025751ff-d55c-459d-97a7-9649bb795ade,74,13,1,21,71,7,1,72200,30,False,0,0,0,0
109330,bc362580-29fb-46cd-a48e-ca58dcc3a389,0,11,1,22,31,5,0,61100,31,False,0,1,0,2
106634,99191cf7-c110-4375-92b3-37c20086f358,0,10,1,20,74,5,1,22100,32,False,0,0,0,1
112261,63b3cd9f-df11-4f78-8b8f-e78d0cd0dcb7,62,12,1,20,51,8,0,1110,33,False,0,0,0,0
111034,f8cb8d04-41dc-4dfa-bee4-2d47ab7e6433,31,11,0,20,42,4,0,32100,36,False,0,0,1,0
113235,75e52653-3935-4271-91c2-d96f5bb7f682,0,12,1,21,72,6,1,2210,33,False,0,1,1,0
115798,ab7ed27e-f6bf-4c13-8727-fdf0da0365c4,0,13,1,21,74,7,1,3120,31,False,0,0,0,2
111674,48c4780f-1f82-4938-9396-3e373f0732b2,11,12,0,20,32,5,1,42200,33,False,0,0,0,0
114610,4ec185d8-2b68-42ce-9519-614eae6ffba8,0,13,0,20,62,8,0,5210,34,False,0,1,1,0
106326,3ee7a112-039d-43ff-9b69-cf6a1072855f,32,10,0,20,41,7,1,2120,31,False,0,0,0,0
109222,bbbb497f-1bdb-4742-b521-41851322ab22,0,11,0,22,71,3,0,5110,32,False,0,1,1,0
109596,887e24d9-99c3-4fc7-b886-c18e5fdf22ab,42,11,0,21,42,2,1,12200,35,False,0,1,1,0
108291,26e4a414-a598-4651-8d38-aa8766808f90,0,10,0,21,12,1,0,21200,31,False,0,1,1,0
111689,24fa7c1b-43d8-4232-ba81-8e2d8ae1c9ca,72,12,1,21,74,5,1,61200,32,False,0,0,1,0
107373,9dfaa7fa-feca-467f-ac20-27f0605a76b7,11,10,1,22,11,2,0,5110,34,False,0,1,0,0
108284,c2b1a438-a851-4f14-97b0-fc48bef58fc0,12,10,1,22,22,2,0,11100,30,False,0,0,0,0
109732,5eab6580-1447-4ce5-812b-bbedb340b982,0,11,1,21,21,8,1,31200,35,False,0,0,0,0
116146,a1ded04f-f122-4df2-8031-f5823dee5e33,74,13,1,20,74,1,0,7120,35,False,0,1,0,0
109674,5b323431-53de-4d24-9d27-eedaa687a898,11,11,0,21,74,1,1,3110,32,False,0,0,0,0
114469,a19b3e20-cb3c-464e-92d6-6c7390a81e04,74,13,1,22,73,4,1,2220,36,False,0,0,0,0
108924,4caa77d9-ea9b-44a2-a15d-8941dd88031e,0,11,0,21,12,7,0,22100,34,False,0,0,0,0
107182,61c25b85-452d-4f06-83cb-7b68c7ececee,0,10,1,20,31,2,1,4210,36,False,0,0,1,1
108006,0ccc70f5-d1e6-4a85-9506-14b542634079,12,10,0,22,21,4,0,1120,33,False,0,0,0,0
110052,8bc505d6-0fb2-4987-8ab9-920950f1768b,0,11,0,22,32,6,1,32100,32,False,0,0,1,0
106982,242d4dc7-aa27-43b7-bdb8-95bcbe40573e,0,10,1,21,73,1,0,71200,35,False,0,0,0,0
112425,a33b32da-2ddb-49a7-a63a-1bd6f6a48c09,0,12,1,21,52,3,0,1120,34,False,0,0,0,0
106693,0fb7e51c-2a0e-419f-880f-a321f961b4ec,0,10,0,22,72,7,0,32200,32,False,0,0,0,2
111618,08315432-a97b-478b-acba-8e27d16fc35c,11,12,1,22,11,5,1,4220,33,False,0,1,0,0
110578,7c0e64e2-a773-4ead-96ef-4cf52d431044,62,11,1,20,62,3,1,31200,32,False,0,1,0,2
111388,a60dcb86-06f2-4838-bc7e-248129eb728b,0,12,1,20,52,6,0,4110,35,False,0,0,0,0
107029,e1036389-a2dd-40ed-9aba-0c0ff7a5da20,73,10,1,22,61,1,0,22200,31,False,0,0,1,0
107871,3dd8edfc-a82f-434b-be57-00c8a137a962,31,10,0,20,73,1,1,1120,31,False,0,0,1,2
112794,8b816a37-b75f-44c7-ae31-397d5028fa11,21,12,0,20,42,3,0,5120,36,False,0,0,0,0
112271,e4a3c029-c2db-4403-8916-ce6fe8d64460,61,12,1,21,62,1,1,2110,36,False,0,0,1,2
108254,e7511628-40d2-4a42-8767-eba7d123ff6e,0,10,0,20,22,1,0,22100,32,False,0,0,0,0
112268,17c9e7f3-f47f-450a-a560-00249d57df93,0,12,1,20,61,1,1,12200,34,False,0,0,0,0
108454,f6a18aec-7524-40bb-a227-3a34bcfef3a4,11,10,1,22,22,2,0,12100,31,False,0,0,0,2
109939,4b15db5b-faa6-4670-aadc-1b773dca2377,32,11,0,20,31,6,1,4110,34,False,1,0,0,0
108850,6c5de7dd-f29a-4610-a331-0e35c0205102,0,11,0,22,62,5,0,5210,33,False,0,0,0,0
106144,40cec30e-1bd8-4469-a0ea-c652dd4da2d3,0,10,0,22,21,4,0,71200,36,False,0,0,0,0
109921,ced3f89d-764a-4545-bedd-920d9f5f0253,0,11,0,21,42,7,1,3120,32,False,0,0,0,0
112405,5658f7e3-2cec-41e0-b911-1eb4b102a55a,0,12,1,22,62,7,1,22200,30,False,0,0,0,0
106153,47a034b4-b7a3-43e3-badd-d9f754221dc7,0,10,0,21,11,7,1,71200,36,False,0,0,1,0
110891,94a80604-f4bc-41f6-835f-4bdf6319afb2,31,11,1,21,42,4,1,3220,36,False,0,0,0,2
107379,098cde86-7a4a-4ff2-9214-1e23b231f46d,0,10,1,21,11,2,0,42200,30,False,0,0,1,0
107636,912d0bea-7a32-4ab5-ac7a-3f2fecf8c092,0,10,1,21,71,2,0,12100,33,False,0,0,0,0
114412,65c18b46-a815-44c6-acc8-a8a9ebd0fc41,73,13,1,20,74,6,1,4220,32,False,0,0,0,0
108641,c3c2a65f-7cfb-463f-a942-e125e82425d1,0,11,1,20,51,6,1,42200,31,False,0,0,0,0
115789,ae8aa51f-36d0-47e2-81d1-45e1c8498fff,72,13,0,21,72,8,0,22100,36,False,0,1,0,0
116546,bc278d25-4faf-4bf6-9fc3-5baf71192ab1,71,13,1,20,74,8,0,7120,35,False,0,0,1,0
115717,1946afc6-4b96-4eee-8dd1-e7e434c04df4,0,13,1,21,71,7,0,6120,36,False,0,0,0,0
111827,fa9a1d93-c790-487d-972b-abec02a67c5c,0,12,1,22,41,6,1,51100,34,False,0,0,1,0
115001,cfb98b89-96c2-41d0-bbed-3abdecf865ef,21,13,0,22,12,1,1,1120,34,False,0,0,0,0
107717,0311f8c8-6c1c-41c3-b8c8-3efdee0520f9,0,10,1,22,52,1,1,12100,32,False,1,0,0,0
108790,1c138010-3987-4f40-890a-7620e930b9c8,0,11,0,21,72,5,0,51100,32,False,0,0,0,0
115864,d7ccef61-3aea-48d5-ab29-ff73926e3ada,0,13,1,22,72,3,1,71200,34,False,0,0,0,0
106474,712f79ba-6111-4c1d-86c4-bc26259b42a9,74,10,0,22,31,7,1,21100,33,False,0,0,1,0
107077,6f08c39d-a54a-4f28-8b4f-1b1e02f29689,42,10,0,20,74,1,1,3220,31,False,0,0,0,0
111361,681248e0-d60e-47aa-a1cc-79013d5de14e,62,12,1,22,51,6,0,32100,31,False,0,0,1,0
109293,1a8ccc0a-23e5-46ba-b37a-20aae3d9b149,0,11,0,21,41,2,1,12100,33,False,0,0,0,0
108449,57a43bcb-0e2f-45f9-8ac6-e14fc84d414f,0,10,1,22,21,1,0,1120,36,False,0,0,0,0
116001,ef2bfa32-5e1f-4a82-b2af-914e88e4bfbe,73,13,0,21,71,6,0,62100,31,False,0,0,0,2
112335,e013f3fe-f2f4-4062-94b5-f4d6db4bae76,0,12,0,20,52,8,0,4210,31,False,1,1,0,0
107322,c6463321-42e3-4914-ad65-e6f0d3ab1948,0,10,0,21,11,1,0,32100,33,False,0,1,0,0
109432,f013a907-fbef-4bf2-a772-07d854215b1c,0,11,1,21,41,8,1,61200,36,False,0,0,0,0
115890,7ba7db34-9ff1-44f6-82c7-b4f13f2cc9e7,0,13,0,21,73,6,1,7310,31,False,0,0,0,2
114811,557c9766-53ae-4b94-8617-bcea412577b7,62,13,0,22,42,7,1,3220,31,False,0,0,0,0
116377,96a816b0-e464-49e0-9c61-eba01685d142,0,13,0,21,72,7,1,73100,31,False,0,0,0,2
111002,4e532ef8-84f9-4415-8b35-15cdd67e27d6,31,11,0,20,32,4,1,4120,34,False,0,0,0,0
106714,ee6a8e6e-bf2c-4a5a-82cc-acbcf3231a31,0,10,1,21,62,5,1,6110,32,False,0,0,0,0
107225,b94cd390-a818-407e-9fce-793b349d2156,31,10,1,20,32,1,1,72100,30,False,0,0,1,0
109120,70ae8138-b5c2-44d0-a5a4-c4b4a3cbbb1f,0,11,0,20,72,3,1,11200,31,False,0,0,0,1
108722,174ba11b-9466-4468-8a6d-08b1692e6574,62,11,0,20,71,8,1,6120,34,False,0,0,0,0
114872,8eb57eb3-aab0-4b51-803b-863d43f723da,0,13,0,22,31,7,0,32200,34,False,0,0,0,2
108643,114eaa56-d45f-4f30-839d-3240b3d3d5c9,0,11,1,20,52,7,1,21100,30,False,0,1,0,2
108096,56029e46-d684-4856-892f-e045fb989ab8,12,10,1,22,11,8,0,21100,34,False,0,0,0,0
109760,d3e6ef76-77e1-4515-b728-db5005ea0382,0,11,1,20,72,5,0,42100,30,False,1,0,0,0
109627,4596559f-a1ae-44a5-b8be-a3bd1b678839,73,11,1,20,71,6,1,31200,33,False,0,0,0,2
114705,0d85025b-579d-49c6-93b9-ad41b626e516,0,13,1,21,12,7,0,4120,32,False,0,0,1,2
113496,fd6f3794-1ae5-44c3-a43d-a551c73439fd,42,12,1,21,11,6,0,22200,34,False,0,0,1,2
107057,fd63ce83-39c9-478b-963c-35fed8d3a0a9,31,10,0,20,42,1,1,4220,33,False,0,0,0,2
113642,46bbd7d5-696a-4c1c-bc61-84dba31caa31,62,12,1,20,51,5,1,6210,36,False,0,0,0,0
111180,ec310f2b-39eb-4f2e-90db-caaa00b98174,32,11,0,21,42,4,1,32100,33,False,0,0,0,0
110871,fc7f35d8-30ff-42fd-8f5e-3d7fafbc3b67,0,11,0,21,72,3,0,22200,31,False,0,0,1,0
106433,6c1c4086-e2bc-4fe5-86c7-721ce86e4b7c,0,10,1,20,32,5,0,11200,31,False,0,0,0,2
107214,8c25dfc1-3758-4314-8fb5-366d22d951b5,31,10,0,20,61,1,1,5120,30,False,0,0,0,0
113529,8c7658f8-f41c-4e27-afda-513f9aea7917,52,12,0,20,52,5,0,6120,34,False,0,1,0,0
110849,f411e457-9bb8-4da4-b251-45ac5ebff3ee,0,11,1,20,61,4,1,4120,31,False,1,0,0,0
106316,14a61bbe-fb30-44d2-9578-7f8d3745ebfc,0,10,0,21,21,8,0,32100,30,False,0,0,0,0
114270,1f1216bb-e818-4e7a-b26e-bae764280192,73,13,1,20,74,3,0,11200,34,False,0,0,0,0
106940,a7694258-7542-4976-bf7e-2188213baba9,42,10,0,21,41,5,1,31200,30,False,0,0,0,0
111649,31fedbc9-de7e-4f1f-b520-8b5987b01c09,0,12,1,20,12,6,1,51200,34,False,0,1,1,0
107120,fa25a139-d70e-479f-a31b-939e7b531127,31,10,1,21,41,1,1,51200,30,False,0,0,0,2
111470,aaa816ce-7640-42ef-b6c9-a60bc3a25333,52,12,1,20,61,6,0,1120,36,False,0,0,1,0
110425,cfe44cea-4a0b-45df-82d8-a7d1dd8d4123,0,11,0,20,41,4,0,2110,36,False,0,1,1,2
110627,c656f077-4d90-47d8-839c-f798f28de589,0,11,0,21,22,3,0,42100,34,False,0,0,1,0
114150,561fd6dd-470a-4409-a39f-3043cc231cd8,31,13,1,20,42,6,0,73200,36,False,0,0,0,0
108467,b51aa10e-0876-482b-a17d-1d40fb545c30,12,10,0,21,22,2,1,2120,32,False,0,0,1,0
110454,2e49e519-b860-4c78-ae8e-a4d73c915b22,0,11,0,22,31,3,1,21100,35,False,0,0,0,0
112325,8a5931f3-09b4-436b-be51-dbf441a98f85,61,12,0,22,52,4,0,71200,36,False,0,0,0,0
108965,1c18f200-88fa-4849-b501-4cf1f8ffa97e,0,11,1,21,12,3,1,73100,34,False,0,0,0,2
115915,de6433a8-931a-497f-8163-45c035e51e1c,72,13,0,20,72,2,1,7210,30,False,0,1,0,1
108770,4f33a9e2-8d4e-462c-93eb-c762c417905d,52,11,0,22,73,8,1,5110,35,False,0,0,0,1
113651,d9f32db4-6ca9-41e8-972b-b248270ae3b1,51,12,0,21,62,6,0,5120,30,False,0,0,0,2
115876,072cf4df-05b3-4052-ae5e-8eb41a299311,0,13,0,21,73,4,1,7210,36,False,0,0,0,0
111206,18469670-1726-498c-99dd-277a0418bcd0,41,11,1,21,41,4,0,3120,34,False,1,1,1,0
113672,cc97dd2a-8ee3-4e8c-bb33-bde1315f2d2d,0,12,0,22,52,5,0,5120,31,False,0,1,1,1
111733,b61f69cf-96cd-4587-b797-1b1165936900,0,12,1,21,72,5,0,61100,33,False,0,0,1,0
112617,f93e15bd-4d0e-4f34-8439-ed614eb309c0,72,12,1,22,22,2,1,5220,33,False,0,0,0,0
109727,69d3b24f-8426-47fc-b68f-78bcc6cddeaa,0,11,1,21,74,2,1,31100,35,False,0,0,1,0
108864,aca1b9f2-cdd5-4d57-9dea-c8ac8a84b6aa,0,11,0,22,73,6,1,2120,36,False,0,0,0,0
114361,64410360-0e83-47b0-81fd-e96bdfa953f8,71,13,1,20,72,5,1,51200,36,False,0,0,0,0
112485,115c84c0-b039-4a38-8060-d07a7b61240c,0,12,0,20,52,3,0,41200,34,False,0,0,0,0
110587,4b2591f2-6251-4f1d-89d3-10ab414a63ee,0,11,0,21,74,4,0,31200,36,False,0,0,0,0
115503,05007489-4547-4916-89fe-d7acfb6d1549,21,13,0,22,11,8,0,62200,35,False,0,0,0,0
111461,bfbcc469-fbd6-4ff1-8a02-d2824d9853a8,52,12,1,20,51,5,1,2210,34,False,0,0,0,0
114524,20002955-57dd-4961-be9d-3ece41f74573,74,13,0,21,73,6,1,41200,31,False,0,0,0,0
110100,99f5b1bb-a3df-41c7-a91b-66e7150336da,0,11,1,20,42,5,0,31100,35,False,0,1,0,0
115966,b96acf74-cdba-4c11-88a6-44b1227519e8,72,13,1,22,74,6,1,62200,33,False,0,0,0,0
108948,4989f699-fec2-4359-ae97-7a66472b4e42,0,11,0,20,72,7,1,7110,30,False,0,1,0,0
111434,0ad0c6eb-642b-4598-9379-f57e38b3756d,0,12,1,20,62,5,0,62100,35,False,0,0,0,0
110343,430137a0-8e62-4924-a82f-d5db97de792a,0,11,1,20,42,4,0,52100,33,False,0,0,1,2
115742,20be2b1c-6297-4ca2-9db6-93b10e93ff27,74,13,0,21,72,8,0,12100,30,False,0,0,0,0
