,prj_led,admin_roles,isEmployee,type,rsc_prj,rsc_department,proprietary,task,activity,action,user_task_corr,user_prj_corr,user_department_corr,expertise
193332,0,13,0,21,74,7,0,7210,34,True,0,0,0,0
183333,0,13,0,22,71,7,0,71200,33,True,0,0,0,0
178349,73,13,1,21,73,7,0,6220,36,True,0,1,0,0
167852,0,13,1,22,71,7,0,6220,34,True,0,0,0,0
202388,0,13,0,22,71,8,0,5110,32,True,0,0,1,2
165972,73,13,1,22,72,8,0,62200,33,True,0,0,0,0
202407,0,13,0,22,74,8,0,22100,31,True,0,0,1,0
205886,0,13,1,21,74,3,0,7210,34,True,0,0,0,0
170254,0,13,1,20,73,8,0,62100,34,True,1,0,0,0
211871,22,13,1,22,51,8,0,42200,36,True,0,0,0,0
197884,73,13,1,22,74,8,0,7210,34,True,0,0,1,0
167118,71,13,1,21,72,8,0,62100,30,True,0,0,1,0
199122,0,13,0,22,73,8,0,7320,36,True,0,0,0,0
182079,74,13,0,22,72,7,0,72100,35,True,0,0,0,0
159592,0,13,1,21,62,4,0,41200,36,True,0,0,0,0
196128,0,13,1,20,73,7,0,73200,30,True,0,0,1,0
159307,22,13,0,21,31,5,0,61200,32,True,0,0,0,0
171264,0,13,0,22,72,7,0,71200,33,True,0,0,1,0
175923,0,13,0,22,72,8,0,7310,31,True,0,0,1,2
192947,73,13,1,22,73,8,0,7320,33,True,0,1,0,0
208874,0,13,0,20,72,2,0,6120,36,True,0,0,0,0
181472,73,13,1,21,71,7,0,73200,32,True,1,0,0,0
180509,0,13,0,22,72,7,0,6220,34,True,0,0,1,2
190095,71,13,1,21,74,8,0,62100,34,True,0,0,0,0
204279,0,13,0,22,72,4,0,73100,31,True,0,0,0,0
209193,0,13,1,21,72,6,0,6110,33,True,0,1,0,0
159831,62,13,0,22,12,6,0,22200,32,True,0,0,0,0
201434,0,13,0,22,51,7,0,62200,35,True,0,1,1,0
200886,0,13,0,20,31,7,0,62200,34,True,0,0,0,0
207392,12,13,1,20,11,4,0,71200,32,True,0,0,0,1
174175,72,13,0,22,73,7,0,7220,35,True,0,0,1,0
161643,0,13,1,22,72,8,0,71200,31,True,0,0,0,0
170053,0,13,0,22,74,7,0,62200,30,True,0,0,0,0
207344,0,13,0,20,42,5,0,72100,34,True,0,0,0,0
180145,73,13,1,22,71,7,0,71100,35,True,0,0,1,0
175434,71,13,1,21,74,8,0,73100,35,True,0,0,0,0
175249,74,13,1,20,73,8,0,7320,34,True,0,0,0,0
207623,0,13,1,20,21,6,0,73100,31,True,0,1,0,0
199343,72,13,0,21,73,7,0,7220,33,True,0,0,0,0
209663,74,13,1,22,73,3,0,5120,30,True,0,0,0,0
160635,73,13,0,22,73,8,0,6220,35,True,0,1,1,0
167086,0,13,1,20,72,8,0,7210,33,True,0,0,0,2
166682,72,13,1,22,72,8,0,73200,32,True,0,1,0,0
170904,72,13,0,22,73,8,0,6220,35,True,0,0,0,0
183287,0,13,1,20,74,7,0,72200,33,True,1,0,0,1
165008,73,13,0,21,71,7,0,62100,35,True,0,0,0,0
206246,11,13,1,21,12,4,0,7320,33,True,0,0,1,0
203559,0,13,0,21,71,8,0,41100,33,True,0,0,0,0
162122,73,13,0,21,71,8,0,72200,33,True,0,0,0,1
181214,74,13,0,21,73,7,0,7320,31,True,0,0,0,0
168106,0,13,0,22,73,7,0,73100,33,True,0,0,0,0
170812,72,13,1,21,73,8,0,71200,36,True,0,0,1,0
190482,73,13,1,21,74,8,0,7120,33,True,0,0,0,2
201340,61,13,0,22,21,8,0,71100,35,True,0,0,0,0
161090,71,13,0,21,71,7,0,7320,30,True,0,1,0,0
166481,0,13,0,20,74,8,0,7320,35,True,0,0,0,0
179730,73,13,1,22,74,8,0,7310,34,True,0,0,0,2
194122,74,13,0,20,72,8,0,71100,33,True,0,0,0,0
199677,74,13,1,20,72,7,0,7110,36,True,1,0,1,2
211222,0,13,1,21,41,7,0,41100,30,True,0,0,0,0
206430,0,13,1,21,32,6,0,7120,31,True,0,0,0,0
171394,0,13,0,20,72,7,0,7110,30,True,0,0,0,0
165306,71,13,1,22,71,8,0,6220,35,True,0,1,0,2
194011,74,13,1,22,73,7,0,7220,36,True,0,0,0,2
211310,51,13,0,21,51,8,0,51200,33,True,0,1,0,0
178206,0,13,0,20,71,7,0,71200,36,True,0,1,0,0
183752,74,13,0,21,72,7,0,7120,31,True,0,0,1,2
187158,73,13,1,22,71,7,0,6220,30,True,0,0,0,0
211917,0,13,0,20,61,7,0,51100,30,True,0,0,0,0
163294,71,13,1,22,71,8,0,7320,35,True,0,1,1,0
186623,71,13,0,20,71,8,0,7120,31,True,0,1,0,0
176475,0,13,0,20,73,7,0,72100,30,True,1,0,1,0
164163,74,13,1,20,72,7,0,7120,31,True,0,0,0,0
172020,0,13,1,22,73,8,0,72100,35,True,1,0,0,0
164180,0,13,0,21,73,7,0,7310,34,True,0,1,0,0
184500,0,13,1,20,73,8,0,7110,30,True,1,0,0,0
178962,0,13,0,21,74,7,1,7120,32,True,0,1,0,0
173637,0,13,1,21,74,7,0,7110,31,True,0,1,1,2
211228,0,13,0,21,12,7,0,52100,30,True,0,0,0,0
210619,21,13,0,21,22,7,0,3110,35,True,0,0,1,0
180162,0,13,1,21,73,8,0,7120,35,True,1,0,1,0
173108,0,13,1,20,72,7,0,71200,30,True,0,0,0,0
204846,0,13,1,21,71,2,0,6220,34,True,0,1,0,1
159512,0,13,0,20,41,1,0,4110,34,True,0,0,0,0
172479,72,13,0,20,74,8,0,7210,33,True,0,0,0,2
210881,0,13,0,20,22,8,0,1220,36,True,0,0,1,0
184323,0,13,1,22,72,8,0,7320,33,True,0,0,0,2
188884,0,13,0,21,73,7,0,6220,31,True,0,0,0,2
183196,0,13,1,20,74,7,0,6220,35,True,0,0,0,2
166055,71,13,1,20,73,8,0,7310,31,True,0,0,0,2
164340,0,13,1,21,71,7,0,7210,36,True,0,0,1,0
169405,0,13,0,21,71,7,0,62100,33,True,0,0,0,2
191214,74,13,1,21,73,8,0,73100,32,True,0,0,0,0
169506,0,13,1,22,73,7,0,7310,31,True,0,0,0,1
174711,0,13,1,20,74,8,0,7320,34,True,0,0,0,0
193173,0,13,0,22,74,7,0,72100,35,True,0,0,0,0
179584,0,13,1,21,74,8,0,72100,32,True,0,0,0,0
194648,71,13,1,22,73,8,0,73100,34,True,0,0,1,2
210173,0,13,1,21,32,8,0,6120,34,True,0,1,0,0
193344,0,13,0,20,74,7,0,7220,35,True,1,0,0,1
189080,73,13,1,21,74,8,0,7320,30,True,0,0,1,0
192596,0,13,0,22,73,7,0,7120,36,True,0,0,1,0
187808,72,13,0,20,72,7,0,6220,31,True,0,1,0,1
172710,0,13,0,21,74,7,0,6220,35,True,0,0,0,0
196697,0,13,1,22,71,7,1,7110,33,True,1,0,0,0
206022,0,13,0,22,31,5,0,7210,32,True,0,0,0,2
168303,74,13,1,22,74,8,0,7110,35,True,0,1,0,2
203313,71,13,1,22,74,8,0,5120,30,True,0,0,0,2
183396,0,13,0,22,73,8,0,7110,31,True,0,0,0,0
166779,73,13,1,21,74,7,0,7120,36,True,0,0,0,0
188819,0,13,1,21,73,7,0,7110,33,True,0,1,1,0
178640,0,13,1,21,73,8,0,72100,36,True,0,0,1,1
211178,0,13,1,22,51,7,0,1210,32,True,0,0,1,2
188723,0,13,1,21,74,7,1,6220,30,True,0,1,0,1
178952,0,13,0,21,74,8,0,71200,34,True,0,0,0,0
182001,71,13,1,21,73,7,0,73200,31,True,0,0,1,0
208135,72,13,0,22,73,6,0,3120,36,True,0,0,0,0
194616,0,13,0,22,72,7,0,73200,32,True,0,0,0,1
207275,0,13,0,20,61,6,0,62200,30,True,0,0,0,0
161942,0,13,1,21,71,8,0,7320,34,True,0,1,0,0
177273,74,13,0,22,73,8,0,73200,35,True,0,0,0,0
166571,71,13,0,20,74,7,0,72200,33,True,0,0,0,1
181878,0,13,1,20,74,8,0,7310,35,True,0,0,1,0
199732,0,13,0,21,73,7,0,7310,36,True,0,0,1,0
183549,73,13,1,20,74,7,0,73100,35,True,0,0,0,0
186857,0,13,1,21,71,8,0,7320,34,True,0,0,0,0
200916,12,13,0,22,11,8,0,73200,36,True,0,0,1,0
209698,72,13,0,22,72,4,0,11200,34,True,1,1,0,0
180250,73,13,0,20,72,8,0,7210,33,True,0,0,0,0
202683,0,13,0,20,73,7,0,42100,33,True,0,0,0,0
206964,0,13,1,20,42,6,0,72200,32,True,0,0,0,1
187261,0,13,1,20,72,7,0,7310,32,True,0,0,1,0
171109,0,13,1,20,73,8,0,62100,36,True,0,1,0,2
188027,74,13,0,20,73,8,0,72100,31,True,0,0,0,0
159614,0,13,0,20,61,2,0,32200,36,True,0,1,0,1
201789,0,13,0,21,11,7,0,7210,35,True,0,0,0,0
204471,0,13,1,22,73,3,0,7310,34,True,0,0,0,0
162537,71,13,1,22,72,8,0,72200,33,True,0,0,0,2
178689,74,13,1,20,73,8,0,62100,35,True,0,0,1,2
173874,0,13,1,21,73,7,1,7310,32,True,0,1,0,0
197258,0,13,1,22,74,7,0,7110,36,True,0,0,0,0
165804,72,13,1,22,74,7,0,72200,36,True,1,0,0,0
164022,0,13,0,22,73,7,0,71100,31,True,0,0,1,0
159657,0,13,1,21,42,2,0,6110,33,True,0,0,0,0
205008,0,13,1,22,74,2,0,7110,35,True,0,0,1,0
166721,72,13,1,22,71,7,0,71100,36,True,0,0,0,0
206396,0,13,1,21,22,5,0,6220,32,True,0,0,1,2
168609,71,13,0,21,72,7,0,72200,35,True,0,0,0,0
159415,0,13,0,20,51,3,0,3110,36,True,0,0,0,0
208776,0,13,0,21,74,3,0,31200,30,True,0,0,0,0
164837,73,13,0,20,73,7,0,72200,35,True,0,1,0,0
202543,74,13,1,21,72,7,0,31200,31,True,0,0,0,0
209509,0,13,0,20,71,2,0,2220,35,True,0,0,0,0
161711,71,13,1,20,74,8,0,72200,32,True,0,0,1,2
205030,0,13,0,20,71,3,0,72100,35,True,0,1,0,0
193124,74,13,1,22,73,8,0,62100,34,True,0,0,0,0
193729,74,13,1,21,74,7,0,73200,36,True,0,1,0,0
174230,0,13,1,22,74,8,0,73100,30,True,0,0,0,2
173532,0,13,0,20,74,8,0,72100,35,True,0,0,1,1
190353,0,13,0,22,73,7,0,62200,35,True,0,0,0,0
178143,71,13,0,20,72,7,0,71100,36,True,0,0,0,2
163652,73,13,1,21,73,7,0,7210,35,True,0,1,0,0
193002,74,13,0,22,72,8,0,7110,32,True,0,0,0,0
177960,73,13,1,22,71,8,0,7210,33,True,0,0,0,0
174822,0,13,1,21,73,8,0,6220,30,True,0,0,0,1
162825,73,13,1,22,73,8,0,71100,30,True,0,1,0,0
208196,0,13,0,21,73,6,0,52200,32,True,0,0,1,0
201478,11,13,1,21,41,8,0,7110,32,True,0,0,0,0
205045,0,13,0,21,72,5,0,7220,35,True,0,0,0,0
204454,0,13,0,20,72,2,0,62100,31,True,1,0,0,2
165661,74,13,1,21,74,7,1,7220,30,True,0,1,0,0
161064,72,13,1,21,74,8,0,7110,32,True,0,0,1,2
189462,72,13,1,22,73,8,0,7110,30,True,0,0,0,0
171407,0,13,1,22,74,8,0,73200,36,True,0,0,1,0
186717,0,13,1,22,74,8,0,7110,31,True,0,0,0,0
210196,0,13,0,20,11,8,0,51200,31,True,0,0,0,0
181986,0,13,1,20,71,8,0,62100,32,True,0,0,0,2
186763,0,13,1,21,71,8,0,7110,30,True,0,1,0,2
177612,73,13,0,22,74,8,0,7110,32,True,1,0,0,0
186981,0,13,1,22,74,7,0,6220,31,True,0,0,0,0
189062,0,13,0,22,72,8,0,7110,35,True,0,0,0,0
208346,71,13,0,22,73,4,0,2210,35,True,0,0,0,0
184510,0,13,1,22,73,8,0,7320,30,True,0,0,1,2
197787,0,13,0,21,74,8,0,62200,31,True,0,0,0,2
205621,0,13,0,21,74,5,0,72200,31,True,0,0,0,0
182860,71,13,1,20,73,7,0,73200,30,True,0,0,0,0
209784,73,13,0,21,73,6,0,2120,33,True,1,1,0,0
195413,74,13,0,21,72,7,0,7210,32,True,0,0,0,0
210443,12,13,0,22,31,8,0,12200,30,True,0,0,0,2
200586,0,13,1,22,41,7,0,7210,31,True,0,0,0,0
199280,0,13,1,20,71,8,0,7320,31,True,0,1,1,0
173890,0,13,0,21,74,8,0,6220,31,True,0,0,1,0
161080,72,13,1,21,74,8,0,72200,35,True,0,0,1,0
192782,0,13,0,20,72,7,0,72200,32,True,1,1,1,0
208072,0,13,1,21,71,6,0,6110,35,True,1,0,0,0
190780,0,13,1,22,74,7,0,6220,35,True,0,0,0,0
207760,62,13,1,20,11,1,0,71200,31,True,1,0,0,2
177591,74,13,1,22,72,8,0,7310,35,True,0,0,1,0
186220,72,13,0,20,72,8,0,7310,31,True,0,1,0,0
173668,0,13,1,20,74,7,0,72100,35,True,0,0,0,0
207099,51,13,0,21,61,3,0,7320,30,True,0,0,0,2
185221,72,13,0,20,73,8,0,7320,36,True,0,0,0,0
166609,0,13,1,22,74,8,0,62100,30,True,0,0,0,0
179013,0,13,0,20,73,8,0,62100,35,True,0,0,0,0
205048,71,13,0,21,74,4,0,71200,36,True,0,0,0,2
168054,0,13,1,22,74,8,0,71100,31,True,0,0,0,1
175628,72,13,0,21,74,7,0,62200,33,True,0,0,0,0
187722,0,13,0,20,71,7,0,72100,32,True,0,0,0,0
206943,42,13,1,21,62,4,0,72200,36,True,0,0,0,0
209115,72,13,0,21,74,2,0,4110,33,True,0,0,1,0
210631,41,13,0,22,62,7,0,3110,30,True,0,0,0,0
208183,0,13,0,21,71,1,0,12200,31,True,1,0,0,0
171974,0,13,0,20,74,8,0,71200,31,True,0,1,0,0
197626,71,13,1,22,74,8,0,7110,36,True,0,0,0,0
183848,73,13,1,22,71,7,0,6220,32,True,0,0,0,0
189706,0,13,0,20,73,7,0,7310,34,True,0,0,0,1
202567,73,13,1,21,73,7,0,4210,33,True,0,1,0,2
193615,0,13,1,20,72,7,0,7320,30,True,1,1,1,0
204123,73,13,1,20,74,6,0,71200,31,True,0,0,0,2
187088,0,13,1,21,71,7,0,73100,34,True,0,0,0,0
196785,0,13,1,21,74,7,0,71200,36,True,0,1,0,0
183320,0,13,1,22,71,8,1,7110,30,True,0,1,1,1
168921,72,13,0,20,72,7,0,6220,35,True,0,1,0,0
201905,0,13,1,20,42,8,0,72100,34,True,0,0,0,0
170670,0,13,0,20,73,8,0,72200,30,True,1,0,0,0
167936,71,13,0,22,73,8,0,7110,33,True,0,0,0,0
208069,73,13,1,22,74,6,0,4210,34,True,0,0,0,0
169455,72,13,1,21,73,7,0,6220,33,True,0,0,1,2
189120,73,13,0,21,72,8,0,62100,30,True,0,0,1,0
160889,0,13,1,21,74,7,0,7110,36,True,0,0,0,0
165605,72,13,1,20,72,7,0,7220,32,True,0,1,1,0
183417,74,13,1,22,73,8,0,7310,30,True,0,0,1,2
167941,73,13,1,22,73,7,0,73100,33,True,0,1,0,0
171118,0,13,1,21,74,8,0,7220,31,True,0,0,0,0
204575,71,13,1,21,72,6,0,7310,32,True,0,0,0,0
159472,0,13,0,20,21,6,0,42200,30,True,0,1,0,0
178739,0,13,1,22,74,8,0,71200,35,True,0,0,0,0
192304,0,13,0,21,71,8,0,7310,34,True,0,0,1,0
198165,0,13,0,20,73,8,0,73200,34,True,0,0,0,0
182188,0,13,1,20,73,8,0,71100,35,True,0,0,0,2
159789,0,13,0,20,42,4,0,12100,33,True,0,0,0,0
194620,0,13,0,21,73,7,0,7220,35,True,0,1,0,2
188290,0,13,0,21,73,7,0,72100,34,True,0,0,1,0
163359,0,13,0,21,72,8,0,71200,30,True,0,0,0,0
186510,74,13,1,20,74,7,0,7210,32,True,0,1,0,2
206174,61,13,1,22,62,2,0,73100,35,True,0,0,0,2
194176,0,13,1,20,73,8,0,7120,30,True,0,0,1,0
186797,0,13,1,20,72,7,0,62100,34,True,0,0,1,2
211278,42,13,1,20,51,7,0,52100,34,True,0,0,1,0
184995,0,13,1,22,74,8,0,71200,31,True,0,1,0,0
202012,0,13,0,22,71,7,0,4210,33,True,0,0,0,0
193699,0,13,0,20,73,7,0,73200,30,True,0,0,0,0
204675,0,13,0,20,73,2,0,7220,35,True,0,0,0,0
210959,21,13,0,21,12,7,0,2220,35,True,0,0,1,0
168351,0,13,1,22,74,7,0,6220,34,True,0,1,1,2
181452,74,13,0,22,74,7,0,71100,35,True,0,1,0,2
201952,22,13,1,22,51,8,0,72100,30,True,0,0,1,0
189260,0,13,0,22,71,8,0,62200,32,True,0,0,0,0
193160,71,13,0,20,73,7,0,7310,30,True,0,0,1,2
189481,72,13,1,20,74,7,0,7110,33,True,0,0,0,0
207125,42,13,0,21,62,1,0,73200,32,True,0,0,0,2
180205,0,13,0,21,74,7,0,71100,36,True,0,0,0,0
165493,0,13,0,20,72,7,0,7320,31,True,0,0,0,0
209535,0,13,0,20,73,6,0,2120,33,True,0,1,0,0
205550,73,13,1,22,72,2,0,73200,35,True,0,0,0,2
202197,0,13,0,21,72,7,0,61100,31,True,1,0,0,0
178868,74,13,0,21,71,8,0,72100,30,True,0,0,0,0
210648,62,13,1,22,32,7,0,42200,34,True,0,0,0,2
194507,0,13,1,22,74,8,0,7210,33,True,0,0,0,0
163424,0,13,1,21,72,8,0,7310,32,True,0,1,0,2
170693,72,13,1,22,74,8,0,62100,33,True,0,0,0,0
169327,74,13,1,20,74,7,0,73200,35,True,0,1,0,0
198790,0,13,0,21,72,7,0,62100,31,True,1,1,1,0
196873,0,13,0,21,73,8,0,72100,33,True,0,1,0,2
179835,74,13,0,21,73,8,0,7120,36,True,0,0,1,0
178861,71,13,1,21,74,7,0,71100,34,True,0,0,0,0
199389,0,13,0,22,72,8,0,62100,36,True,0,0,1,0
174198,72,13,1,20,73,7,0,7110,33,True,0,0,1,0
191007,0,13,0,21,74,8,0,62200,30,True,1,0,0,0
164552,71,13,1,21,71,7,0,7320,33,True,0,1,0,0
174549,0,13,0,22,74,8,0,62200,31,True,0,0,0,0
183715,72,13,1,22,73,7,0,62100,34,True,0,0,0,2
181264,0,13,1,22,73,8,0,73100,33,True,0,0,1,0
163381,73,13,0,22,71,7,0,7320,34,True,0,0,0,2
206680,12,13,1,20,52,1,0,62200,31,True,0,0,0,0
203161,72,13,1,20,74,8,0,51100,30,True,0,0,0,0
180034,0,13,0,20,72,7,0,7110,31,True,0,1,0,0
202534,0,13,1,20,74,8,0,22100,35,True,0,0,0,0
210746,0,13,0,20,22,8,0,5210,30,True,0,0,1,0
189971,73,13,0,22,73,7,0,72200,34,True,0,1,0,0
173576,0,13,0,21,72,7,0,72200,30,True,0,0,0,0
199391,73,13,1,22,72,8,0,7310,32,True,0,0,1,0
205715,0,13,0,22,73,5,0,62100,32,True,0,0,0,0
180220,71,13,1,20,73,8,0,7210,34,True,0,0,0,0
210055,22,13,1,20,21,8,0,42100,33,True,0,0,0,0
194580,0,13,1,21,73,8,0,7110,30,True,0,0,0,0
189954,72,13,1,20,74,7,0,73100,32,True,0,0,0,0
207183,0,13,0,20,51,4,0,71100,34,True,0,0,0,0
198386,71,13,1,21,74,8,0,6220,36,True,0,0,0,0
182593,73,13,0,21,71,8,0,72200,32,True,0,0,0,2
206198,42,13,0,22,31,2,0,71100,32,True,0,0,0,1
201524,12,13,0,22,52,7,0,7210,34,True,0,0,0,0
194518,74,13,1,21,73,8,0,7320,31,True,1,0,0,0
188422,72,13,1,22,74,8,0,62100,36,True,0,0,1,0
195704,71,13,0,22,71,7,0,7320,34,True,0,1,0,0
203369,74,13,1,20,71,8,0,52200,36,True,0,0,0,2
203521,0,13,1,21,71,8,0,2220,35,True,0,0,0,0
203004,71,13,1,20,71,7,0,2110,31,True,0,1,0,2
191999,0,13,0,22,73,8,0,73200,33,True,0,1,0,0
166229,0,13,1,20,71,7,0,7220,30,True,0,0,1,0
210474,0,13,0,22,51,7,0,4120,30,True,0,0,0,0
181184,72,13,0,20,73,8,0,6220,34,True,0,0,1,1
166251,72,13,0,20,73,8,0,7320,36,True,0,0,0,0
178115,0,13,1,21,73,8,0,62100,30,True,0,0,0,0
193853,0,13,0,20,73,8,0,6220,33,True,0,1,0,1
196867,72,13,0,20,72,7,1,7220,32,True,0,1,0,2
170354,0,13,0,21,72,7,0,62200,33,True,0,1,0,2
162376,71,13,1,20,74,7,0,7220,33,True,0,0,0,0
206395,12,13,1,20,52,5,0,7110,36,True,0,0,0,0
208857,73,13,1,21,73,4,0,5220,35,True,0,1,0,0
170874,0,13,1,21,71,7,0,7210,32,True,1,0,0,0
174914,74,13,1,20,71,7,0,7310,31,True,0,0,0,0
182176,0,13,0,20,74,8,0,73100,31,True,0,1,0,1
202808,71,13,0,20,71,8,1,2120,30,True,0,1,0,0
173976,0,13,1,21,71,8,0,7220,31,True,0,1,0,0
159954,0,13,0,20,51,2,0,52200,35,True,0,0,0,0
170151,0,13,0,22,71,7,0,72200,30,True,0,0,1,0
188196,0,13,1,22,71,8,0,72100,32,True,0,1,0,0
196616,74,13,0,22,72,8,0,73100,32,True,0,0,1,0
172864,0,13,0,21,73,8,0,7220,36,True,0,0,0,0
185153,0,13,1,20,73,7,0,71200,34,True,0,0,0,0
198328,0,13,0,21,73,7,0,71200,35,True,0,0,0,0
166915,0,13,0,20,72,7,0,7320,31,True,0,1,1,0
159960,0,13,1,20,51,1,0,11100,35,True,0,0,0,0
197993,72,13,0,21,71,8,0,7310,30,True,0,0,0,0
190226,71,13,0,20,73,8,0,71200,35,True,0,0,0,0
195143,71,13,0,20,74,8,0,62100,35,True,0,0,0,0
173642,74,13,0,22,74,7,0,7310,33,True,0,1,0,0
199612,0,13,1,20,72,8,0,7110,32,True,0,1,1,0
199734,0,13,0,20,72,7,0,7310,30,True,0,1,0,0
205067,0,13,1,20,73,3,0,62200,33,True,0,0,0,0
203067,74,13,1,21,72,7,0,4110,30,True,0,0,0,0
159757,41,13,0,20,12,3,0,21200,35,True,0,0,0,0
163616,0,13,0,22,71,7,0,7220,34,True,0,0,1,0
162569,72,13,0,22,74,8,0,73200,32,True,0,0,0,0
167774,0,13,1,21,71,8,0,6220,31,True,0,1,0,0
203894,0,13,0,20,73,8,0,1220,31,True,0,0,0,1
190938,71,13,0,20,74,7,0,7310,30,True,0,0,0,0
210971,0,13,0,20,41,7,0,41100,33,True,0,0,1,0
188666,0,13,1,22,72,8,0,6220,31,True,0,0,1,0
160850,72,13,0,20,73,7,0,7210,31,True,0,0,0,0
201650,51,13,0,20,22,8,0,6220,32,True,0,0,0,0
191476,71,13,0,20,71,7,1,7120,30,True,0,1,0,2
159214,0,13,1,21,31,1,0,61100,31,True,0,0,0,0
186226,0,13,1,21,74,7,0,72100,32,True,0,0,1,2
180831,73,13,1,22,73,8,0,7320,31,True,0,1,0,0
