,prj_led,admin_roles,isEmployee,type,rsc_prj,rsc_department,proprietary,task,activity,action,user_task_corr,user_prj_corr,user_department_corr,expertise
58765,0,11,0,21,42,2,0,61100,36,True,0,1,0,1
94461,0,11,1,21,41,4,0,4210,32,True,1,0,0,0
75535,41,11,1,21,42,3,0,3220,34,True,0,0,0,0
54232,0,11,0,20,62,4,0,7110,35,True,0,0,1,2
70431,0,11,1,21,31,3,0,3110,33,True,0,0,0,0
67775,42,11,0,20,41,3,0,42100,34,True,0,0,1,0
85726,32,11,0,22,42,4,0,41200,31,True,0,0,0,2
63870,0,11,0,22,31,4,0,72100,36,True,1,0,0,0
82228,41,11,1,21,32,4,0,4120,32,True,0,0,0,0
53363,74,11,1,20,12,4,0,7120,30,True,0,0,0,0
85822,0,11,1,21,32,4,0,32100,31,True,0,1,0,1
70654,0,11,1,21,32,4,0,41100,36,True,0,0,0,0
60610,0,11,0,20,32,5,0,22200,36,True,0,1,0,0
101341,41,11,1,20,32,3,0,4110,31,True,0,0,0,0
65959,0,11,1,20,32,3,0,3220,36,True,0,1,0,0
63679,0,11,1,21,31,4,0,7320,30,True,0,0,0,0
55463,11,11,0,22,22,2,0,4210,30,True,0,0,0,2
74910,0,11,0,20,41,4,0,32100,30,True,0,0,0,2
103725,0,11,1,20,31,3,0,41200,32,True,0,1,0,0
95085,42,11,1,20,41,3,0,3120,30,True,0,0,0,0
60859,42,11,0,20,31,1,0,41100,32,True,0,0,0,0
77137,31,11,1,21,31,4,0,41200,34,True,0,1,1,2
84146,0,11,0,21,32,4,0,3120,34,True,0,1,0,0
73718,0,11,1,22,42,4,0,32200,31,True,0,0,0,0
70857,42,11,0,21,41,4,0,42100,30,True,0,0,0,0
104825,0,11,0,21,42,4,0,3120,30,True,0,0,0,0
83840,42,11,0,21,31,3,0,3110,30,True,0,0,1,0
56303,11,11,0,20,72,5,0,42100,36,True,0,0,0,0
55842,0,11,1,20,72,8,0,42100,33,True,0,0,0,0
100197,32,11,0,20,42,3,0,3220,32,True,0,0,0,0
81687,31,11,1,21,32,3,0,4110,36,True,0,0,0,0
102351,41,11,1,21,42,4,0,22200,31,True,0,0,0,0
98048,0,11,1,20,42,4,0,41100,33,True,0,1,1,0
103182,31,11,1,20,31,4,0,22200,30,True,0,1,1,2
62494,12,11,0,21,22,4,0,3120,36,True,0,0,0,0
64162,0,11,1,22,31,4,0,6210,31,True,0,0,0,0
75422,0,11,1,21,31,4,0,32200,30,True,0,1,0,2
71321,0,11,1,21,32,4,0,31100,34,True,0,1,0,0
91471,41,11,1,20,31,3,0,31100,34,True,0,0,1,0
90662,0,11,1,20,32,4,0,4110,31,True,0,0,0,0
105452,0,11,1,20,51,5,0,7310,30,True,0,0,0,0
68614,42,11,1,22,42,3,0,3120,33,True,0,1,0,1
103840,32,11,1,22,41,4,0,4110,34,True,0,0,1,0
89213,42,11,0,22,42,3,0,3220,32,True,0,1,0,0
59274,32,11,0,21,32,2,0,3120,34,True,0,1,0,0
91612,42,11,1,21,42,3,0,3110,31,True,0,1,0,0
103223,0,11,1,21,42,4,0,41100,30,True,0,0,0,2
88120,41,11,1,22,41,3,0,4120,33,True,0,1,0,0
94139,0,11,1,22,32,4,0,3220,33,True,0,1,0,0
90200,32,11,1,21,32,4,0,3220,33,True,0,1,1,0
99194,0,11,1,20,41,3,1,41100,30,True,0,1,0,0
82526,0,11,1,22,41,4,0,32100,32,True,0,0,0,0
80345,41,11,1,20,31,3,0,3110,33,True,0,0,0,2
90294,41,11,0,20,42,4,0,41200,34,True,0,0,0,0
101506,32,11,1,20,32,3,1,42100,30,True,0,1,0,0
62803,0,11,1,22,52,4,0,4110,35,True,0,0,0,0
88235,0,11,1,20,42,3,0,3220,34,True,0,0,1,2
56698,0,11,1,20,52,5,0,3110,34,True,0,0,1,1
76368,32,11,0,20,31,3,0,41100,36,True,0,0,0,0
58456,0,11,1,20,32,5,0,6220,33,True,0,1,0,0
99418,32,11,0,21,32,4,0,42100,33,True,0,1,1,0
95046,0,11,1,20,32,4,0,3210,35,True,0,0,0,2
69266,0,11,0,21,42,4,0,31200,36,True,0,0,1,0
84934,0,11,1,22,42,3,0,3210,36,True,0,0,0,0
97217,41,11,1,20,32,3,0,4110,33,True,0,0,1,2
87402,42,11,1,20,32,4,0,31200,35,True,0,0,1,0
70386,0,11,1,20,42,4,0,22200,36,True,0,1,0,0
56806,0,11,0,22,62,1,0,32100,31,True,0,0,0,2
85566,31,11,1,21,32,3,0,32100,36,True,0,0,0,0
61008,0,11,1,20,22,4,0,3210,30,True,0,0,0,0
90441,0,11,0,22,42,3,0,41100,34,True,0,0,0,0
87761,32,11,0,21,41,4,0,3220,34,True,0,0,0,0
93538,0,11,1,22,31,3,0,41200,33,True,0,1,0,0
89928,41,11,0,21,31,4,0,4120,33,True,0,0,0,0
93780,42,11,0,21,41,4,0,41100,36,True,0,0,0,2
75166,0,11,0,21,32,3,0,31200,31,True,0,0,0,0
64674,41,11,1,21,32,4,0,12100,34,True,0,0,0,0
57053,41,11,1,21,42,8,0,52200,35,True,0,0,0,0
71267,31,11,1,21,42,3,0,3120,32,True,0,0,1,0
57214,0,11,0,21,32,5,0,22100,31,True,0,0,0,2
73946,0,11,0,21,42,3,0,4210,34,True,0,1,0,0
103608,0,11,1,20,32,3,0,41100,32,True,1,0,0,0
88071,32,11,0,21,32,3,0,41100,33,True,0,1,1,0
75066,0,11,1,20,31,3,0,3210,32,True,0,0,0,0
61554,0,11,0,21,74,4,0,4210,35,True,0,0,0,0
84096,0,11,0,21,42,4,0,4120,36,True,0,0,1,1
74163,31,11,0,21,32,4,0,3220,30,True,0,0,1,0
53104,51,11,1,22,71,4,0,1220,31,True,0,0,1,0
59454,0,11,1,20,31,6,0,32200,34,True,0,1,0,0
86639,0,11,0,22,42,3,0,3210,33,True,0,1,0,0
65632,0,11,1,20,42,4,0,31100,33,True,0,0,0,0
77340,42,11,0,21,41,4,0,4120,31,True,0,0,1,0
74206,0,11,1,21,41,3,0,31200,35,True,0,0,0,2
55132,0,11,0,20,51,1,0,31100,31,True,0,0,0,0
53775,12,11,0,22,12,3,0,11100,34,True,0,1,0,1
78734,0,11,1,21,41,4,0,32200,33,True,0,0,1,2
75657,0,11,0,21,32,3,0,32200,36,True,0,0,0,0
82019,0,11,1,20,41,3,0,31100,32,True,0,0,0,0
77912,0,11,0,21,31,3,0,4110,35,True,0,0,0,2
84030,0,11,0,20,42,3,0,3110,30,True,0,1,0,0
100063,0,11,1,21,31,3,0,41200,30,True,0,0,0,2
83832,0,11,1,21,42,4,0,31200,32,True,0,0,0,2
66190,41,11,1,21,41,3,0,31200,35,True,0,1,0,0
100518,0,11,0,21,32,3,0,32100,35,True,0,0,0,2
73069,42,11,1,21,32,3,0,4110,33,True,1,0,1,0
90678,41,11,1,20,41,4,1,3210,30,True,0,1,0,2
105128,0,11,1,22,61,8,0,7120,35,True,0,0,0,0
59643,31,11,1,21,32,1,0,32200,31,True,0,0,0,0
65499,0,11,0,22,42,4,0,3220,36,True,1,1,0,0
89417,31,11,0,20,41,4,0,4120,33,True,0,0,0,2
84216,0,11,1,20,31,4,0,3120,33,True,0,0,0,0
65136,0,11,1,22,32,3,0,42100,33,True,0,0,0,2
71064,0,11,0,21,31,3,0,4110,35,True,0,1,1,0
84856,42,11,1,20,42,3,0,22200,31,True,0,1,0,0
89351,0,11,0,21,31,4,0,4210,35,True,0,0,0,0
84523,42,11,1,22,31,4,0,31100,36,True,0,0,1,0
104927,0,11,1,21,41,3,0,22200,34,True,0,1,1,0
55436,0,11,0,20,51,8,0,3220,35,True,0,0,0,0
87492,41,11,1,22,41,3,0,32200,30,True,0,1,0,0
61045,0,11,0,22,21,3,0,3110,30,True,0,1,0,2
81373,42,11,1,22,41,4,0,41100,30,True,0,0,0,0
102408,32,11,1,20,32,3,0,31200,32,True,0,1,1,2
103633,42,11,0,22,31,3,0,32100,33,True,0,0,0,0
81091,0,11,1,22,41,3,0,31100,35,True,0,0,0,0
55519,51,11,0,22,72,5,0,3210,35,True,0,0,1,0
88984,0,11,0,22,41,4,0,4110,32,True,0,0,0,0
101190,42,11,1,20,42,4,1,3220,32,True,0,1,0,0
63458,0,11,1,21,31,4,0,71200,34,True,0,0,0,0
61174,0,11,1,20,74,3,0,41200,34,True,0,0,0,0
61700,12,11,0,20,71,4,0,31200,32,True,0,0,0,0
94214,0,11,1,22,32,3,0,22200,31,True,0,1,0,1
101524,0,11,1,20,42,4,0,4110,34,True,0,1,1,0
98623,32,11,0,21,42,4,0,4110,36,True,0,0,0,0
84973,32,11,0,22,32,3,0,3110,36,True,0,1,0,0
99790,0,11,1,21,41,3,0,42100,35,True,0,0,0,2
81817,0,11,0,21,42,4,0,41100,36,True,0,0,0,0
97376,0,11,0,20,41,4,0,41100,33,True,0,0,0,0
80057,42,11,0,20,31,3,0,41200,35,True,1,0,1,1
68411,41,11,1,21,31,4,0,4120,31,True,0,0,0,0
103043,41,11,0,22,32,3,0,42100,33,True,0,0,1,0
93680,0,11,0,22,41,3,1,3110,35,True,0,1,0,1
58595,42,11,1,20,32,8,0,1210,34,True,0,0,0,2
100718,41,11,1,21,32,3,0,31200,35,True,0,0,1,0
87164,42,11,1,22,42,3,0,31200,33,True,0,1,1,0
60711,0,11,1,20,31,1,0,3120,36,True,0,0,0,0
54066,51,11,0,20,11,3,0,7210,35,True,0,0,1,1
83350,41,11,1,22,31,4,0,42100,36,True,0,0,0,0
75680,42,11,0,22,41,3,0,4210,32,True,0,0,0,0
61379,0,11,0,22,21,4,0,32200,33,True,0,1,0,1
62301,71,11,0,22,71,3,0,41200,32,True,0,1,0,0
65407,31,11,0,20,32,3,0,42100,33,True,0,0,0,0
86816,32,11,0,22,42,3,0,3110,36,True,1,0,0,2
68533,42,11,0,20,42,4,1,41200,30,True,0,1,0,0
88524,0,11,0,22,41,4,0,42100,36,True,0,0,0,0
74404,31,11,1,21,42,3,0,32100,33,True,0,0,0,2
61236,0,11,1,21,71,3,0,32100,32,True,0,1,0,0
68050,0,11,1,21,41,3,0,4210,30,True,0,0,0,0
82664,0,11,1,20,41,4,0,31200,32,True,0,0,0,0
97659,0,11,1,22,41,4,0,3210,33,True,0,1,1,2
86677,0,11,0,22,31,4,0,3120,36,True,0,0,0,2
105739,73,11,0,21,11,1,0,5220,31,True,0,0,0,0
55448,22,11,0,22,62,7,0,3120,34,True,0,0,0,1
53805,62,11,1,20,62,3,0,2110,36,True,0,1,1,0
94887,0,11,1,20,31,3,0,31100,33,True,0,0,0,0
57999,0,11,1,22,32,6,0,73100,32,True,0,1,0,0
67876,31,11,0,20,41,3,0,31200,31,True,0,0,0,0
102482,0,11,0,21,42,3,0,4110,33,True,0,0,0,0
72138,41,11,0,21,32,3,0,3110,31,True,0,0,0,0
99550,41,11,0,22,32,4,0,32200,31,True,0,0,1,0
79249,32,11,0,21,31,3,0,31100,35,True,0,0,1,0
75219,41,11,0,20,41,3,0,4210,33,True,1,1,0,0
97084,0,11,1,22,41,4,0,4110,35,True,0,0,0,0
66061,0,11,0,20,32,4,0,32200,32,True,0,1,0,2
94769,41,11,1,21,41,4,0,32100,32,True,0,1,0,2
105446,0,11,1,21,72,1,0,7320,32,True,0,0,1,1
95127,0,11,0,21,41,3,0,22200,35,True,0,0,0,0
72107,31,11,1,21,32,4,0,4120,34,True,0,0,0,2
59707,0,11,0,21,42,1,0,3220,30,True,0,0,0,0
99963,42,11,0,20,32,3,0,32100,32,True,0,0,0,2
88594,32,11,0,21,31,3,0,3110,32,True,0,0,0,0
85626,0,11,0,20,42,3,0,3210,33,True,0,1,1,0
103950,0,11,0,22,31,3,0,3210,31,True,0,1,0,0
54391,12,11,0,20,52,3,0,4220,34,True,0,0,0,0
85318,0,11,1,22,42,4,1,22200,33,True,1,0,0,0
55866,0,11,0,22,62,2,0,3110,34,True,0,0,0,0
97203,0,11,1,22,42,4,0,3210,32,True,0,1,0,2
77658,0,11,0,21,41,4,0,3210,33,True,0,0,0,0
89688,42,11,0,21,41,3,0,4120,34,True,0,0,0,0
103245,0,11,1,22,31,4,0,41200,30,True,0,0,0,0
94485,41,11,0,20,41,3,0,3220,31,True,0,1,0,0
88313,0,11,0,22,31,3,0,4120,34,True,0,0,0,0
96917,32,11,1,20,31,4,0,22200,32,True,0,0,0,0
82909,0,11,1,20,31,4,0,3120,36,True,0,0,1,2
81868,42,11,0,22,31,4,0,4210,35,True,0,0,0,0
94878,0,11,1,20,31,3,0,31200,30,True,0,0,1,2
75866,0,11,0,22,42,4,0,4120,34,True,0,1,0,2
80366,0,11,0,20,42,4,0,31100,34,True,0,0,0,2
88531,0,11,0,20,42,3,0,31200,31,True,0,0,1,0
72788,0,11,0,21,32,3,1,32100,30,True,0,1,0,0
63906,42,11,0,22,32,3,0,51100,34,True,0,0,0,0
100194,0,11,1,22,31,4,0,41100,31,True,0,0,0,2
82854,0,11,1,20,41,3,0,4110,34,True,0,0,1,0
73694,41,11,0,20,42,4,0,32100,33,True,0,0,1,0
99336,0,11,0,20,31,3,0,4210,34,True,0,1,0,2
85244,0,11,1,21,42,3,0,3220,33,True,0,0,0,0
95946,32,11,0,22,32,3,0,41100,31,True,0,1,1,0
79573,41,11,0,20,32,4,0,3210,34,True,0,0,0,0
104118,32,11,1,21,41,3,0,31100,33,True,0,0,0,0
99709,32,11,0,22,31,4,0,41200,32,True,0,0,1,0
74293,41,11,0,22,41,3,1,32200,35,True,0,1,0,0
101697,0,11,1,22,32,4,0,32100,35,True,1,1,0,0
61995,71,11,1,22,22,4,0,4210,35,True,0,0,0,0
71628,0,11,1,22,32,3,0,32200,31,True,0,0,0,0
83691,41,11,0,22,32,4,0,4110,32,True,0,0,1,0
60661,0,11,1,22,31,5,0,31200,31,True,0,1,0,0
98233,32,11,1,21,41,4,0,4210,30,True,0,0,0,1
66602,42,11,1,22,31,4,0,4120,30,True,0,0,0,0
91084,0,11,1,21,32,4,0,31100,36,True,0,0,0,0
58780,41,11,0,22,31,5,0,6120,33,True,0,0,0,0
66671,0,11,1,21,32,4,0,3210,31,True,0,1,0,2
104233,0,11,0,22,31,3,0,3120,36,True,0,0,0,0
83835,42,11,0,21,41,4,0,31200,31,True,0,0,0,0
54319,71,11,1,20,71,3,0,22100,34,True,0,1,0,0
57310,0,11,0,22,41,6,0,2110,31,True,0,1,0,0
57219,42,11,0,21,32,7,0,7210,36,True,0,0,0,0
103280,32,11,1,21,32,3,0,3120,31,True,0,1,0,0
56219,0,11,1,22,62,2,0,32200,34,True,0,0,0,0
84214,42,11,1,21,42,4,0,32100,30,True,0,1,0,0
90073,0,11,0,22,32,4,1,32200,35,True,0,1,0,2
78639,32,11,0,20,31,3,0,41200,33,True,0,0,0,0
59313,0,11,0,20,32,1,0,4120,35,True,0,0,0,0
53869,11,11,1,22,61,3,0,61100,31,True,0,0,0,0
97073,32,11,0,21,42,4,0,4110,30,True,0,0,0,0
61133,72,11,1,21,74,3,0,3210,35,True,0,0,0,0
53030,0,11,1,21,52,4,0,42200,34,True,0,0,0,0
64723,32,11,1,21,41,3,0,71200,34,True,0,0,1,0
98178,42,11,1,21,32,3,0,3220,31,True,0,0,0,2
86786,41,11,0,20,32,4,0,32200,36,True,0,0,0,0
68090,31,11,0,22,41,4,0,3110,30,True,0,0,0,1
98541,32,11,1,22,32,4,0,22200,33,True,0,1,0,0
72034,41,11,1,21,32,4,0,31200,35,True,1,0,1,0
66956,0,11,1,20,31,3,0,4120,32,True,0,0,0,0
67447,31,11,1,20,42,3,0,3110,31,True,0,0,0,0
80155,0,11,1,20,42,4,0,22200,36,True,0,0,0,0
101377,32,11,1,20,42,3,0,3110,30,True,0,0,1,2
87939,41,11,1,20,32,4,0,41200,35,True,0,0,1,0
71697,0,11,0,20,31,4,0,4110,35,True,0,1,0,0
97729,41,11,0,21,41,3,0,41200,34,True,0,1,0,0
67711,0,11,0,20,31,3,0,4110,33,True,0,0,0,1
77170,31,11,1,22,42,4,0,3120,34,True,0,0,0,0
100436,0,11,0,22,41,4,0,3220,32,True,0,0,0,0
80796,32,11,0,20,32,3,0,32200,34,True,0,1,1,0
79817,41,11,1,22,32,3,0,4120,32,True,0,0,1,2
105470,0,11,0,21,52,1,0,61200,32,True,0,0,0,1
101421,0,11,0,20,31,3,0,3110,30,True,0,0,1,0
79108,42,11,0,20,31,4,0,3110,33,True,0,0,0,0
60683,41,11,1,20,31,7,0,32100,31,True,0,0,0,0
81059,41,11,0,21,31,4,0,4110,31,True,0,0,1,0
58908,42,11,0,20,32,2,0,61200,36,True,0,0,0,0
69934,42,11,0,22,42,4,0,41200,31,True,0,1,0,0
61584,0,11,1,21,71,3,0,41200,36,True,0,0,0,2
54374,51,11,0,22,73,3,0,2210,36,True,0,0,0,0
96837,0,11,0,20,41,4,0,4210,36,True,0,0,0,0
78975,32,11,1,21,41,4,0,41100,35,True,0,0,1,2
82317,0,11,1,20,42,4,0,42100,34,True,0,0,1,2
63851,41,11,0,20,41,3,0,73200,31,True,0,1,1,0
71603,32,11,1,21,42,3,0,31100,36,True,0,0,0,2
53894,0,11,0,21,74,3,0,7110,36,True,0,0,1,0
83011,42,11,0,21,32,3,0,22200,35,True,0,0,1,0
88475,32,11,0,21,41,3,0,41100,32,True,0,0,0,0
89537,41,11,1,22,42,3,0,41100,34,True,0,0,0,0
65443,0,11,0,20,41,3,0,3210,35,True,0,0,0,2
62674,52,11,1,20,21,4,0,4110,33,True,0,0,0,0
103404,0,11,1,20,31,4,0,41200,33,True,0,1,0,2
89642,41,11,1,21,41,4,0,42100,36,True,0,1,1,0
63868,32,11,1,21,32,4,1,21200,30,True,0,1,0,0
95098,0,11,0,21,42,3,0,3220,34,True,0,0,0,0
76636,32,11,0,20,42,3,0,3110,36,True,0,0,0,0
87488,41,11,1,20,32,4,0,32200,30,True,0,0,0,0
82991,41,11,0,20,42,4,0,4120,33,True,0,0,0,1
97149,0,11,0,20,31,4,0,3220,31,True,0,0,0,0
72211,0,11,1,20,41,3,0,22200,31,True,1,0,0,2
82915,32,11,1,21,42,3,0,4210,32,True,0,0,0,0
64031,32,11,1,21,42,4,0,5220,33,True,0,0,1,2
55093,0,11,0,20,12,2,0,3110,32,True,0,0,0,0
101414,0,11,0,22,32,4,0,4210,33,True,0,0,0,0
99683,41,11,0,21,41,3,1,32200,30,True,0,1,0,2
74574,42,11,0,21,32,4,0,41200,30,True,0,0,0,2
81940,41,11,0,22,41,3,0,32100,31,True,0,1,0,0
58881,0,11,1,22,42,8,0,71100,31,True,0,0,1,2
70295,0,11,1,21,31,3,0,32200,34,True,0,0,0,0
71048,41,11,0,21,42,4,0,41100,30,True,0,0,0,1
80761,42,11,0,20,42,3,0,3220,33,True,0,1,0,0
76084,32,11,1,22,42,4,0,32100,36,True,0,0,0,0
54381,22,11,1,20,21,3,0,11100,35,True,0,0,1,0
79821,42,11,0,22,41,4,0,3210,33,True,0,0,0,0
81304,31,11,1,22,42,3,0,3210,36,True,0,0,0,1
72672,0,11,1,22,42,3,0,41200,36,True,0,0,1,0
92631,31,11,1,20,32,3,0,32200,36,True,0,0,0,0
76714,31,11,0,22,31,3,0,3110,33,True,0,1,1,0
95857,0,11,1,21,32,3,0,3210,31,True,0,0,1,2
94608,31,11,0,22,32,4,0,32100,30,True,0,0,0,0
95246,0,11,0,20,31,3,0,32200,36,True,0,0,0,0
60116,32,11,1,20,42,5,0,3110,32,True,0,0,0,0
100805,31,11,1,21,31,4,0,32100,30,True,0,1,1,0
84984,32,11,1,21,32,3,0,31200,34,True,0,1,0,0
54935,0,11,0,21,21,3,0,5120,31,True,0,0,0,1
72388,0,11,1,21,42,4,0,41100,36,True,0,0,1,0
55959,0,11,0,21,22,7,0,31100,32,True,0,0,0,2
58120,0,11,0,22,42,5,0,62100,31,True,0,0,0,0
54215,0,11,0,22,73,3,0,7210,32,True,0,0,0,1
55515,0,11,0,20,21,2,0,4110,33,True,0,0,0,0
95781,42,11,1,20,41,3,0,31200,33,True,0,0,0,1
69636,0,11,0,22,41,4,0,4110,32,True,1,0,0,0
60064,32,11,1,21,31,1,0,41200,31,True,0,0,1,0
61252,0,11,0,22,22,4,0,3210,32,True,0,0,0,1
89332,32,11,0,20,42,4,0,31200,35,True,0,0,1,0
69267,0,11,0,21,31,3,0,42100,32,True,0,0,1,0
71733,41,11,1,20,32,4,0,32100,30,True,0,0,1,0
93999,0,11,0,21,32,4,0,41100,33,True,0,1,0,0
56233,0,11,0,21,71,7,0,31100,31,True,0,0,0,0
79424,32,11,1,20,41,4,0,41200,32,True,1,0,0,1
80245,32,11,0,22,32,3,1,3120,35,True,0,1,0,0
73924,0,11,0,22,31,4,0,3120,30,True,0,0,0,0
55963,51,11,0,20,71,1,0,4110,35,True,0,0,1,0
66431,31,11,0,21,31,3,0,41100,33,True,0,1,0,2
68368,0,11,0,21,41,4,0,31100,36,True,0,1,1,0
81655,42,11,1,21,31,3,0,4110,34,True,0,0,1,0
86299,0,11,0,20,42,4,1,31200,30,True,1,1,0,0
90961,0,11,0,20,32,4,0,3120,32,True,0,0,0,1
89699,0,11,1,20,32,4,0,3120,33,True,0,1,0,0
72354,31,11,0,22,42,4,0,31100,31,True,0,0,0,0
84337,0,11,1,21,32,3,0,32200,36,True,0,0,0,2
102644,0,11,0,22,41,4,0,41100,31,True,0,0,0,0
58300,0,11,1,22,42,8,0,2120,34,True,0,0,0,0
99254,0,11,0,20,42,4,0,3110,30,True,0,0,1,0
76045,41,11,1,21,32,4,0,3120,31,True,0,0,0,0
71718,41,11,1,22,32,3,0,32200,33,True,1,0,0,0
81701,0,11,0,22,32,4,0,3120,30,True,0,0,0,0
57350,0,11,0,21,31,8,0,21100,30,True,0,0,0,0
81110,0,11,1,21,41,3,0,32200,33,True,0,0,0,0
77945,31,11,1,20,42,3,0,4210,31,True,0,0,0,0
87040,42,11,0,20,42,3,0,3110,34,True,0,1,0,0
81638,41,11,0,21,32,3,0,31100,30,True,0,0,1,0
63788,0,11,0,21,42,4,0,2120,36,True,0,0,0,0
57467,31,11,1,22,32,8,0,11100,35,True,0,0,0,0
76917,42,11,0,21,42,4,0,31100,35,True,0,1,0,0
58489,42,11,0,22,32,5,0,52100,35,True,0,0,0,0
105385,0,11,1,22,72,7,0,6110,36,True,0,0,0,0
68764,0,11,0,21,41,3,0,32200,36,True,0,0,0,0
95480,32,11,0,22,41,4,0,4110,35,True,1,0,1,0
73598,32,11,1,20,31,3,0,41100,33,True,0,0,1,0
94984,31,11,1,21,31,4,0,22200,31,True,0,1,0,0
69939,41,11,1,22,32,3,0,41200,35,True,0,0,0,1
98161,0,11,0,22,31,3,0,3120,31,True,0,0,0,0
95930,32,11,1,21,41,4,0,42100,30,True,0,0,0,0
66831,0,11,0,20,31,4,0,3110,34,True,0,0,0,0
70812,0,11,1,22,31,3,0,22200,35,True,0,0,1,0
103191,0,11,1,21,31,4,0,31100,35,True,0,1,0,0
103990,41,11,1,22,42,3,0,31100,36,True,0,0,0,0
78218,0,11,0,21,32,3,0,41100,30,True,0,0,0,0
95899,32,11,1,20,31,4,0,42100,34,True,0,0,0,0
73368,31,11,0,22,41,3,0,3220,31,True,0,0,0,0
100712,0,11,0,22,31,3,0,41100,31,True,1,0,0,1
76929,0,11,0,21,31,3,0,3110,35,True,1,1,0,0
84718,32,11,0,22,41,3,0,4210,35,True,0,0,0,0
88865,42,11,1,21,31,4,0,3110,33,True,0,0,0,0
98765,0,11,0,20,42,3,0,41200,35,True,0,0,0,0
90130,32,11,0,22,42,3,0,3220,34,True,0,0,0,0
90067,0,11,1,22,32,4,0,31100,34,True,0,0,1,0
53039,22,11,0,22,74,4,0,1110,34,True,0,0,0,0
96125,31,11,0,21,41,3,0,32200,32,True,0,0,0,2
62440,0,11,1,22,72,3,0,4210,30,True,0,0,0,1
60989,32,11,1,20,31,2,0,32100,34,True,0,0,0,2
60694,42,11,1,20,31,7,0,42100,32,True,0,0,0,2
63282,0,11,0,20,41,3,0,5220,31,True,0,0,1,0
69512,0,11,1,21,31,3,0,3120,33,True,0,0,0,0
85410,42,11,0,21,42,4,0,3220,30,True,0,1,0,0
92700,32,11,1,21,32,3,0,4210,35,True,0,1,0,0
70443,42,11,1,20,42,4,0,22200,31,True,0,1,0,0
67594,42,11,0,22,31,4,0,3110,33,True,0,0,0,2
89615,0,11,0,20,32,4,0,41100,32,True,0,0,0,0
102756,32,11,0,22,31,3,0,31200,34,True,0,0,0,0
72005,0,11,0,20,41,4,0,3120,34,True,1,0,0,0
80330,42,11,1,22,31,4,0,3120,32,True,0,0,0,0
65678,41,11,1,22,41,3,0,42100,35,True,0,1,0,0
62407,71,11,0,21,52,3,0,3120,33,True,0,0,1,2
64216,42,11,1,22,41,3,0,73200,36,True,0,0,0,0
96009,32,11,0,20,32,3,0,41200,36,True,0,1,0,2
54672,0,11,0,22,52,3,0,1220,30,True,0,0,0,2
71465,0,11,1,22,32,3,0,41200,30,True,0,0,0,0
105676,51,11,0,21,21,2,0,1120,34,True,0,0,0,0
