,prj_led,admin_roles,isEmployee,type,rsc_prj,rsc_department,proprietary,task,activity,action,user_task_corr,user_prj_corr,user_department_corr,expertise
16816,0,10,0,21,11,1,0,11100,34,True,1,0,0,2
25716,0,10,0,21,11,6,0,12100,31,True,0,0,0,0
2300,0,10,0,20,22,1,0,1120,34,True,0,0,0,2
22582,74,10,0,21,61,2,0,31200,33,True,0,0,0,0
17298,0,10,1,21,11,2,0,12100,36,True,0,0,0,1
9430,0,10,1,20,21,1,0,2120,32,True,0,1,0,0
20725,42,10,0,22,32,5,0,11200,30,True,0,0,0,0
3306,0,10,0,21,21,1,0,21100,35,True,0,0,0,2
7123,0,10,1,22,12,2,0,2210,34,True,0,0,0,0
16824,0,10,0,20,12,2,0,2120,31,True,0,0,0,0
25709,0,10,0,22,11,6,0,21200,30,True,0,0,0,0
20944,0,10,0,22,61,6,0,1120,33,True,0,0,0,1
20206,0,10,0,20,51,8,0,5120,33,True,0,0,0,0
562,0,10,0,22,11,1,0,12100,34,True,0,1,0,0
14882,22,10,1,22,22,2,0,2210,30,True,0,1,0,0
17172,0,10,0,21,22,1,0,21100,36,True,0,1,0,0
24605,0,10,1,21,21,2,0,52100,34,True,0,0,0,0
14165,0,10,1,22,22,1,0,21200,35,True,0,1,1,2
13765,0,10,0,20,22,2,0,1210,33,True,0,1,0,0
5929,21,10,0,20,21,2,0,21200,36,True,0,1,0,2
5957,0,10,0,22,12,1,0,12200,33,True,0,0,0,2
1736,0,10,0,21,12,2,0,2110,30,True,0,0,0,0
8854,21,10,0,21,11,2,0,21100,36,True,0,0,1,2
15572,0,10,0,20,12,2,0,21200,32,True,0,0,0,0
21231,73,10,0,22,32,7,0,1220,34,True,0,0,0,0
182,0,10,1,21,11,1,0,12100,32,True,0,1,0,0
25439,11,10,1,20,11,2,1,6210,32,True,0,1,0,1
852,12,10,1,22,21,1,0,2110,33,True,0,0,0,0
14430,21,10,1,20,22,1,0,2120,31,True,1,0,0,2
1246,0,10,0,20,12,2,0,1120,36,True,1,1,0,0
26438,21,10,1,21,22,7,0,2220,30,True,0,0,0,0
24266,0,10,1,21,51,2,0,1110,34,True,0,0,1,0
25582,0,10,0,22,22,5,0,21200,33,True,0,0,0,0
25323,0,10,0,21,11,2,0,31100,31,True,0,1,0,1
6818,0,10,1,20,22,1,1,2220,30,True,0,0,1,2
7770,0,10,0,22,22,1,0,11200,31,True,0,1,0,0
820,12,10,0,21,22,2,0,1210,36,True,0,0,0,0
15442,22,10,1,22,22,2,0,11100,34,True,0,1,0,0
9836,12,10,0,21,12,2,0,21200,36,True,0,1,0,0
12650,12,10,0,21,22,1,0,11200,30,True,0,0,0,1
9732,21,10,1,22,12,1,0,2220,32,True,1,0,1,0
3270,21,10,0,20,22,2,0,1110,32,True,0,0,0,2
3149,0,10,0,20,22,1,0,2120,32,True,0,1,1,0
21743,0,10,1,22,11,3,0,62200,35,True,0,1,0,1
18533,0,10,1,22,21,1,0,2120,31,True,0,0,0,2
1742,21,10,0,20,21,2,0,1110,33,True,0,1,0,0
19218,0,10,1,22,22,2,0,11100,36,True,0,0,0,0
10742,12,10,1,20,21,1,0,1110,33,True,0,0,0,0
10213,0,10,0,20,11,2,0,1110,36,True,0,0,0,1
19614,0,10,0,22,12,2,0,12100,32,True,0,1,0,0
15822,11,10,1,20,12,2,0,11200,35,True,0,0,0,2
22450,12,10,0,22,21,6,0,71200,35,True,0,0,0,0
6691,22,10,0,21,21,1,0,12200,33,True,0,0,1,0
4256,0,10,0,21,12,2,0,1110,32,True,0,0,0,2
25508,11,10,1,20,11,4,1,11200,32,True,0,1,0,2
23228,0,10,1,20,74,1,0,6110,32,True,1,0,1,0
176,0,10,0,22,22,1,0,1220,35,True,0,0,0,2
13800,0,10,1,21,21,1,0,2110,36,True,1,0,1,2
19534,0,10,1,20,21,1,0,1110,31,True,0,0,0,0
9814,21,10,1,22,21,1,0,2220,30,True,0,1,0,0
20149,72,10,1,20,73,5,0,41200,31,True,0,0,0,0
1278,12,10,1,21,11,1,0,11100,34,True,0,0,1,0
11888,12,10,0,21,21,2,0,2110,33,True,0,0,0,2
10550,0,10,1,20,11,1,0,2110,33,True,0,0,0,0
16558,0,10,1,20,11,1,0,1210,35,True,0,1,0,0
20091,0,10,1,20,74,3,0,51100,35,True,0,1,0,0
26213,0,10,1,22,22,3,0,2110,35,True,0,0,0,0
16846,22,10,1,20,12,1,0,1210,34,True,0,0,1,0
3071,21,10,0,20,12,1,0,12200,34,True,0,0,1,0
701,11,10,0,22,11,2,0,2110,30,True,0,1,0,0
6355,0,10,0,22,22,1,0,2120,32,True,0,0,0,0
8665,21,10,1,22,11,1,0,2220,35,True,0,0,1,0
22130,0,10,1,20,12,6,0,3220,33,True,0,0,0,0
3284,12,10,1,21,22,2,0,1220,33,True,0,0,0,0
19111,21,10,1,22,12,1,0,1210,32,True,0,0,1,0
16165,22,10,0,22,21,2,0,21100,33,True,0,0,0,0
18063,0,10,0,21,21,2,0,2210,32,True,0,0,1,2
12479,0,10,0,20,11,2,0,1210,30,True,0,0,0,0
3031,11,10,1,20,22,1,0,1120,33,True,0,0,0,0
19863,0,10,0,20,22,1,1,21100,31,True,0,0,1,2
25170,0,10,0,20,11,2,0,61200,30,True,0,0,0,0
8546,0,10,0,20,21,2,0,12100,32,True,0,0,0,0
10645,11,10,0,22,22,1,0,1110,33,True,0,0,1,0
19407,11,10,0,21,21,2,0,11200,33,True,0,0,0,1
9783,0,10,0,22,11,2,0,21200,31,True,0,0,1,0
5052,21,10,1,22,22,1,0,1120,36,True,1,0,0,2
1575,0,10,1,22,11,1,0,2110,32,True,0,0,0,0
14483,22,10,0,21,11,1,0,1210,30,True,0,0,0,0
20952,0,10,1,21,61,6,0,1210,33,True,0,0,0,2
11006,21,10,1,22,21,2,0,12100,32,True,0,1,0,1
14043,0,10,1,22,22,1,0,1220,34,True,0,1,0,0
21290,0,10,0,22,32,3,0,21100,36,True,0,0,0,0
20214,42,10,0,22,61,4,0,3210,36,True,0,0,0,0
16605,21,10,0,20,12,2,0,21100,35,True,0,0,1,0
19370,21,10,1,21,11,1,0,1210,33,True,1,0,0,2
6545,0,10,0,22,11,1,0,1110,31,True,0,0,1,0
800,0,10,1,20,21,2,0,2110,31,True,0,1,0,0
20237,0,10,1,22,51,4,0,42200,34,True,0,0,1,0
25128,12,10,1,20,12,2,0,72100,32,True,0,1,0,2
13561,0,10,1,22,22,2,0,11200,33,True,0,0,0,1
22281,11,10,1,22,21,5,0,5220,33,True,0,0,0,0
15062,0,10,1,22,12,2,0,1210,33,True,0,0,0,0
24705,0,10,1,21,22,2,0,71100,34,True,0,1,0,2
22609,0,10,0,21,32,1,0,7110,36,True,0,0,1,0
11789,0,10,0,22,21,1,0,2110,33,True,0,1,0,0
1764,0,10,0,20,11,1,0,1210,32,True,0,1,0,0
14670,0,10,0,22,12,2,0,1220,30,True,0,0,0,0
11597,12,10,1,20,21,2,1,11200,31,True,0,0,1,0
9659,21,10,0,21,21,2,0,2110,31,True,0,1,0,2
24710,21,10,1,21,11,1,0,62200,36,True,0,0,0,0
21502,21,10,1,20,22,4,0,6120,34,True,0,0,1,0
23822,0,10,0,22,73,2,0,1120,33,True,0,0,0,0
25529,0,10,0,20,21,4,0,2110,31,True,0,0,0,0
12800,21,10,1,22,12,1,0,1120,33,True,0,0,0,0
19837,11,10,1,20,12,2,0,11200,34,True,0,0,0,0
12853,22,10,1,22,12,1,0,1220,31,True,0,0,0,0
24777,0,10,0,21,11,2,0,6220,30,True,0,0,1,0
19204,12,10,0,21,22,1,0,2110,30,True,1,0,0,2
12724,11,10,0,22,12,2,0,1220,36,True,0,0,0,2
23803,0,10,0,20,74,1,0,12200,32,True,0,0,0,0
13876,0,10,0,21,21,1,0,2220,32,True,0,0,0,0
20675,0,10,1,20,51,3,0,1210,36,True,0,0,0,0
16443,0,10,0,20,11,1,0,21200,36,True,0,1,1,0
13482,12,10,1,20,21,1,0,2120,32,True,0,0,0,0
9789,0,10,0,22,11,2,0,21100,31,True,0,0,1,0
22503,0,10,1,22,51,1,0,3110,31,True,0,0,0,0
18250,0,10,1,20,11,1,0,1220,35,True,0,0,1,0
4658,11,10,0,20,12,1,0,21200,34,True,1,0,0,1
15478,0,10,0,20,22,1,0,12200,33,True,0,0,0,0
7255,0,10,0,21,22,1,0,2220,30,True,0,0,0,2
8551,0,10,0,21,11,1,0,2120,32,True,0,0,0,0
25763,12,10,1,20,11,7,0,21100,31,True,0,0,0,0
6510,11,10,1,21,22,1,0,1210,34,True,0,0,0,0
8776,12,10,0,20,11,1,0,21100,36,True,0,0,0,2
20546,0,10,1,20,32,8,0,22100,32,True,0,0,0,0
22691,52,10,1,21,31,1,0,73100,33,True,0,0,0,0
6459,0,10,0,21,12,1,0,12100,33,True,0,0,0,0
5134,0,10,0,20,11,1,0,2120,36,True,0,0,0,1
17250,0,10,1,22,22,1,0,12200,35,True,0,0,0,0
18532,0,10,1,21,11,1,0,12200,31,True,0,0,0,0
9509,21,10,0,21,11,2,0,2120,36,True,0,0,1,0
20821,51,10,0,20,32,8,0,2120,34,True,0,0,0,0
4593,0,10,1,22,12,1,0,2120,30,True,0,0,0,0
17247,21,10,1,22,11,1,0,21100,33,True,0,0,0,0
124,22,10,1,20,22,1,0,12100,32,True,1,1,0,1
1169,22,10,1,22,12,2,0,1210,36,True,0,0,0,0
19468,22,10,0,20,12,2,0,1120,33,True,0,0,0,2
7332,12,10,1,20,21,1,0,1110,31,True,0,0,0,0
10936,22,10,0,20,22,1,0,1120,36,True,0,1,0,0
16540,11,10,1,22,11,2,0,22100,34,True,0,1,0,0
7281,0,10,1,21,22,1,0,12200,31,True,0,0,0,0
12186,0,10,0,21,22,1,0,1220,31,True,0,0,0,0
17876,22,10,0,20,12,1,0,2110,33,True,0,0,0,0
21321,51,10,0,21,52,5,0,2210,35,True,0,0,0,0
11832,22,10,1,20,21,1,0,2220,35,True,0,0,0,0
3944,21,10,1,22,22,1,0,22100,31,True,0,0,0,2
13320,11,10,1,22,12,1,0,12100,32,True,0,0,0,0
7714,0,10,0,21,22,1,0,11100,30,True,0,0,0,0
5308,0,10,0,20,22,1,0,12200,32,True,0,0,1,0
9579,0,10,1,22,22,2,0,11200,31,True,0,0,0,0
12387,21,10,0,21,11,1,0,2110,31,True,0,0,0,0
24912,21,10,1,20,11,2,0,3220,33,True,0,0,1,0
9981,21,10,0,20,11,2,0,12200,31,True,0,0,0,0
14499,12,10,1,20,11,2,0,11200,30,True,1,0,1,0
7336,21,10,0,20,12,1,0,21200,33,True,0,0,0,0
2588,11,10,1,21,22,1,0,21100,33,True,0,0,1,0
4401,11,10,0,22,12,2,0,12100,32,True,0,0,1,0
20458,62,10,0,21,72,7,0,7210,36,True,0,0,0,2
7178,12,10,0,20,21,2,0,12200,33,True,0,0,1,1
18248,12,10,0,22,11,2,0,1220,32,True,0,0,0,0
25983,22,10,1,20,22,5,0,2120,36,True,0,1,0,0
19164,22,10,1,20,11,1,0,21200,31,True,0,0,0,0
14438,21,10,1,22,21,1,0,21200,33,True,0,1,0,2
12338,0,10,0,21,22,2,0,2210,34,True,0,1,1,2
4543,0,10,0,22,11,1,0,22100,32,True,0,0,0,0
6872,0,10,0,20,11,1,0,1120,32,True,0,0,0,0
12547,0,10,0,20,11,2,0,21200,36,True,0,0,0,2
19182,0,10,1,20,21,1,0,12100,33,True,0,0,0,0
22977,41,10,0,22,71,2,0,4110,36,True,0,0,0,1
18820,0,10,0,22,12,1,0,21100,36,True,0,0,1,0
16393,0,10,1,22,21,1,0,22100,34,True,0,0,0,2
9599,21,10,0,22,12,1,0,11100,33,True,0,0,0,0
2113,0,10,0,22,22,2,0,12100,32,True,1,0,0,0
12435,11,10,0,20,21,2,0,21100,32,True,0,0,0,1
8035,0,10,1,20,11,1,0,2220,36,True,0,0,0,1
22002,0,10,1,21,21,7,0,6120,31,True,0,0,0,0
12212,0,10,0,22,22,2,0,11100,33,True,0,0,0,0
22261,11,10,0,21,21,7,0,6120,33,True,0,0,1,2
11426,0,10,0,20,21,2,0,21200,32,True,0,0,0,0
3272,0,10,0,21,12,1,0,22100,31,True,0,0,0,0
18498,21,10,1,22,22,2,0,2210,34,True,1,0,0,0
25352,11,10,1,21,12,2,0,7320,32,True,0,0,0,0
10926,12,10,0,20,11,2,0,2120,33,True,0,0,0,1
5005,0,10,1,22,11,1,0,12200,34,True,0,0,0,0
13535,0,10,0,21,12,1,0,1220,31,True,0,0,0,0
4618,11,10,0,21,11,2,1,12100,30,True,0,1,0,0
16990,0,10,1,20,21,1,0,21100,30,True,0,0,0,0
16947,12,10,0,20,12,1,1,1110,32,True,0,1,0,0
17609,22,10,0,22,21,2,0,12100,30,True,0,0,1,0
21152,0,10,1,21,74,5,0,2210,36,True,0,0,1,0
10138,0,10,0,20,11,1,0,2120,30,True,0,0,1,0
19964,0,10,0,21,22,1,0,1120,35,True,0,0,0,1
21210,62,10,0,21,73,8,0,21100,32,True,0,0,0,2
5928,0,10,0,20,12,2,0,21200,31,True,0,0,0,0
25250,0,10,1,20,22,1,0,73200,30,True,0,0,0,2
19686,22,10,1,21,22,1,0,11100,34,True,0,1,0,0
19284,0,10,0,22,21,2,0,1210,35,True,0,0,1,0
22004,0,10,1,20,11,6,0,42200,33,True,0,0,0,0
7677,12,10,1,22,21,1,0,2120,35,True,0,0,0,0
4845,22,10,0,22,11,1,0,1210,36,True,0,0,0,2
6811,21,10,0,20,12,2,0,2210,36,True,0,0,0,0
24788,11,10,0,20,21,1,0,3210,33,True,0,0,0,2
16987,12,10,0,21,11,1,0,12200,36,True,0,0,1,2
1424,12,10,0,21,12,1,0,2210,32,True,0,1,1,2
22728,0,10,0,22,41,1,0,7220,34,True,0,0,1,0
1380,0,10,1,22,12,1,0,1110,34,True,0,1,0,0
7743,0,10,1,20,12,2,0,1210,35,True,0,0,0,2
19527,21,10,0,21,12,1,0,12100,35,True,0,0,0,0
14762,12,10,1,20,21,2,0,2110,33,True,1,0,0,0
19767,12,10,0,20,11,2,0,11100,36,True,0,0,0,0
22048,0,10,1,22,12,3,0,3110,33,True,0,0,0,0
21748,0,10,1,22,12,8,0,3210,35,True,0,1,0,0
9354,22,10,1,21,11,1,0,21100,35,True,0,0,0,2
11199,0,10,0,20,11,2,0,1120,32,True,0,0,0,0
19041,21,10,0,22,22,1,0,12100,34,True,0,0,0,0
14181,0,10,1,20,11,1,0,2110,34,True,0,0,1,0
4282,21,10,0,22,21,1,0,12100,31,True,0,1,1,0
2465,0,10,1,21,22,2,0,11200,34,True,0,0,0,0
18364,22,10,1,22,11,2,0,1210,35,True,1,0,1,0
8941,11,10,1,21,21,2,0,2120,35,True,0,0,1,0
25023,22,10,1,20,12,2,0,42200,36,True,1,0,0,0
16100,22,10,0,22,22,1,0,2120,34,True,0,1,0,0
4422,0,10,0,20,21,1,0,11200,36,True,0,0,1,2
22984,0,10,1,20,41,1,0,4210,33,True,0,0,0,2
18308,0,10,0,22,21,2,0,1210,36,True,0,0,1,0
17715,12,10,0,22,11,2,0,2110,30,True,0,0,1,0
6598,0,10,0,22,22,1,0,2110,36,True,0,0,0,0
20624,0,10,1,20,41,3,0,2210,30,True,0,0,0,2
12276,11,10,0,21,22,2,0,11200,36,True,0,0,1,0
19454,11,10,1,21,22,1,0,1210,30,True,0,0,1,1
24314,0,10,1,22,41,2,0,12200,33,True,0,0,0,2
7836,12,10,1,22,21,1,0,2120,32,True,0,0,0,0
10538,0,10,1,20,22,2,0,12200,33,True,0,0,1,0
20788,0,10,1,22,71,8,0,2210,36,True,0,0,0,0
12599,11,10,1,20,21,1,0,12200,31,True,0,0,1,0
13756,12,10,0,22,12,1,0,2120,33,True,0,1,0,1
21486,0,10,0,20,61,8,0,11200,31,True,0,0,0,2
398,0,10,1,20,11,1,0,2120,35,True,0,1,1,0
15502,0,10,1,21,21,1,0,21100,30,True,1,0,0,2
1692,11,10,0,22,21,1,0,11100,30,True,0,0,1,0
441,12,10,1,20,12,2,0,12200,33,True,1,1,1,2
6456,0,10,0,21,22,1,0,1120,31,True,0,0,1,0
219,12,10,1,20,11,2,0,2210,30,True,0,0,0,0
6324,21,10,0,22,21,1,0,22100,35,True,0,1,0,0
7862,0,10,0,21,22,1,0,21200,35,True,0,0,1,0
8786,0,10,0,20,11,2,0,2110,35,True,0,0,0,0
15753,11,10,0,20,11,1,0,21200,34,True,0,1,0,0
12450,0,10,0,21,12,2,0,1210,31,True,0,1,0,0
25689,11,10,1,21,22,6,0,2210,34,True,0,0,0,0
24882,0,10,1,20,11,2,0,42200,33,True,0,1,1,0
7701,0,10,0,22,21,1,0,21200,31,True,0,0,0,0
6509,0,10,1,22,12,1,0,1210,36,True,0,0,1,0
920,0,10,0,22,11,1,0,1110,30,True,0,0,0,0
23121,0,10,0,21,52,1,0,42200,30,True,0,0,0,0
14818,11,10,0,21,21,2,0,2220,34,True,0,0,0,0
14044,0,10,0,21,22,1,0,2120,35,True,0,0,0,0
8832,0,10,0,20,11,2,0,21200,33,True,0,0,0,0
19838,0,10,1,21,12,2,0,12200,35,True,0,0,0,2
7479,0,10,0,21,11,2,0,12100,32,True,0,0,0,0
6779,0,10,0,21,12,1,0,11200,31,True,0,1,0,0
18713,12,10,0,22,21,2,0,1110,35,True,0,0,0,0
23724,51,10,0,21,31,1,0,2110,32,True,0,0,0,0
7538,11,10,0,22,12,1,0,1220,35,True,0,0,0,2
26434,22,10,1,21,21,8,0,11100,30,True,0,0,0,0
19530,22,10,1,21,12,2,0,2110,32,True,0,0,0,2
13551,0,10,0,22,11,1,0,2210,31,True,0,0,0,0
9494,12,10,1,22,22,1,0,21100,34,True,0,0,0,0
5981,11,10,0,21,22,1,0,1120,34,True,0,0,0,0
21741,21,10,0,20,11,7,0,51200,32,True,0,0,0,0
8514,21,10,0,20,22,1,0,1220,32,True,0,0,0,0
11719,11,10,1,22,11,2,0,2210,35,True,0,1,0,0
11728,11,10,0,20,11,1,0,12100,33,True,0,1,0,0
15114,0,10,0,20,21,2,0,11100,30,True,0,0,0,0
6323,11,10,0,21,12,1,0,11200,36,True,1,0,0,1
14009,11,10,0,22,12,2,0,1120,35,True,0,0,0,2
195,11,10,1,22,22,2,0,2110,30,True,0,0,0,1
1309,0,10,0,21,11,1,0,12100,36,True,0,0,0,0
6095,0,10,1,22,21,1,0,21200,35,True,0,0,0,0
21967,21,10,0,21,21,3,0,42100,31,True,0,1,0,0
19849,21,10,0,20,21,2,0,1210,34,True,0,1,0,0
300,0,10,1,20,22,2,0,1220,36,True,0,0,0,0
16126,0,10,0,22,11,1,0,1210,36,True,0,0,0,1
5431,22,10,0,21,12,2,0,1110,33,True,0,0,0,0
10912,0,10,1,21,11,1,0,21200,30,True,0,0,1,2
5872,0,10,0,20,11,2,0,2210,36,True,0,0,0,2
3635,0,10,0,21,22,1,0,11200,34,True,1,0,0,0
8638,0,10,0,21,21,2,0,11200,31,True,0,0,0,2
17115,0,10,0,20,22,2,0,21200,34,True,0,1,0,0
758,22,10,0,22,11,2,0,2210,30,True,0,0,0,0
6444,0,10,0,20,12,2,0,21100,31,True,0,0,0,0
1841,0,10,1,22,11,2,0,1110,32,True,0,0,1,2
20088,0,10,1,20,52,6,0,32200,31,True,0,0,0,0
17376,0,10,1,22,21,1,0,2220,32,True,0,0,0,0
6455,11,10,1,21,22,2,0,2210,30,True,0,0,0,1
6700,0,10,0,21,11,2,0,11100,34,True,0,0,0,0
25098,11,10,0,21,22,2,0,62100,30,True,0,0,0,0
6290,21,10,1,20,22,2,0,2110,32,True,1,0,0,0
9162,0,10,1,20,11,1,0,12200,33,True,0,0,0,0
17832,0,10,1,22,21,1,0,2110,36,True,0,1,0,2
6649,0,10,1,20,11,2,0,2120,32,True,0,0,1,0
2309,0,10,1,21,11,2,0,2110,32,True,0,0,0,0
2267,22,10,1,21,22,1,0,2110,30,True,0,1,1,0
