,Unnamed: 0,user_id,usr_prj,prj_led,admin_roles,usr_expertise,tasks,usr_department,isEmployee,type,rsc_prj,rsc_department,rsc_expertise,proprietary,task,activity,action
40,40,15dfd9fb-5c95-47f0-b6cc-018921158ce9,proj21,proj21,manager,,proj62task1propa,,False,schedule,proj12,dept4,2.0,False,proj73task1a,setSchedule,False
41,41,7dcfb8c9-0160-4a9b-88ea-bfcb8b6f098d,proj11,,manager,,proj32task1propa,dept6,True,task,proj21,dept5,1.0,True,proj72task2a,setCost,False
42,42,f17175d0-ec1a-4028-b0ed-d8199fd51c2a,proj12,proj12,manager,2.0,proj42task1propa,dept6,True,task,proj22,dept5,1.0,False,proj61task1propa,approve,False
43,43,77e91488-9f79-4eea-b91c-2f51d349c575,proj11,,manager,1.0,proj31task2propa,,False,task,proj21,dept5,2.0,False,proj72task2a,setStatus,False
44,44,ce639c8f-a820-4e7b-b259-b66c1f9aaeee,proj12,,manager,,proj42task2propa,dept6,False,budget,proj12,dept3,1.0,False,proj71task2a,setStatus,False
45,45,373741ef-97ec-4538-90c5-a650782f7b7b,proj12,,manager,1.0,proj51task1a,,True,schedule,proj21,dept6,2.0,False,proj31task1a,approve,False
46,46,9f053531-6ded-499c-9bc1-85afe57e0415,proj21,,manager,2.0,proj73task1propa,dept7,True,budget,proj21,dept8,,False,proj73task1a,request,False
47,47,2020adf0-e40a-41c5-bc9a-ec98e04f63e3,proj22,proj22,manager,,proj31task2propa,,False,schedule,proj21,dept6,,False,proj32task2a,read,False
48,48,aaa42c78-56bd-48f3-bd0d-20ebb0555717,proj21,,manager,1.0,proj62task1a,dept3,True,budget,proj22,dept3,2.0,True,proj32task2a,approve,False
49,49,9c01186e-e83d-4a91-b4a2-e20fd0937acb,proj12,,manager,,proj31task1propa,dept7,False,schedule,proj21,dept7,2.0,False,proj42task2a,write,False
50,50,401613ef-7de4-4c89-a604-7dffcbcc4300,proj11,proj11,manager,1.0,proj61task2propa,dept4,False,schedule,proj11,dept7,1.0,True,proj52task2propa,read,False
51,51,755c1400-eb95-4560-b212-427d0101d89b,proj11,,manager,1.0,proj71task1propa,dept7,True,task,proj12,dept3,1.0,False,proj31task2a,approve,False
52,52,737cc558-6925-4263-b5fb-18284ed3b2b8,proj22,,manager,1.0,proj42task2a,,False,task,proj12,dept3,,True,proj71task1propa,setCost,False
53,53,67acbeae-a8fe-4dd5-be6a-9f262175bb57,proj21,proj21,manager,2.0,proj31task2propa,,False,budget,proj21,dept7,,True,proj41task2a,write,False
54,54,a006c56a-b74e-4bda-ac68-12d65e60105c,proj22,,manager,,proj31task1propa,dept8,False,task,proj12,dept6,,False,proj72task1a,setCost,False
55,55,2d21168f-0d05-4755-b54e-1202a3927100,proj12,proj12,manager,,proj73task2a,dept5,True,schedule,proj12,dept4,2.0,False,proj41task2a,approve,False
56,56,34c2c103-3ef4-48fd-868a-e5ad1c20094f,proj22,,manager,1.0,proj72task1propa,,False,budget,proj12,dept3,1.0,False,proj51task2a,read,False
57,57,fd6de2d5-7b58-495d-a5a7-e8a354ce8c17,proj11,proj11,manager,2.0,proj51task2a,,True,schedule,proj22,dept6,1.0,True,proj52task1propa,setStatus,False
58,58,dba19755-f7a8-42b2-aa39-5bcd890ad123,proj12,proj12,manager,,proj32task2propa,dept8,True,task,proj12,dept5,1.0,True,proj62task2a,approve,False
59,59,a0c760a2-aa21-4a02-8bb5-4120405ca52b,proj21,,manager,,proj31task1a,,True,budget,proj22,dept8,,True,proj71task2propa,read,False
60,60,85af4714-03bf-4633-9817-dd7c7db4bd3a,proj21,,manager,,proj42task1propa,,False,schedule,proj11,dept4,,True,proj62task2a,setStatus,False
61,61,74955878-0635-45af-928d-205e539c6875,proj21,,manager,,proj72task2propa,,False,budget,proj21,dept6,,True,proj52task2a,setStatus,False
62,62,aada3806-1adf-437c-9789-92da9b395c45,proj12,,manager,,proj72task2propa,,False,task,proj22,dept8,,True,proj31task1a,request,False
63,63,f4055b86-6f6e-41f8-92ba-69de7408fd92,proj12,proj12,manager,,proj72task2a,,False,schedule,proj22,dept7,,True,proj32task1a,setSchedule,False
64,64,b7507f6f-42b9-403f-9bcc-ae410d87309d,proj12,,manager,,proj31task1a,,True,task,proj11,dept8,2.0,True,proj62task2propa,read,False
65,65,f97216b6-455c-41ad-9542-ae23693ec725,proj22,proj22,manager,,proj73task1a,,False,budget,proj11,dept3,,False,proj42task1a,setCost,False
66,66,cc0f8d0a-dcc0-402b-afba-9899766ffd15,proj22,,manager,2.0,proj73task2propa,,False,schedule,proj11,dept8,,False,proj31task1propa,setStatus,False
67,67,94fc50b2-c01c-4db0-93be-2a45359c0367,proj12,,manager,,proj51task1propa,dept8,False,budget,proj22,dept5,1.0,True,proj72task2propa,setStatus,False
68,68,92cd7405-17de-4595-b5ed-aa3a21050c74,proj22,proj22,manager,,proj72task1propa,,False,task,proj22,dept4,,False,proj31task1propa,setSchedule,False
69,69,f97ec5a6-d0d3-4016-80d2-8892c27971ae,proj11,proj11,manager,2.0,proj32task2a,dept8,True,schedule,proj12,dept3,2.0,True,proj32task2a,setStatus,False
70,70,ad7022fe-9b67-4ca6-ad95-de8a9ef8a466,proj22,proj22,manager,,proj42task2propa,,False,task,proj12,dept5,2.0,False,proj51task1propa,read,False
71,71,1a3b4ec6-a1d3-4a98-aa33-061142a0c643,proj11,,manager,,proj41task2a,,True,schedule,proj11,dept8,,True,proj31task2propa,setStatus,False
72,72,af783e55-1d35-4a36-8100-6d638218d2a4,proj11,,manager,2.0,proj32task2a,dept5,False,budget,proj12,dept3,1.0,True,proj62task1propa,write,False
73,73,c8676155-f5a8-4226-8ff7-bbb11d8dcbe1,proj21,,manager,,proj32task2a,dept6,True,schedule,proj21,dept6,2.0,False,proj61task1propa,setStatus,False
74,74,e50271db-7354-495c-b29a-71d639e80417,proj11,,manager,2.0,proj42task1propa,dept5,False,budget,proj12,dept4,1.0,False,proj31task2propa,approve,False
75,75,eb9b1809-e4a2-40a7-b6ba-61f9d01a7d09,proj11,proj11,manager,1.0,proj62task1a,dept7,False,budget,proj22,dept8,,False,proj52task2propa,setSchedule,False
76,76,bed60416-ce13-4dbb-accd-9a95ff8729c1,proj11,proj11,manager,,proj41task2a,,False,budget,proj12,dept8,,False,proj61task1a,approve,False
77,77,310f7f2b-ffc0-44af-a88e-1b10231b8176,proj21,proj21,manager,1.0,proj52task1a,,False,schedule,proj21,dept5,1.0,True,proj61task2propa,approve,False
78,78,ec2830f5-5caf-48af-87f0-af7353ff8f59,proj21,proj21,manager,2.0,proj72task1a,,False,task,proj11,dept6,,False,proj62task1a,setSchedule,False
79,79,1870aa02-a505-459a-9d86-60e67f83cc35,proj11,,manager,2.0,proj31task2propa,,True,budget,proj12,dept6,2.0,False,proj52task1a,write,False
80,80,ab74dea6-90c1-40cd-be64-21b37b865b34,proj22,proj22,manager,2.0,proj41task1a,dept5,False,schedule,proj22,dept8,2.0,True,proj62task2propa,setCost,False
81,81,40f747e0-b713-40bb-891d-0b8181dce241,proj21,,manager,2.0,proj52task2propa,dept8,True,schedule,proj21,dept7,1.0,False,proj62task2propa,setCost,False
82,82,e8f189d7-73fa-43a6-b61b-1fef795869e1,proj12,proj12,manager,,proj73task1a,dept4,False,budget,proj22,dept6,2.0,False,proj51task1propa,write,False
83,83,690d6139-e257-434a-8804-ced6d2d9a30c,proj22,,manager,,proj71task1propa,,False,budget,proj11,dept4,2.0,True,proj62task2propa,setCost,False
84,84,c7b58acb-65b2-4de3-81dc-af2d3ff86a7f,proj21,proj21,manager,,proj42task2propa,dept7,True,task,proj12,dept8,1.0,False,proj42task1propa,setCost,False
85,85,6ad2a6c9-c9c7-4d70-9f37-3051788a2b22,proj21,,manager,,proj31task1propa,,False,budget,proj12,dept8,1.0,True,proj51task2propa,setCost,False
86,86,1df7447d-9517-4ac5-8cda-f6a1fd6cf100,proj22,,manager,2.0,proj42task2a,dept5,True,budget,proj21,dept8,,False,proj32task2propa,setCost,False
87,87,55020cbe-4d2b-4a3c-9fb2-16dd66253a83,proj21,proj21,manager,1.0,proj72task1propa,,False,budget,proj12,dept6,,True,proj31task2a,setCost,False
88,88,e005842b-74a2-42a7-b8f4-3ad53f2de23e,proj21,proj21,manager,,proj41task2propa,dept3,False,budget,proj21,dept7,,True,proj72task1propa,approve,False
89,89,10c2f5e2-12b2-4a29-a5a7-7485faa267b9,proj21,,manager,2.0,proj41task2a,dept7,False,budget,proj11,dept6,2.0,True,proj42task2propa,setStatus,False
90,90,e88aef40-5849-4852-b700-2501aeb24ba4,proj11,proj11,manager,,proj32task1a,,True,budget,proj11,dept3,1.0,False,proj73task2propa,approve,False
91,91,b3b916b1-9c40-4cd9-b6ae-13675b6ffe6d,proj11,proj11,manager,,proj73task2a,,False,schedule,proj12,dept4,1.0,False,proj71task2propa,setSchedule,False
92,92,9a18468d-3fc5-48b6-9c86-cfa59fd662a1,proj21,,manager,,proj41task2a,,False,schedule,proj22,dept8,2.0,False,proj52task2propa,approve,False
93,93,c77ab5d6-03f4-4bdc-a04b-45c651d7d15b,proj21,proj21,manager,1.0,proj42task2propa,,True,task,proj22,dept5,2.0,False,proj41task2propa,request,False
94,94,024a028b-728c-491f-851d-a38904ad91bb,proj12,,manager,,proj41task2propa,,True,budget,proj21,dept4,,False,proj41task2propa,approve,False
95,95,3b869a27-45c1-484d-ac18-01edb70346d4,proj21,,manager,2.0,proj31task2propa,,False,schedule,proj21,dept4,,False,proj31task1a,setSchedule,False
96,96,1968b494-14d3-409f-8bd1-77556f347c04,proj12,proj12,manager,,proj52task2propa,,False,task,proj22,dept5,,False,proj73task2propa,setStatus,False
97,97,28a464e1-2118-4565-bf1d-208def7481fe,proj11,proj11,manager,1.0,proj73task2propa,,False,budget,proj12,dept8,,True,proj73task2a,read,False
98,98,39ebfbaa-108b-42ef-9e0e-51d6ec676692,proj22,,manager,2.0,proj31task2propa,,True,schedule,proj11,dept4,1.0,True,proj62task2propa,write,False
99,99,59bc1a36-6f01-4d21-b783-07801c99021f,proj22,,manager,1.0,proj72task2a,,True,budget,proj22,dept5,,False,proj42task1a,write,False
100,100,ae73ab65-0828-496b-9b51-57ec95871611,proj22,proj22,manager,,proj72task2a,dept3,False,budget,proj11,dept3,,False,proj32task2propa,setSchedule,False
101,101,6bcfb3b7-8831-458b-906c-140d56a4cb06,proj21,proj21,manager,2.0,proj61task2propa,dept3,True,schedule,proj22,dept3,2.0,True,proj51task1propa,read,False
102,102,cca42972-2d42-4b05-8579-d6ffe04f746e,proj11,,manager,1.0,proj51task1propa,,True,budget,proj12,dept7,1.0,True,proj61task1a,request,False
103,103,55724fc1-ee47-4a1d-bc2f-ba6666de446d,proj22,proj22,manager,,proj72task1a,dept6,True,schedule,proj21,dept4,2.0,True,proj51task1propa,request,False
104,104,a9afdc96-ebc1-42f4-bd7c-4cf61cd15219,proj11,proj11,manager,2.0,proj73task1propa,dept6,False,task,proj12,dept3,,True,proj41task1propa,setCost,False
105,105,b1b5a4b2-69fc-4639-a4c5-e940ff00adb2,proj11,,manager,2.0,proj32task2propa,dept3,True,task,proj11,dept3,,True,proj73task1a,request,False
106,106,45513c3a-6b6b-4f88-bf58-9e86ad6b96e3,proj21,,manager,2.0,proj41task2a,dept6,True,task,proj22,dept7,,False,proj51task1propa,read,False
107,107,8876d96d-ba72-43fc-91ed-ba19c538ce04,proj12,,manager,1.0,proj62task1a,,False,task,proj22,dept5,1.0,True,proj32task1propa,read,False
108,108,de227002-c938-4517-bf2f-a4856c95a5d3,proj11,,manager,1.0,proj31task2propa,dept8,True,schedule,proj22,dept3,,True,proj71task2a,setStatus,False
109,109,8f4c4ecc-6213-4c6d-b4bb-8a91dd37c8ea,proj11,,manager,,proj32task1a,,True,task,proj11,dept3,2.0,False,proj72task2a,read,False
110,110,153d617e-0ef5-4164-a256-1094aa19bcd9,proj12,proj12,manager,2.0,proj51task2a,,True,task,proj22,dept5,1.0,False,proj71task2propa,write,False
111,111,a2be26c8-ce44-484e-924e-dab90a67cd7d,proj11,,manager,1.0,proj72task1propa,dept7,True,budget,proj12,dept6,,False,proj72task2a,setSchedule,False
112,112,adf277e3-9b84-4c00-ab15-dc85b2ea5572,proj21,proj21,manager,,proj41task2a,,True,task,proj11,dept4,,False,proj72task2propa,read,False
113,113,bb7ed832-6f42-4c2b-af44-e4a65aeeb201,proj12,,manager,1.0,proj61task2a,,True,budget,proj12,dept8,1.0,True,proj51task1a,write,False
114,114,415b4858-50a5-43b2-9dbf-b894273aebfa,proj12,proj12,manager,,proj42task1a,,True,task,proj12,dept7,2.0,True,proj42task1propa,request,False
115,115,a3af4ef2-535c-43cd-9338-7b1e57a59586,proj22,proj22,manager,1.0,proj51task2propa,dept6,True,schedule,proj11,dept5,1.0,True,proj71task1a,read,False
116,116,bc72cc06-c516-4ef3-92b8-0802366ebd41,proj22,proj22,manager,,proj51task1propa,,True,budget,proj11,dept6,2.0,True,proj52task1a,setSchedule,False
117,117,6981eda2-78c0-465e-b931-1bcc904e3525,proj11,,manager,,proj31task1a,,False,schedule,proj11,dept7,1.0,True,proj71task2a,request,False
118,118,7e572c29-d50f-4921-b88b-1f0cf2c62ee7,proj21,proj21,manager,2.0,proj42task2propa,,True,task,proj21,dept6,,False,proj32task2a,write,False
119,119,ffba6ff5-3564-4d87-9e33-3c61bee4ec79,proj21,,manager,,proj71task2a,,True,schedule,proj22,dept3,1.0,True,proj41task1propa,write,False
120,120,880eba10-89f0-4d52-be67-d43cd89682d7,proj21,,manager,,proj32task2propa,dept6,True,schedule,proj22,dept8,,False,proj42task1propa,approve,False
121,121,488e5ba9-efbe-440e-bcac-b0ca108b7cc7,proj12,,manager,2.0,proj22task2propa,dept3,True,schedule,proj21,dept5,2.0,False,proj73task1a,setSchedule,False
122,122,23da3010-6fa5-41f7-bad9-7e1f9a2c7f0e,proj21,,manager,,proj52task2a,,True,budget,proj21,dept5,,True,proj31task2propa,setSchedule,False
123,123,5a687b46-4aaa-4f73-955e-256e5afa80ba,proj21,proj21,manager,2.0,proj41task2a,,True,task,proj21,dept4,2.0,True,proj52task2propa,read,False
124,124,a8f05a21-02e3-4207-ad87-216f01e04c22,proj11,proj11,manager,,proj42task1a,dept8,True,schedule,proj21,dept6,,False,proj71task1a,setCost,False
125,125,8cfdd33c-f88f-47b2-a28c-0e03c7f7ab40,proj11,proj11,manager,,proj61task1a,,True,task,proj21,dept4,2.0,False,proj31task1a,setStatus,False
126,126,e2d0a2f8-5e09-446d-af3f-52b19766beb5,proj11,proj11,manager,,proj72task1propa,dept6,False,budget,proj11,dept4,,True,proj71task2a,approve,False
127,127,01392352-4c15-4c2a-8029-75aba446ebaa,proj22,proj22,manager,,proj72task2propa,,False,task,proj11,dept7,,True,proj42task1propa,approve,False
128,128,7e2b3baa-a2df-4f19-afec-cc0f5df9d28d,proj22,,manager,2.0,proj52task1propa,,False,budget,proj22,dept4,2.0,True,proj32task2propa,approve,False
129,129,ef8eac19-bc42-4ae9-826d-fb4bfc9cd0a4,proj12,proj12,manager,,proj41task1a,dept7,False,task,proj22,dept4,2.0,False,proj32task2a,read,False
130,130,95348476-6706-4a4c-a455-e2ccf7cde1a9,proj22,proj22,manager,,proj31task2propa,dept7,True,task,proj22,dept5,,True,proj51task2propa,setCost,False
131,131,ecd6d681-d1fc-42d4-be28-9c2fb84d33f6,proj21,proj21,manager,,proj32task1propa,dept7,False,schedule,proj22,dept8,1.0,False,proj61task1a,setSchedule,False
132,132,607f4d87-6cee-4e0d-a771-284435e0bbda,proj12,,manager,2.0,proj72task2propa,dept8,True,schedule,proj12,dept8,,True,proj41task1propa,write,False
133,133,73929874-8dcd-42e8-9794-bb51332e714c,proj11,,manager,2.0,proj32task1a,dept3,False,schedule,proj21,dept7,1.0,False,proj73task1propa,write,False
134,134,dcae5a97-b202-4ac7-8e82-019f2ed6619f,proj11,proj11,manager,1.0,proj52task2a,,True,schedule,proj12,dept8,2.0,False,proj32task2a,setSchedule,False
135,135,91a574d1-7c79-49ad-b82a-89f67339086b,proj12,proj12,manager,2.0,proj72task2propa,dept5,True,schedule,proj22,dept8,2.0,False,proj73task1propa,setCost,False
136,136,ab92b294-c124-4b4c-b2a6-42e1ba16cb1a,proj12,,manager,1.0,proj73task1propa,,False,schedule,proj12,dept6,,True,proj42task1propa,setCost,False
137,137,201e7dab-01aa-4971-b0c6-c0d6a0cf8120,proj22,,manager,,proj51task1a,,True,schedule,proj11,dept6,,False,proj32task2propa,setSchedule,False
138,138,94c7d090-ee9f-4a07-ba5b-0428cb4d9206,proj12,proj12,manager,,proj42task1propa,dept8,True,budget,proj21,dept7,,True,proj61task2a,read,False
139,139,25fac9e9-895e-49fa-a779-b1e613f008c9,proj11,proj11,manager,,proj51task1propa,,False,schedule,proj22,dept7,,True,proj51task2propa,request,False
140,140,5778c815-49df-4112-91e1-b5bc32f60cc3,proj21,,manager,2.0,proj62task1propa,,True,budget,proj22,dept6,,True,proj31task1propa,setStatus,False
141,141,f7e680ef-5c2b-43ea-a102-4bbf902f07c0,proj22,proj22,manager,,proj72task1propa,dept6,True,budget,proj12,dept5,1.0,True,proj41task1propa,setSchedule,False
142,142,71a485dd-b1b6-428d-804f-82a204b0e729,proj12,proj12,manager,,proj42task2propa,dept3,False,schedule,proj12,dept6,1.0,False,proj32task2a,request,False
143,143,65ec549c-a7a7-42cb-bb09-03c1d47a5170,proj11,,manager,,proj42task2a,dept3,True,budget,proj12,dept4,,False,proj61task2propa,write,False
144,144,40cec30e-1bd8-4469-a0ea-c652dd4da2d3,proj11,,manager,,proj72task1a,,False,task,proj21,dept4,1.0,False,proj71task2propa,setSchedule,False
145,145,dff06229-a80a-444b-b485-c9a79aa6861f,proj22,,manager,1.0,proj71task2propa,,False,schedule,proj21,dept8,,False,proj72task1propa,approve,False
146,146,812e8539-75ea-47ea-830e-a2ee7df93918,proj21,proj21,manager,1.0,proj52task2propa,dept3,False,budget,proj12,dept6,1.0,True,proj32task1propa,read,False
147,147,f06626d7-ea5f-4b87-b55e-de7a7f0ec9ea,proj11,proj11,manager,2.0,proj52task1a,,True,task,proj11,dept6,,True,proj41task1a,request,False
148,148,a974bf1f-c781-4576-9831-e4edd5a50313,proj21,proj21,manager,1.0,proj72task1a,dept5,False,budget,proj21,dept6,1.0,True,proj62task1propa,setSchedule,False
149,149,f1ad6018-3426-4bf4-9225-a4841622d882,proj11,proj11,manager,,proj52task1propa,,False,task,proj12,dept5,1.0,True,proj41task2a,setSchedule,False
150,150,0140f22f-6943-400f-8dd7-108737bae4e1,proj22,,manager,,proj41task2a,dept5,True,budget,proj21,dept8,,True,proj71task1a,approve,False
151,151,727dfd6c-424c-4db9-8ec6-e8c92bc394a9,proj12,,manager,,proj31task2a,,True,budget,proj12,dept8,,True,proj72task1a,approve,False
152,152,7c3e3f37-bfe6-470e-a029-389931216687,proj21,proj21,manager,,proj52task2a,dept7,True,task,proj11,dept3,2.0,False,proj71task1a,write,False
153,153,47a034b4-b7a3-43e3-badd-d9f754221dc7,proj22,,manager,,proj51task2propa,dept7,False,schedule,proj11,dept7,,True,proj71task2propa,setSchedule,False
154,154,9b1e9339-4700-4680-8f58-f8f4b8e62224,proj22,proj22,manager,2.0,proj31task1a,dept8,False,task,proj12,dept4,,False,proj73task1a,read,False
155,155,ef63fac0-d05c-4bf1-8a63-df77f68623c0,proj21,,manager,,proj31task2propa,dept4,True,schedule,proj11,dept8,1.0,True,proj73task1a,write,False
156,156,de3eed49-c528-49b5-8a94-53da0de4d24f,proj12,,manager,,proj73task1a,,False,budget,proj11,dept3,2.0,True,proj42task2a,setCost,False
157,157,904ef98a-f29c-4221-92e1-af8cea6e3c56,proj11,,manager,2.0,proj73task2a,dept8,True,schedule,proj21,dept3,2.0,True,proj31task2propa,approve,False
158,158,5cf8806d-5403-4e92-b383-a5f01934652f,proj12,,manager,1.0,proj61task1a,dept8,False,task,proj12,dept7,2.0,True,proj73task2a,setStatus,False
159,159,4867d7d2-1295-4aac-a712-690ba1f6432e,proj11,proj11,manager,,proj31task1a,dept5,True,budget,proj12,dept7,,True,proj31task1propa,setStatus,False
160,160,c5ecbf3e-b580-4fdd-91fd-c38234cd4fbe,proj21,proj21,manager,1.0,proj42task1propa,dept8,False,task,proj21,dept5,1.0,True,proj61task2propa,approve,False
161,161,ca51b606-0a2f-4557-a5b9-b84aa4317d19,proj11,,manager,,proj61task1a,,False,budget,proj22,dept4,,True,proj31task1propa,request,False
162,162,d4b57d1c-b966-468a-a7b2-57266a842d5e,proj21,,manager,1.0,proj73task1a,,False,budget,proj22,dept3,2.0,True,proj51task1propa,approve,False
163,163,3b18b968-be25-45df-90c6-1f0db1184da8,proj11,proj11,manager,1.0,proj51task1a,,False,budget,proj22,dept3,2.0,True,proj72task1propa,read,False
164,164,3cf105c6-247f-4b3c-86b5-d2ffe64a9172,proj12,,manager,,proj41task2a,,True,task,proj22,dept7,2.0,True,proj51task1a,request,False
